anyo,mes,marca,canal,fuel_type,count
2026,06,BMW,RAC,PHEV,415
2026,06,BOMBARDIER,Private,ICE,2
2026,06,BOMBARDIER REC PROD INC,Corporate,ICE,1
2026,06,BRP,Corporate,ICE,10
2026,06,BRP,Private,ICE,5
2026,06,BUCHER,Corporate,ICE,2
2026,06,BURSTNER GMBH,Private,ICE,1
2026,06,BYD,Corporate,BEV,174
2026,06,BYD,Corporate,PHEV,361
2026,06,BYD,Private,BEV,1032
2026,06,BYD,Private,PHEV,1031
2026,06,BYD,RAC,PHEV,1100
2026,06,BÜRSTNER GMBH,Private,ICE,2
2026,06,C.I.,Private,ICE,3
2026,06,C.I.,RAC,ICE,1
2026,06,CADILLAC,Corporate,ICE,1
2026,06,CAFRISE,Corporate,ICE,1
2026,06,CAFRISE,Private,ICE,1
2026,06,CAJISA,RAC,ICE,28
2026,06,CALVO,Corporate,ICE,1
2026,06,CAPRON,Corporate,ICE,3
2026,06,CAPRON,Private,ICE,35
2026,06,CAPRON,RAC,ICE,73
2026,06,CAPRON GMBH,Private,ICE,1
2026,06,CAR-BUS.NET,Corporate,ICE,1
2026,06,CARR. AITOR,Corporate,ICE,1
2026,06,CARRALSER,Corporate,ICE,3
2026,06,"CARROCERA CASTROSUA, S.A.",Corporate,ICE,10
2026,06,CARROCERIAS CITY,Corporate,ICE,1
2026,06,CARROCERIAS CITY,RAC,ICE,1
2026,06,CARROCERIAS CONRADO,Corporate,ICE,1
2026,06,CARROCERIAS CREVILLENTE,Corporate,ICE,1
2026,06,CARROCERIAS CREVILLENTE,RAC,ICE,12
2026,06,CARROCERIAS DAFER,Corporate,ICE,2
2026,06,CARROCERIAS DEL VALLE,Corporate,ICE,2
2026,06,CARROCERIAS EL GALLO,Corporate,ICE,10
2026,06,CARROCERIAS FRIGOASTUR,RAC,ICE,1
2026,06,CARROCERIAS FRIGORIFICAS SEVIL,Corporate,BEV,1
2026,06,CARROCERIAS FRIGORIFICAS SEVIL,Corporate,ICE,8
2026,06,CARROCERIAS FRIGORIFICAS SEVIL,Private,ICE,1
2026,06,CARROCERIAS FRIGORIFICAS SEVIL,RAC,ICE,6
2026,06,CARROCERIAS JANKAR,Corporate,ICE,3
2026,06,CARROCERIAS JANKAR,Private,ICE,1
2026,06,CARROCERIAS JEREZ,Corporate,ICE,4
2026,06,CARROCERIAS MINDA,Corporate,ICE,6
2026,06,CARROCERIAS MR,Corporate,ICE,1
2026,06,CARROCERIAS PUERTO,Corporate,ICE,2
2026,06,CARROCERIAS SANCA,Corporate,ICE,5
2026,06,CARROCERIAS SANCA SA,Corporate,ICE,5
2026,06,CARROCERIAS SANCA SA,Private,ICE,1
2026,06,CARROCERIAS SANCA SA,RAC,ICE,3
2026,06,"CARROCERIAS SANCA, S.A.",Corporate,ICE,20
2026,06,"CARROCERIAS SANCA, S.A.",Private,ICE,3
2026,06,"CARROCERIAS SANCA, S.A.",RAC,ICE,2
2026,06,CARROCERIAS SEVILLA,Corporate,BEV,2
2026,06,CARROCERIAS SEVILLA,Corporate,ICE,39
2026,06,CARROCERIAS SEVILLA,RAC,ICE,2
2026,06,CARROCERIAS YECLA,Corporate,ICE,1
2026,06,CARROSSERIES TOLOSA,Corporate,ICE,1
2026,06,CARROZADOS TECAI,Corporate,ICE,7
2026,06,CARROZADOS TECAI,Private,ICE,3
2026,06,CARROZADOS TECAI,RAC,ICE,2
2026,06,CARTHAGO,Private,ICE,1
2026,06,CASELANI,Corporate,ICE,1
2026,06,CATERHAM CARS LTD,Corporate,ICE,2
2026,06,CAYVOL,Corporate,ICE,9
2026,06,CAYVOL,Private,ICE,1
2026,06,CELA,Corporate,ICE,2
2026,06,CENNTRO,Corporate,BEV,2
2026,06,CERRAJERIA AURELIO,Corporate,ICE,2
2026,06,CF MOTO,Corporate,ICE,1
2026,06,CF MOTO,Private,ICE,5
2026,06,CFMOTO,Corporate,BEV,1
2026,06,CFMOTO,Corporate,ICE,35
2026,06,CFMOTO,Private,ICE,59
2026,06,CHALLENGER,Corporate,ICE,3
2026,06,CHALLENGER,Private,ICE,43
2026,06,CHALLENGER,RAC,ICE,1
2026,06,CHAPINSA,Corporate,BEV,1
2026,06,CHAPINSA,Corporate,ICE,6
2026,06,CHAPISTERIA V.I.,Corporate,ICE,12
2026,06,CHAPISTERIA V.I.,RAC,ICE,7
2026,06,CHEVROLET,Corporate,ICE,1
2026,06,CHRYSLER,Corporate,BEV,1
2026,06,CHT,Corporate,BEV,9
2026,06,CHT,Corporate,ICE,32
2026,06,CHT,Corporate,PHEV,2
2026,06,CI,Private,ICE,1
2026,06,CI,RAC,ICE,2
2026,06,CIBAD,Corporate,ICE,1
2026,06,CIBAD,RAC,ICE,8
2026,06,CICLOPE,Private,ICE,1
2026,06,CICLOPE,RAC,ICE,1
2026,06,CIRELLI,Corporate,ICE,3
2026,06,CIRELLI,Private,ICE,5
2026,06,CITROEN,Corporate,BEV,128
2026,06,CITROEN,Corporate,ICE,2312
2026,06,CITROEN,Corporate,PHEV,2
2026,06,CITROEN,Private,BEV,357
2026,06,CITROEN,Private,ICE,1010
2026,06,CITROEN,Private,PHEV,7
