anyo,mes,marca,cod_prov,provincia,canal,fuel_type,count
2025,05,BMW,00,Desconocida,Private,ICE,1
2025,05,DACIA,00,Desconocida,Private,ICE,1
2025,05,FIAT,00,Desconocida,Private,ICE,2
2025,05,FORD,00,Desconocida,Private,ICE,1
2025,05,PORSCHE,00,Desconocida,Corporate,ICE,1
2025,05,PORSCHE,00,Desconocida,Private,ICE,1
2025,05,VOLVO,00,Desconocida,Private,ICE,1
2025,05,ALFA ROMEO,01,Álava,Corporate,ICE,1
2025,05,AUDI,01,Álava,Corporate,ICE,3
2025,05,AUDI,01,Álava,Private,ICE,10
2025,05,AUDI,01,Álava,Private,PHEV,1
2025,05,BENIMAR,01,Álava,RAC,ICE,1
2025,05,BMW,01,Álava,Corporate,BEV,1
2025,05,BMW,01,Álava,Corporate,ICE,2
2025,05,BMW,01,Álava,Private,BEV,2
2025,05,BMW,01,Álava,Private,ICE,5
2025,05,BMW,01,Álava,Private,PHEV,1
2025,05,BYD,01,Álava,Private,BEV,8
2025,05,BYD,01,Álava,Private,PHEV,5
2025,05,"CARROCERIAS SANCA, S.A.",01,Álava,Corporate,ICE,1
2025,05,CITROEN,01,Álava,Corporate,BEV,3
2025,05,CITROEN,01,Álava,Corporate,ICE,21
2025,05,CITROEN,01,Álava,Corporate,PHEV,2
2025,05,CITROEN,01,Álava,Private,BEV,1
2025,05,CITROEN,01,Álava,Private,ICE,8
2025,05,COLD CAR,01,Álava,Corporate,ICE,2
2025,05,CUPRA,01,Álava,Corporate,ICE,2
2025,05,CUPRA,01,Álava,Private,ICE,4
2025,05,DACIA,01,Álava,Private,BEV,1
2025,05,DACIA,01,Álava,Private,ICE,29
2025,05,DIVISEGUR CATALUNYA,01,Álava,Corporate,ICE,1
2025,05,ELNAGH,01,Álava,Private,ICE,1
2025,05,FIAT,01,Álava,Corporate,ICE,4
2025,05,FIAT,01,Álava,Private,ICE,2
2025,05,FORD,01,Álava,Corporate,BEV,1
2025,05,FORD,01,Álava,Corporate,ICE,17
2025,05,FORD,01,Álava,Corporate,PHEV,1
2025,05,FORD,01,Álava,Private,BEV,1
2025,05,FORD,01,Álava,Private,ICE,5
2025,05,FORD,01,Álava,Private,PHEV,3
2025,05,FURGOKARAVANING,01,Álava,Private,ICE,1
2025,05,GIOTTILINE,01,Álava,Private,ICE,1
2025,05,GORBEA,01,Álava,Corporate,ICE,1
2025,05,GRAU,01,Álava,Corporate,BEV,1
2025,05,HONDA,01,Álava,Corporate,ICE,2
2025,05,HONDA,01,Álava,Private,ICE,4
2025,05,HYUNDAI,01,Álava,Private,BEV,4
2025,05,HYUNDAI,01,Álava,Private,ICE,38
2025,05,HYUNDAI,01,Álava,Private,PHEV,9
2025,05,IGLUVAN,01,Álava,Corporate,ICE,1
2025,05,ILUSION,01,Álava,Private,ICE,1
2025,05,IVECO,01,Álava,Private,ICE,1
2025,05,JAECOO,01,Álava,Private,ICE,2
2025,05,JAECOO,01,Álava,Private,PHEV,10
2025,05,JEEP,01,Álava,Corporate,ICE,3
2025,05,JEEP,01,Álava,Corporate,PHEV,1
2025,05,KIA,01,Álava,Corporate,BEV,1
2025,05,KIA,01,Álava,Corporate,ICE,1
2025,05,KIA,01,Álava,Private,BEV,1
2025,05,KIA,01,Álava,Private,ICE,13
2025,05,KIA,01,Álava,Private,PHEV,1
2025,05,LEAPMOTOR,01,Álava,Corporate,PHEV,1
2025,05,LEXUS,01,Álava,Private,ICE,1
2025,05,MAZDA,01,Álava,Corporate,PHEV,2
2025,05,MAZDA,01,Álava,Private,ICE,9
2025,05,MC LOUIS,01,Álava,Private,ICE,1
2025,05,MCLOUIS,01,Álava,RAC,ICE,1
2025,05,MERCEDES,01,Álava,Corporate,BEV,2
2025,05,MERCEDES,01,Álava,Corporate,ICE,7
2025,05,MERCEDES,01,Álava,Corporate,PHEV,3
2025,05,MERCEDES,01,Álava,Private,ICE,10
2025,05,MERCEDES,01,Álava,Private,PHEV,7
2025,05,MERCEDES-V,01,Álava,Private,ICE,2
2025,05,MG,01,Álava,Private,ICE,17
2025,05,MG,01,Álava,Private,PHEV,5
2025,05,MITSUBISHI,01,Álava,Corporate,ICE,1
2025,05,MITSUBISHI,01,Álava,Corporate,PHEV,1
2025,05,MITSUBISHI,01,Álava,Private,ICE,2
2025,05,MITSUBISHI,01,Álava,Private,PHEV,3
2025,05,NISSAN,01,Álava,Private,ICE,6
2025,05,OMARS,01,Álava,Corporate,ICE,1
2025,05,OMODA,01,Álava,Corporate,PHEV,1
2025,05,OMODA,01,Álava,Private,BEV,1
2025,05,OMODA,01,Álava,Private,ICE,11
2025,05,OPEL,01,Álava,Corporate,ICE,10
2025,05,OPEL,01,Álava,Private,BEV,1
2025,05,OPEL,01,Álava,Private,ICE,4
2025,05,PEUGEOT,01,Álava,Corporate,BEV,1
2025,05,PEUGEOT,01,Álava,Corporate,ICE,28
2025,05,PEUGEOT,01,Álava,Private,ICE,12
2025,05,PIAGGIO,01,Álava,Corporate,ICE,1
2025,05,POLARIS,01,Álava,Private,ICE,1
2025,05,RENAULT,01,Álava,Corporate,ICE,7
2025,05,RENAULT,01,Álava,Corporate,PHEV,2
2025,05,RENAULT,01,Álava,Private,BEV,4
2025,05,RENAULT,01,Álava,Private,ICE,17
2025,05,RENAULT,01,Álava,Private,PHEV,5
2025,05,ROLLER TEAM,01,Álava,Private,ICE,1
2025,05,SEAT,01,Álava,Corporate,PHEV,1
2025,05,SEAT,01,Álava,Private,ICE,18
2025,05,SHINERAY,01,Álava,Private,ICE,3
2025,05,SKODA,01,Álava,Corporate,ICE,4
2025,05,SKODA,01,Álava,Corporate,PHEV,1
2025,05,SKODA,01,Álava,Private,BEV,1
2025,05,SKODA,01,Álava,Private,ICE,2
2025,05,SKODA,01,Álava,Private,PHEV,1
2025,05,SSANGYONG,01,Álava,Corporate,ICE,1
2025,05,SUZUKI,01,Álava,Private,ICE,2
2025,05,TESLA,01,Álava,Private,BEV,2
2025,05,TOYOTA,01,Álava,Corporate,BEV,1
2025,05,TOYOTA,01,Álava,Corporate,ICE,9
2025,05,TOYOTA,01,Álava,Corporate,PHEV,4
2025,05,TOYOTA,01,Álava,Private,BEV,3
2025,05,TOYOTA,01,Álava,Private,ICE,25
2025,05,TOYOTA,01,Álava,Private,PHEV,9
2025,05,VOLKSWAGEN,01,Álava,Corporate,ICE,7
2025,05,VOLKSWAGEN,01,Álava,Corporate,PHEV,2
2025,05,VOLKSWAGEN,01,Álava,Private,BEV,1
2025,05,VOLKSWAGEN,01,Álava,Private,ICE,10
2025,05,VOLKSWAGEN,01,Álava,Private,PHEV,2
2025,05,VOLVO,01,Álava,Corporate,ICE,2
2025,05,VOLVO,01,Álava,Private,ICE,2
2025,05,VPS,01,Álava,Corporate,ICE,1
2025,05,XPENG,01,Álava,Private,BEV,1
2025,05,YAGUE,01,Álava,Corporate,ICE,2
2025,05,ALFA ROMEO,02,Albacete,Private,ICE,1
2025,05,AUDI,02,Albacete,Corporate,ICE,4
2025,05,AUDI,02,Albacete,Private,ICE,7
2025,05,BMW,02,Albacete,Corporate,BEV,1
2025,05,BMW,02,Albacete,Corporate,ICE,5
2025,05,BMW,02,Albacete,Corporate,PHEV,1
2025,05,BMW,02,Albacete,Private,ICE,5
2025,05,BRP,02,Albacete,Corporate,ICE,1
2025,05,BYD,02,Albacete,Private,BEV,2
2025,05,BYD,02,Albacete,Private,PHEV,9
2025,05,CHALLENGER,02,Albacete,Private,ICE,1
2025,05,CITROEN,02,Albacete,Corporate,ICE,4
2025,05,CITROEN,02,Albacete,Private,ICE,7
2025,05,CUPRA,02,Albacete,Corporate,PHEV,1
2025,05,CUPRA,02,Albacete,Private,BEV,3
2025,05,CUPRA,02,Albacete,Private,ICE,3
2025,05,DACIA,02,Albacete,Corporate,ICE,3
2025,05,DACIA,02,Albacete,Private,BEV,1
2025,05,DACIA,02,Albacete,Private,ICE,24
2025,05,DIVISEGUR CATALUNYA,02,Albacete,Corporate,ICE,1
2025,05,DR,02,Albacete,Corporate,ICE,1
2025,05,EVO,02,Albacete,Corporate,ICE,1
2025,05,FIAT,02,Albacete,Corporate,ICE,8
2025,05,FIAT,02,Albacete,Private,ICE,1
2025,05,FIAT,02,Albacete,RAC,ICE,4
2025,05,FORD,02,Albacete,Corporate,ICE,13
2025,05,FORD,02,Albacete,Corporate,PHEV,1
2025,05,FORD,02,Albacete,Private,ICE,1
2025,05,HENALES ALVAREZ,02,Albacete,Corporate,ICE,1
2025,05,HONDA,02,Albacete,Private,ICE,1
2025,05,HONDA,02,Albacete,Private,PHEV,1
2025,05,HYUNDAI,02,Albacete,Corporate,ICE,5
2025,05,HYUNDAI,02,Albacete,Private,BEV,2
2025,05,HYUNDAI,02,Albacete,Private,ICE,25
2025,05,HYUNDAI,02,Albacete,Private,PHEV,1
2025,05,IVECO,02,Albacete,Corporate,ICE,5
2025,05,IVECO,02,Albacete,Private,ICE,1
2025,05,JAECOO,02,Albacete,Private,PHEV,2
2025,05,JEEP,02,Albacete,Private,ICE,2
2025,05,KG MOBILITY,02,Albacete,Private,ICE,3
2025,05,KIA,02,Albacete,Corporate,ICE,4
2025,05,KIA,02,Albacete,Corporate,PHEV,2
2025,05,KIA,02,Albacete,Private,ICE,18
2025,05,LEAPMOTOR,02,Albacete,Corporate,PHEV,1
2025,05,LEAPMOTOR,02,Albacete,Private,BEV,2
2025,05,LEXUS,02,Albacete,Private,ICE,2
2025,05,LEXUS,02,Albacete,Private,PHEV,1
2025,05,MAXUS,02,Albacete,Corporate,ICE,1
2025,05,MAZDA,02,Albacete,Corporate,PHEV,1
2025,05,MAZDA,02,Albacete,Private,ICE,9
2025,05,MERCEDES,02,Albacete,Corporate,ICE,3
2025,05,MERCEDES,02,Albacete,Corporate,PHEV,14
2025,05,MERCEDES,02,Albacete,Private,ICE,8
2025,05,MERCEDES,02,Albacete,Private,PHEV,1
2025,05,MERCEDES-V,02,Albacete,Corporate,ICE,5
2025,05,MG,02,Albacete,Private,ICE,6
2025,05,MG,02,Albacete,Private,PHEV,6
2025,05,MINI,02,Albacete,Private,ICE,1
2025,05,MITSUBISHI,02,Albacete,Private,ICE,2
2025,05,MITSUBISHI,02,Albacete,Private,PHEV,1
2025,05,NISSAN,02,Albacete,Private,ICE,12
2025,05,OMODA,02,Albacete,Corporate,BEV,1
2025,05,OMODA,02,Albacete,Corporate,PHEV,2
2025,05,OMODA,02,Albacete,Private,ICE,9
2025,05,OPEL,02,Albacete,Corporate,BEV,1
2025,05,OPEL,02,Albacete,Corporate,ICE,5
2025,05,OPEL,02,Albacete,Private,PHEV,1
2025,05,PEUGEOT,02,Albacete,Corporate,BEV,2
2025,05,PEUGEOT,02,Albacete,Corporate,ICE,8
2025,05,PEUGEOT,02,Albacete,Private,ICE,9
2025,05,PEUGEOT,02,Albacete,RAC,ICE,1
2025,05,RENAULT,02,Albacete,Corporate,BEV,1
2025,05,RENAULT,02,Albacete,Corporate,ICE,7
2025,05,RENAULT,02,Albacete,Private,BEV,3
2025,05,RENAULT,02,Albacete,Private,ICE,15
2025,05,RENAULT,02,Albacete,Private,PHEV,2
2025,05,RENAULT,02,Albacete,RAC,ICE,2
2025,05,SCANIA,02,Albacete,Corporate,ICE,1
2025,05,SEAT,02,Albacete,Corporate,ICE,5
2025,05,SEAT,02,Albacete,Private,ICE,17
2025,05,SEAT,02,Albacete,Private,PHEV,1
2025,05,SHINERAY,02,Albacete,Private,ICE,2
2025,05,SKODA,02,Albacete,Corporate,ICE,7
2025,05,SKODA,02,Albacete,Private,BEV,1
2025,05,SKODA,02,Albacete,Private,ICE,7
2025,05,SKODA,02,Albacete,Private,PHEV,1
2025,05,SSANGYONG,02,Albacete,Corporate,ICE,3
2025,05,SUZUKI,02,Albacete,Private,ICE,4
2025,05,TECNOCARROCERA,02,Albacete,Corporate,ICE,1
2025,05,TESLA,02,Albacete,Private,BEV,1
2025,05,TOYOTA,02,Albacete,Corporate,BEV,2
2025,05,TOYOTA,02,Albacete,Corporate,ICE,6
2025,05,TOYOTA,02,Albacete,Corporate,PHEV,1
2025,05,TOYOTA,02,Albacete,Private,BEV,3
2025,05,TOYOTA,02,Albacete,Private,ICE,8
