anyo,mes,marca,canal,dgt,simmix,delta,delta_pct
2024,10,Dacia,Corporate,663,710,-47,-6.62
2024,10,Dacia,Private,4065,4060,5,0.12
2024,10,Dacia,RAC,54,54,0,0.0
2024,11,Dacia,Corporate,749,791,-42,-5.31
2024,11,Dacia,Private,3977,3974,3,0.08
2024,11,Dacia,RAC,298,298,0,0.0
2024,12,Dacia,Corporate,799,838,-39,-4.65
2024,12,Dacia,Private,4614,4607,7,0.15
2024,12,Dacia,RAC,172,170,2,1.18
2025,01,Dacia,Corporate,751,823,-72,-8.75
2025,01,Dacia,Private,3905,3847,58,1.51
2025,01,Dacia,RAC,27,26,1,3.85
2025,02,Dacia,Corporate,621,655,-34,-5.19
2025,02,Dacia,Private,3152,3135,17,0.54
2025,02,Dacia,RAC,758,756,2,0.26
2025,03,Dacia,Corporate,663,703,-40,-5.69
2025,03,Dacia,Private,4106,4092,14,0.34
2025,03,Dacia,RAC,1120,1121,-1,-0.09
2025,04,Dacia,Corporate,761,817,-56,-6.85
2025,04,Dacia,Private,3504,3481,23,0.66
2025,04,Dacia,RAC,791,785,6,0.76
2025,05,Dacia,Corporate,826,905,-79,-8.73
2025,05,Dacia,Private,5063,5018,45,0.9
2025,05,Dacia,RAC,1039,1038,1,0.1
2025,06,Dacia,Corporate,1004,1044,-40,-3.83
2025,06,Dacia,Private,5444,5422,22,0.41
2025,06,Dacia,RAC,801,797,4,0.5
2025,07,Dacia,Corporate,765,812,-47,-5.79
2025,07,Dacia,Private,4228,4215,13,0.31
2025,07,Dacia,RAC,261,261,0,0.0
2025,08,Dacia,Corporate,653,667,-14,-2.1
2025,08,Dacia,Private,3059,3052,7,0.23
2025,08,Dacia,RAC,39,38,1,2.63
2025,09,Dacia,Corporate,711,769,-58,-7.54
2025,09,Dacia,Private,4598,4575,23,0.5
2025,09,Dacia,RAC,83,82,1,1.22
2025,10,Dacia,Corporate,988,1041,-53,-5.09
2025,10,Dacia,Private,5320,5306,14,0.26
2025,10,Dacia,RAC,26,26,0,0.0
2025,11,Dacia,Corporate,852,1019,-167,-16.39
2025,11,Dacia,Private,4786,4762,24,0.5
2025,11,Dacia,RAC,18,13,5,38.46
2025,12,Dacia,Corporate,763,828,-65,-7.85
2025,12,Dacia,Private,4055,4041,14,0.35
2025,12,Dacia,RAC,230,230,0,0.0
2025,08,Denza,Corporate,0,1,-1,-100.0
2025,08,Denza,Private,0,0,0,
2025,08,Denza,RAC,0,0,0,
2025,09,Denza,Corporate,0,2,-2,-100.0
2025,09,Denza,Private,0,0,0,
2025,09,Denza,RAC,0,0,0,
2025,11,Denza,Corporate,0,1,-1,-100.0
2025,11,Denza,Private,0,0,0,
2025,11,Denza,RAC,0,0,0,
2024,11,Dongfeng,Corporate,0,14,-14,-100.0
2024,11,Dongfeng,Private,0,3,-3,-100.0
2024,11,Dongfeng,RAC,0,0,0,
2024,12,Dongfeng,Corporate,0,29,-29,-100.0
2024,12,Dongfeng,Private,0,3,-3,-100.0
2024,12,Dongfeng,RAC,0,0,0,
2025,01,Dongfeng,Corporate,0,3,-3,-100.0
2025,01,Dongfeng,Private,0,4,-4,-100.0
2025,01,Dongfeng,RAC,0,0,0,
2025,02,Dongfeng,Corporate,0,12,-12,-100.0
2025,02,Dongfeng,Private,0,7,-7,-100.0
2025,02,Dongfeng,RAC,0,0,0,
2025,03,Dongfeng,Corporate,0,3,-3,-100.0
2025,03,Dongfeng,Private,0,15,-15,-100.0
2025,03,Dongfeng,RAC,0,0,0,
2025,04,Dongfeng,Corporate,0,5,-5,-100.0
2025,04,Dongfeng,Private,0,14,-14,-100.0
2025,04,Dongfeng,RAC,0,0,0,
2025,05,Dongfeng,Corporate,0,8,-8,-100.0
2025,05,Dongfeng,Private,0,6,-6,-100.0
2025,05,Dongfeng,RAC,0,0,0,
2025,06,Dongfeng,Corporate,0,2,-2,-100.0
2025,06,Dongfeng,Private,0,25,-25,-100.0
2025,06,Dongfeng,RAC,0,0,0,
2025,07,Dongfeng,Corporate,0,7,-7,-100.0
2025,07,Dongfeng,Private,0,16,-16,-100.0
2025,07,Dongfeng,RAC,0,0,0,
2025,08,Dongfeng,Corporate,0,0,0,
2025,08,Dongfeng,Private,0,22,-22,-100.0
2025,08,Dongfeng,RAC,0,0,0,
2025,09,Dongfeng,Corporate,0,13,-13,-100.0
2025,09,Dongfeng,Private,0,16,-16,-100.0
2025,09,Dongfeng,RAC,0,0,0,
2025,10,Dongfeng,Corporate,0,2,-2,-100.0
2025,10,Dongfeng,Private,0,16,-16,-100.0
2025,10,Dongfeng,RAC,0,0,0,
2025,11,Dongfeng,Corporate,0,2,-2,-100.0
2025,11,Dongfeng,Private,0,11,-11,-100.0
2025,11,Dongfeng,RAC,0,0,0,
2025,12,Dongfeng,Corporate,0,2,-2,-100.0
2025,12,Dongfeng,Private,0,7,-7,-100.0
2025,12,Dongfeng,RAC,0,0,0,
2023,02,EVO,Corporate,0,1,-1,-100.0
2023,02,EVO,Private,0,0,0,
2023,02,EVO,RAC,0,0,0,
2023,03,EVO,Corporate,0,0,0,
2023,03,EVO,Private,0,3,-3,-100.0
2023,03,EVO,RAC,0,0,0,
2023,04,EVO,Corporate,0,0,0,
2023,04,EVO,Private,0,1,-1,-100.0
2023,04,EVO,RAC,0,0,0,
2023,05,EVO,Corporate,0,2,-2,-100.0
2023,05,EVO,Private,0,1,-1,-100.0
2023,05,EVO,RAC,0,0,0,
2023,06,EVO,Corporate,0,2,-2,-100.0
2023,06,EVO,Private,0,9,-9,-100.0
2023,06,EVO,RAC,0,0,0,
2023,07,EVO,Corporate,0,3,-3,-100.0
2023,07,EVO,Private,0,7,-7,-100.0
2023,07,EVO,RAC,0,0,0,
2023,08,EVO,Corporate,0,3,-3,-100.0
2023,08,EVO,Private,0,9,-9,-100.0
2023,08,EVO,RAC,0,0,0,
2023,09,EVO,Corporate,0,2,-2,-100.0
2023,09,EVO,Private,0,17,-17,-100.0
2023,09,EVO,RAC,0,0,0,
2023,10,EVO,Corporate,0,9,-9,-100.0
2023,10,EVO,Private,0,20,-20,-100.0
2023,10,EVO,RAC,0,0,0,
2023,11,EVO,Corporate,0,15,-15,-100.0
2023,11,EVO,Private,0,23,-23,-100.0
2023,11,EVO,RAC,0,13,-13,-100.0
2023,12,EVO,Corporate,0,2,-2,-100.0
2023,12,EVO,Private,0,10,-10,-100.0
2023,12,EVO,RAC,0,7,-7,-100.0
2024,01,EVO,Corporate,0,6,-6,-100.0
2024,01,EVO,Private,0,22,-22,-100.0
2024,01,EVO,RAC,0,10,-10,-100.0
2024,02,EVO,Corporate,0,9,-9,-100.0
2024,02,EVO,Private,0,14,-14,-100.0
2024,02,EVO,RAC,0,0,0,
2024,03,EVO,Corporate,0,9,-9,-100.0
2024,03,EVO,Private,0,23,-23,-100.0
2024,03,EVO,RAC,0,3,-3,-100.0
2024,04,EVO,Corporate,0,6,-6,-100.0
2024,04,EVO,Private,0,16,-16,-100.0
2024,04,EVO,RAC,0,0,0,
2024,05,EVO,Corporate,0,11,-11,-100.0
2024,05,EVO,Private,0,25,-25,-100.0
2024,05,EVO,RAC,0,0,0,
2024,06,EVO,Corporate,0,9,-9,-100.0
2024,06,EVO,Private,0,27,-27,-100.0
2024,06,EVO,RAC,0,4,-4,-100.0
2024,07,EVO,Corporate,0,19,-19,-100.0
2024,07,EVO,Private,0,57,-57,-100.0
2024,07,EVO,RAC,0,11,-11,-100.0
2024,08,EVO,Corporate,0,10,-10,-100.0
2024,08,EVO,Private,0,46,-46,-100.0
2024,08,EVO,RAC,0,0,0,
2024,09,EVO,Corporate,0,16,-16,-100.0
2024,09,EVO,Private,0,47,-47,-100.0
2024,09,EVO,RAC,0,8,-8,-100.0
2024,10,EVO,Corporate,0,11,-11,-100.0
2024,10,EVO,Private,0,55,-55,-100.0
2024,10,EVO,RAC,0,38,-38,-100.0
2024,11,EVO,Corporate,0,30,-30,-100.0
2024,11,EVO,Private,0,76,-76,-100.0
2024,11,EVO,RAC,0,2,-2,-100.0
2024,12,EVO,Corporate,0,15,-15,-100.0
2024,12,EVO,Private,0,80,-80,-100.0
2024,12,EVO,RAC,0,2,-2,-100.0
2025,01,EVO,Corporate,0,9,-9,-100.0
2025,01,EVO,Private,0,76,-76,-100.0
2025,01,EVO,RAC,0,0,0,
2025,02,EVO,Corporate,0,16,-16,-100.0
2025,02,EVO,Private,0,97,-97,-100.0
2025,02,EVO,RAC,0,0,0,
2025,03,EVO,Corporate,0,15,-15,-100.0
2025,03,EVO,Private,0,89,-89,-100.0
2025,03,EVO,RAC,0,7,-7,-100.0
2025,04,EVO,Corporate,0,16,-16,-100.0
2025,04,EVO,Private,0,71,-71,-100.0
2025,04,EVO,RAC,0,9,-9,-100.0
2025,05,EVO,Corporate,0,22,-22,-100.0
2025,05,EVO,Private,0,69,-69,-100.0
2025,05,EVO,RAC,0,2,-2,-100.0
2025,06,EVO,Corporate,0,17,-17,-100.0
2025,06,EVO,Private,0,70,-70,-100.0
2025,06,EVO,RAC,0,4,-4,-100.0
2025,07,EVO,Corporate,0,37,-37,-100.0
2025,07,EVO,Private,0,60,-60,-100.0
2025,07,EVO,RAC,0,11,-11,-100.0
2025,08,EVO,Corporate,0,18,-18,-100.0
2025,08,EVO,Private,0,43,-43,-100.0
2025,08,EVO,RAC,0,4,-4,-100.0
2025,09,EVO,Corporate,0,33,-33,-100.0
2025,09,EVO,Private,0,54,-54,-100.0
2025,09,EVO,RAC,0,0,0,
2025,10,EVO,Corporate,0,40,-40,-100.0
2025,10,EVO,Private,0,55,-55,-100.0
2025,10,EVO,RAC,0,13,-13,-100.0
2025,11,EVO,Corporate,0,32,-32,-100.0
2025,11,EVO,Private,0,49,-49,-100.0
2025,11,EVO,RAC,0,4,-4,-100.0
2025,12,EVO,Corporate,0,28,-28,-100.0
2025,12,EVO,Private,0,57,-57,-100.0
2025,12,EVO,RAC,0,6,-6,-100.0
2024,12,Ebro,Corporate,0,16,-16,-100.0
2024,12,Ebro,Private,0,12,-12,-100.0
2024,12,Ebro,RAC,0,0,0,
2025,01,Ebro,Corporate,0,140,-140,-100.0
2025,01,Ebro,Private,0,116,-116,-100.0
2025,01,Ebro,RAC,0,0,0,
2025,02,Ebro,Corporate,0,98,-98,-100.0
2025,02,Ebro,Private,0,240,-240,-100.0
2025,02,Ebro,RAC,0,3,-3,-100.0
2025,03,Ebro,Corporate,0,118,-118,-100.0
2025,03,Ebro,Private,0,332,-332,-100.0
2025,03,Ebro,RAC,0,107,-107,-100.0
2025,04,Ebro,Corporate,0,185,-185,-100.0
2025,04,Ebro,Private,0,415,-415,-100.0
2025,04,Ebro,RAC,0,279,-279,-100.0
2025,05,Ebro,Corporate,0,110,-110,-100.0
2025,05,Ebro,Private,0,426,-426,-100.0
2025,05,Ebro,RAC,0,252,-252,-100.0
2025,06,Ebro,Corporate,0,130,-130,-100.0
2025,06,Ebro,Private,0,539,-539,-100.0
2025,06,Ebro,RAC,0,208,-208,-100.0
2025,07,Ebro,Corporate,0,350,-350,-100.0
2025,07,Ebro,Private,0,1041,-1041,-100.0
2025,07,Ebro,RAC,0,1,-1,-100.0
2025,08,Ebro,Corporate,0,152,-152,-100.0
2025,08,Ebro,Private,0,595,-595,-100.0
2025,08,Ebro,RAC,0,4,-4,-100.0
2025,09,Ebro,Corporate,0,151,-151,-100.0
2025,09,Ebro,Private,0,1039,-1039,-100.0
2025,09,Ebro,RAC,0,1,-1,-100.0
2025,10,Ebro,Corporate,0,371,-371,-100.0
2025,10,Ebro,Private,0,1248,-1248,-100.0
2025,10,Ebro,RAC,0,32,-32,-100.0
2025,11,Ebro,Corporate,0,332,-332,-100.0
2025,11,Ebro,Private,0,1294,-1294,-100.0
2025,11,Ebro,RAC,0,6,-6,-100.0
2025,12,Ebro,Corporate,0,411,-411,-100.0
2025,12,Ebro,Private,0,1521,-1521,-100.0
2025,12,Ebro,RAC,0,211,-211,-100.0
2023,09,Esagono Energia,Corporate,0,0,0,
2023,09,Esagono Energia,Private,0,1,-1,-100.0
2023,09,Esagono Energia,RAC,0,0,0,
2025,10,Esagono Energia,Corporate,0,2,-2,-100.0
2025,10,Esagono Energia,Private,0,0,0,
2025,10,Esagono Energia,RAC,0,0,0,
2025,12,Esagono Energia,Corporate,0,1,-1,-100.0
2025,12,Esagono Energia,Private,0,0,0,
2025,12,Esagono Energia,RAC,0,0,0,
2023,03,Etesia,Corporate,0,1,-1,-100.0
2023,03,Etesia,Private,0,0,0,
2023,03,Etesia,RAC,0,0,0,
2024,06,Etesia,Corporate,0,1,-1,-100.0
2024,06,Etesia,Private,0,0,0,
2024,06,Etesia,RAC,0,0,0,
2025,01,Etesia,Corporate,0,1,-1,-100.0
2025,01,Etesia,Private,0,0,0,
2025,01,Etesia,RAC,0,0,0,
2025,04,Etesia,Corporate,0,1,-1,-100.0
2025,04,Etesia,Private,0,0,0,
2025,04,Etesia,RAC,0,0,0,
2025,10,Etesia,Corporate,0,1,-1,-100.0
2025,10,Etesia,Private,0,0,0,
2025,10,Etesia,RAC,0,0,0,
2023,02,Evum Motors,Corporate,0,2,-2,-100.0
2023,02,Evum Motors,Private,0,0,0,
2023,02,Evum Motors,RAC,0,0,0,
2023,04,Evum Motors,Corporate,0,1,-1,-100.0
2023,04,Evum Motors,Private,0,0,0,
2023,04,Evum Motors,RAC,0,0,0,
2025,02,Evum Motors,Corporate,0,1,-1,-100.0
2025,02,Evum Motors,Private,0,0,0,
2025,02,Evum Motors,RAC,0,0,0,
2025,05,Evum Motors,Corporate,0,1,-1,-100.0
2025,05,Evum Motors,Private,0,0,0,
2025,05,Evum Motors,RAC,0,0,0,
2025,02,Farizon,Corporate,0,2,-2,-100.0
2025,02,Farizon,Private,0,0,0,
2025,02,Farizon,RAC,0,0,0,
2025,05,Farizon,Corporate,0,1,-1,-100.0
2025,05,Farizon,Private,0,0,0,
2025,05,Farizon,RAC,0,0,0,
2025,06,Farizon,Corporate,0,2,-2,-100.0
2025,06,Farizon,Private,0,0,0,
2025,06,Farizon,RAC,0,0,0,
2025,07,Farizon,Corporate,0,7,-7,-100.0
2025,07,Farizon,Private,0,0,0,
2025,07,Farizon,RAC,0,0,0,
2025,08,Farizon,Corporate,0,2,-2,-100.0
2025,08,Farizon,Private,0,0,0,
2025,08,Farizon,RAC,0,0,0,
2025,09,Farizon,Corporate,0,1,-1,-100.0
2025,09,Farizon,Private,0,2,-2,-100.0
2025,09,Farizon,RAC,0,0,0,
2025,10,Farizon,Corporate,0,2,-2,-100.0
2025,10,Farizon,Private,0,0,0,
2025,10,Farizon,RAC,0,0,0,
2025,11,Farizon,Corporate,0,2,-2,-100.0
2025,11,Farizon,Private,0,2,-2,-100.0
2025,11,Farizon,RAC,0,0,0,
2025,12,Farizon,Corporate,0,3,-3,-100.0
2025,12,Farizon,Private,0,0,0,
2025,12,Farizon,RAC,0,0,0,
2025,03,Faw,Corporate,0,1,-1,-100.0
2025,03,Faw,Private,0,0,0,
2025,03,Faw,RAC,0,0,0,
2025,04,Faw,Corporate,0,2,-2,-100.0
2025,04,Faw,Private,0,9,-9,-100.0
2025,04,Faw,RAC,0,0,0,
2025,05,Faw,Corporate,0,9,-9,-100.0
2025,05,Faw,Private,0,21,-21,-100.0
2025,05,Faw,RAC,0,1,-1,-100.0
2025,06,Faw,Corporate,0,6,-6,-100.0
2025,06,Faw,Private,0,13,-13,-100.0
2025,06,Faw,RAC,0,3,-3,-100.0
2025,07,Faw,Corporate,0,11,-11,-100.0
2025,07,Faw,Private,0,32,-32,-100.0
2025,07,Faw,RAC,0,0,0,
2025,08,Faw,Corporate,0,2,-2,-100.0
2025,08,Faw,Private,0,11,-11,-100.0
2025,08,Faw,RAC,0,0,0,
2025,09,Faw,Corporate,0,4,-4,-100.0
2025,09,Faw,Private,0,19,-19,-100.0
2025,09,Faw,RAC,0,15,-15,-100.0
2025,10,Faw,Corporate,0,4,-4,-100.0
2025,10,Faw,Private,0,14,-14,-100.0
2025,10,Faw,RAC,0,1,-1,-100.0
2025,11,Faw,Corporate,0,3,-3,-100.0
2025,11,Faw,Private,0,25,-25,-100.0
2025,11,Faw,RAC,0,5,-5,-100.0
2025,12,Faw,Corporate,0,2,-2,-100.0
2025,12,Faw,Private,0,19,-19,-100.0
2025,12,Faw,RAC,0,10,-10,-100.0
2023,01,Ferrari,Corporate,0,4,-4,-100.0
2023,01,Ferrari,Private,0,4,-4,-100.0
2023,01,Ferrari,RAC,0,0,0,
2023,02,Ferrari,Corporate,0,3,-3,-100.0
2023,02,Ferrari,Private,0,5,-5,-100.0
2023,02,Ferrari,RAC,0,3,-3,-100.0
2023,03,Ferrari,Corporate,0,3,-3,-100.0
2023,03,Ferrari,Private,0,4,-4,-100.0
2023,03,Ferrari,RAC,0,3,-3,-100.0
2023,04,Ferrari,Corporate,0,1,-1,-100.0
2023,04,Ferrari,Private,0,0,0,
2023,04,Ferrari,RAC,0,0,0,
2023,05,Ferrari,Corporate,0,3,-3,-100.0
2023,05,Ferrari,Private,0,3,-3,-100.0
2023,05,Ferrari,RAC,0,1,-1,-100.0
2023,06,Ferrari,Corporate,0,2,-2,-100.0
2023,06,Ferrari,Private,0,0,0,
2023,06,Ferrari,RAC,0,1,-1,-100.0
2023,07,Ferrari,Corporate,0,5,-5,-100.0
2023,07,Ferrari,Private,0,7,-7,-100.0
2023,07,Ferrari,RAC,0,2,-2,-100.0
2023,08,Ferrari,Corporate,0,3,-3,-100.0
2023,08,Ferrari,Private,0,2,-2,-100.0
2023,08,Ferrari,RAC,0,0,0,
2023,09,Ferrari,Corporate,0,2,-2,-100.0
2023,09,Ferrari,Private,0,4,-4,-100.0
2023,09,Ferrari,RAC,0,0,0,
2023,10,Ferrari,Corporate,0,2,-2,-100.0
2023,10,Ferrari,Private,0,2,-2,-100.0
2023,10,Ferrari,RAC,0,0,0,
2023,11,Ferrari,Corporate,0,2,-2,-100.0
2023,11,Ferrari,Private,0,1,-1,-100.0
2023,11,Ferrari,RAC,0,0,0,
2023,12,Ferrari,Corporate,0,0,0,
2023,12,Ferrari,Private,0,1,-1,-100.0
2023,12,Ferrari,RAC,0,0,0,
2024,01,Ferrari,Corporate,0,5,-5,-100.0
2024,01,Ferrari,Private,0,7,-7,-100.0
2024,01,Ferrari,RAC,0,0,0,
2024,02,Ferrari,Corporate,0,2,-2,-100.0
2024,02,Ferrari,Private,0,3,-3,-100.0
2024,02,Ferrari,RAC,0,0,0,
2024,03,Ferrari,Corporate,0,6,-6,-100.0
2024,03,Ferrari,Private,0,1,-1,-100.0
2024,03,Ferrari,RAC,0,0,0,
2024,04,Ferrari,Corporate,0,2,-2,-100.0
2024,04,Ferrari,Private,0,5,-5,-100.0
2024,04,Ferrari,RAC,0,0,0,
2024,05,Ferrari,Corporate,0,4,-4,-100.0
2024,05,Ferrari,Private,0,2,-2,-100.0
2024,05,Ferrari,RAC,0,0,0,
2024,06,Ferrari,Corporate,0,3,-3,-100.0
2024,06,Ferrari,Private,0,3,-3,-100.0
2024,06,Ferrari,RAC,0,1,-1,-100.0
2024,07,Ferrari,Corporate,0,6,-6,-100.0
2024,07,Ferrari,Private,0,4,-4,-100.0
2024,07,Ferrari,RAC,0,1,-1,-100.0
2024,08,Ferrari,Corporate,0,2,-2,-100.0
2024,08,Ferrari,Private,0,2,-2,-100.0
2024,08,Ferrari,RAC,0,0,0,
2024,09,Ferrari,Corporate,0,1,-1,-100.0
2024,09,Ferrari,Private,0,0,0,
2024,09,Ferrari,RAC,0,0,0,
2024,10,Ferrari,Corporate,0,2,-2,-100.0
2024,10,Ferrari,Private,0,4,-4,-100.0
2024,10,Ferrari,RAC,0,1,-1,-100.0
2024,11,Ferrari,Corporate,0,1,-1,-100.0
2024,11,Ferrari,Private,0,6,-6,-100.0
2024,11,Ferrari,RAC,0,1,-1,-100.0
2024,12,Ferrari,Corporate,0,4,-4,-100.0
2024,12,Ferrari,Private,0,1,-1,-100.0
2024,12,Ferrari,RAC,0,0,0,
2025,01,Ferrari,Corporate,0,4,-4,-100.0
2025,01,Ferrari,Private,0,3,-3,-100.0
2025,01,Ferrari,RAC,0,1,-1,-100.0
2025,02,Ferrari,Corporate,0,2,-2,-100.0
2025,02,Ferrari,Private,0,0,0,
2025,02,Ferrari,RAC,0,2,-2,-100.0
2025,03,Ferrari,Corporate,0,2,-2,-100.0
2025,03,Ferrari,Private,0,5,-5,-100.0
2025,03,Ferrari,RAC,0,1,-1,-100.0
2025,04,Ferrari,Corporate,0,3,-3,-100.0
2025,04,Ferrari,Private,0,5,-5,-100.0
2025,04,Ferrari,RAC,0,0,0,
2025,05,Ferrari,Corporate,0,4,-4,-100.0
2025,05,Ferrari,Private,0,8,-8,-100.0
2025,05,Ferrari,RAC,0,0,0,
2025,06,Ferrari,Corporate,0,13,-13,-100.0
2025,06,Ferrari,Private,0,5,-5,-100.0
2025,06,Ferrari,RAC,0,0,0,
2025,07,Ferrari,Corporate,0,7,-7,-100.0
2025,07,Ferrari,Private,0,4,-4,-100.0
2025,07,Ferrari,RAC,0,1,-1,-100.0
2025,08,Ferrari,Corporate,0,2,-2,-100.0
2025,08,Ferrari,Private,0,2,-2,-100.0
2025,08,Ferrari,RAC,0,1,-1,-100.0
2025,09,Ferrari,Corporate,0,3,-3,-100.0
2025,09,Ferrari,Private,0,1,-1,-100.0
2025,09,Ferrari,RAC,0,0,0,
2025,10,Ferrari,Corporate,0,4,-4,-100.0
2025,10,Ferrari,Private,0,5,-5,-100.0
2025,10,Ferrari,RAC,0,0,0,
2025,11,Ferrari,Corporate,0,4,-4,-100.0
2025,11,Ferrari,Private,0,5,-5,-100.0
2025,11,Ferrari,RAC,0,1,-1,-100.0
2025,12,Ferrari,Corporate,0,8,-8,-100.0
2025,12,Ferrari,Private,0,2,-2,-100.0
2025,12,Ferrari,RAC,0,0,0,
2023,01,Fiat,Corporate,1888,2054,-166,-8.08
2023,01,Fiat,Private,228,282,-54,-19.15
2023,01,Fiat,RAC,438,327,111,33.94
2023,02,Fiat,Corporate,2027,2194,-167,-7.61
2023,02,Fiat,Private,306,386,-80,-20.73
2023,02,Fiat,RAC,433,346,87,25.14
2023,03,Fiat,Corporate,1877,1971,-94,-4.77
2023,03,Fiat,Private,302,397,-95,-23.93
2023,03,Fiat,RAC,934,954,-20,-2.1
2023,04,Fiat,Corporate,1283,1301,-18,-1.38
2023,04,Fiat,Private,179,272,-93,-34.19
2023,04,Fiat,RAC,945,933,12,1.29
2023,05,Fiat,Corporate,1331,1529,-198,-12.95
2023,05,Fiat,Private,256,362,-106,-29.28
2023,05,Fiat,RAC,1122,949,173,18.23
2023,06,Fiat,Corporate,1875,2367,-492,-20.79
2023,06,Fiat,Private,330,400,-70,-17.5
2023,06,Fiat,RAC,2338,1939,399,20.58
2023,07,Fiat,Corporate,1219,1379,-160,-11.6
2023,07,Fiat,Private,367,480,-113,-23.54
2023,07,Fiat,RAC,315,227,88,38.77
2023,08,Fiat,Corporate,942,1000,-58,-5.8
2023,08,Fiat,Private,299,361,-62,-17.17
2023,08,Fiat,RAC,202,231,-29,-12.55
2023,09,Fiat,Corporate,1246,1652,-406,-24.58
2023,09,Fiat,Private,345,431,-86,-19.95
2023,09,Fiat,RAC,532,539,-7,-1.3
2023,10,Fiat,Corporate,2344,2035,309,15.18
2023,10,Fiat,Private,450,432,18,4.17
2023,10,Fiat,RAC,934,948,-14,-1.48
2023,11,Fiat,Corporate,1227,1305,-78,-5.98
2023,11,Fiat,Private,424,508,-84,-16.54
2023,11,Fiat,RAC,554,537,17,3.17
2023,12,Fiat,Corporate,1005,1039,-34,-3.27
2023,12,Fiat,Private,336,381,-45,-11.81
2023,12,Fiat,RAC,902,919,-17,-1.85
2024,01,Fiat,Corporate,1080,1106,-26,-2.35
2024,01,Fiat,Private,456,527,-71,-13.47
2024,01,Fiat,RAC,946,995,-49,-4.92
2024,02,Fiat,Corporate,1440,1530,-90,-5.88
2024,02,Fiat,Private,456,506,-50,-9.88
2024,02,Fiat,RAC,1112,1147,-35,-3.05
2024,03,Fiat,Corporate,694,769,-75,-9.75
2024,03,Fiat,Private,379,458,-79,-17.25
2024,03,Fiat,RAC,885,934,-49,-5.25
2024,04,Fiat,Corporate,812,863,-51,-5.91
2024,04,Fiat,Private,333,424,-91,-21.46
2024,04,Fiat,RAC,836,899,-63,-7.01
2024,05,Fiat,Corporate,950,972,-22,-2.26
2024,05,Fiat,Private,341,456,-115,-25.22
2024,05,Fiat,RAC,1041,1119,-78,-6.97
2024,06,Fiat,Corporate,820,880,-60,-6.82
2024,06,Fiat,Private,415,543,-128,-23.57
2024,06,Fiat,RAC,1461,1490,-29,-1.95
2024,07,Fiat,Corporate,588,625,-37,-5.92
2024,07,Fiat,Private,281,458,-177,-38.65
2024,07,Fiat,RAC,413,496,-83,-16.73
2024,08,Fiat,Corporate,482,502,-20,-3.98
2024,08,Fiat,Private,222,291,-69,-23.71
2024,08,Fiat,RAC,171,203,-32,-15.76
2024,09,Fiat,Corporate,664,670,-6,-0.9
2024,09,Fiat,Private,283,345,-62,-17.97
2024,09,Fiat,RAC,403,424,-21,-4.95
2024,10,Fiat,Corporate,859,903,-44,-4.87
2024,10,Fiat,Private,383,513,-130,-25.34
2024,10,Fiat,RAC,170,208,-38,-18.27
2024,11,Fiat,Corporate,758,790,-32,-4.05
2024,11,Fiat,Private,242,327,-85,-25.99
2024,11,Fiat,RAC,689,716,-27,-3.77
2024,12,Fiat,Corporate,471,520,-49,-9.42
2024,12,Fiat,Private,229,302,-73,-24.17
2024,12,Fiat,RAC,831,841,-10,-1.19
2025,01,Fiat,Corporate,518,538,-20,-3.72
2025,01,Fiat,Private,237,326,-89,-27.3
2025,01,Fiat,RAC,65,103,-38,-36.89
2025,02,Fiat,Corporate,448,468,-20,-4.27
2025,02,Fiat,Private,222,342,-120,-35.09
2025,02,Fiat,RAC,798,867,-69,-7.96
2025,03,Fiat,Corporate,478,511,-33,-6.46
2025,03,Fiat,Private,244,378,-134,-35.45
2025,03,Fiat,RAC,1842,1918,-76,-3.96
2025,04,Fiat,Corporate,385,528,-143,-27.08
2025,04,Fiat,Private,230,391,-161,-41.18
2025,04,Fiat,RAC,1068,1199,-131,-10.93
2025,05,Fiat,Corporate,500,515,-15,-2.91
2025,05,Fiat,Private,216,392,-176,-44.9
2025,05,Fiat,RAC,1078,1174,-96,-8.18
2025,06,Fiat,Corporate,639,711,-72,-10.13
2025,06,Fiat,Private,187,387,-200,-51.68
2025,06,Fiat,RAC,1285,1382,-97,-7.02
2025,07,Fiat,Corporate,765,809,-44,-5.44
2025,07,Fiat,Private,211,385,-174,-45.19
2025,07,Fiat,RAC,436,529,-93,-17.58
2025,08,Fiat,Corporate,441,457,-16,-3.5
2025,08,Fiat,Private,159,243,-84,-34.57
2025,08,Fiat,RAC,332,342,-10,-2.92
2025,09,Fiat,Corporate,798,851,-53,-6.23
2025,09,Fiat,Private,225,326,-101,-30.98
2025,09,Fiat,RAC,247,257,-10,-3.89
2025,10,Fiat,Corporate,819,876,-57,-6.51
2025,10,Fiat,Private,251,339,-88,-25.96
2025,10,Fiat,RAC,325,391,-66,-16.88
2025,11,Fiat,Corporate,612,652,-40,-6.13
2025,11,Fiat,Private,249,380,-131,-34.47
2025,11,Fiat,RAC,374,422,-48,-11.37
2025,12,Fiat,Corporate,769,801,-32,-4.0
2025,12,Fiat,Private,197,294,-97,-32.99
2025,12,Fiat,RAC,206,287,-81,-28.22
2023,01,Ford,Corporate,1780,2132,-352,-16.51
2023,01,Ford,Private,1270,1363,-93,-6.82
2023,01,Ford,RAC,463,120,343,285.83
2023,02,Ford,Corporate,2267,2668,-401,-15.03
2023,02,Ford,Private,1452,1571,-119,-7.57
