anyo,mes,marca,canal,dgt,simmix,delta,delta_pct
2023,01,Abarth,Corporate,0,13,-13,-100.0
2023,01,Abarth,Private,0,4,-4,-100.0
2023,01,Abarth,RAC,0,10,-10,-100.0
2023,02,Abarth,Corporate,0,1,-1,-100.0
2023,02,Abarth,Private,0,9,-9,-100.0
2023,02,Abarth,RAC,0,0,0,
2023,03,Abarth,Corporate,0,7,-7,-100.0
2023,03,Abarth,Private,0,5,-5,-100.0
2023,03,Abarth,RAC,0,5,-5,-100.0
2023,04,Abarth,Corporate,0,30,-30,-100.0
2023,04,Abarth,Private,0,6,-6,-100.0
2023,04,Abarth,RAC,0,8,-8,-100.0
2023,05,Abarth,Corporate,0,48,-48,-100.0
2023,05,Abarth,Private,0,1,-1,-100.0
2023,05,Abarth,RAC,0,2,-2,-100.0
2023,06,Abarth,Corporate,0,22,-22,-100.0
2023,06,Abarth,Private,0,6,-6,-100.0
2023,06,Abarth,RAC,0,0,0,
2023,07,Abarth,Corporate,0,7,-7,-100.0
2023,07,Abarth,Private,0,7,-7,-100.0
2023,07,Abarth,RAC,0,47,-47,-100.0
2023,08,Abarth,Corporate,0,8,-8,-100.0
2023,08,Abarth,Private,0,4,-4,-100.0
2023,08,Abarth,RAC,0,0,0,
2023,09,Abarth,Corporate,0,11,-11,-100.0
2023,09,Abarth,Private,0,9,-9,-100.0
2023,09,Abarth,RAC,0,8,-8,-100.0
2023,10,Abarth,Corporate,0,16,-16,-100.0
2023,10,Abarth,Private,0,7,-7,-100.0
2023,10,Abarth,RAC,0,10,-10,-100.0
2023,11,Abarth,Corporate,0,4,-4,-100.0
2023,11,Abarth,Private,0,10,-10,-100.0
2023,11,Abarth,RAC,0,11,-11,-100.0
2023,12,Abarth,Corporate,0,3,-3,-100.0
2023,12,Abarth,Private,0,9,-9,-100.0
2023,12,Abarth,RAC,0,14,-14,-100.0
2024,01,Abarth,Corporate,0,9,-9,-100.0
2024,01,Abarth,Private,0,9,-9,-100.0
2024,01,Abarth,RAC,0,0,0,
2024,02,Abarth,Corporate,0,8,-8,-100.0
2024,02,Abarth,Private,0,11,-11,-100.0
2024,02,Abarth,RAC,0,0,0,
2024,03,Abarth,Corporate,0,7,-7,-100.0
2024,03,Abarth,Private,0,19,-19,-100.0
2024,03,Abarth,RAC,0,3,-3,-100.0
2024,04,Abarth,Corporate,0,3,-3,-100.0
2024,04,Abarth,Private,0,9,-9,-100.0
2024,04,Abarth,RAC,0,0,0,
2024,05,Abarth,Corporate,0,6,-6,-100.0
2024,05,Abarth,Private,0,16,-16,-100.0
2024,05,Abarth,RAC,0,1,-1,-100.0
2024,06,Abarth,Corporate,0,1,-1,-100.0
2024,06,Abarth,Private,0,16,-16,-100.0
2024,06,Abarth,RAC,0,27,-27,-100.0
2024,07,Abarth,Corporate,0,3,-3,-100.0
2024,07,Abarth,Private,0,9,-9,-100.0
2024,07,Abarth,RAC,0,14,-14,-100.0
2024,08,Abarth,Corporate,0,4,-4,-100.0
2024,08,Abarth,Private,0,16,-16,-100.0
2024,08,Abarth,RAC,0,0,0,
2024,09,Abarth,Corporate,0,6,-6,-100.0
2024,09,Abarth,Private,0,9,-9,-100.0
2024,09,Abarth,RAC,0,0,0,
2024,10,Abarth,Corporate,0,10,-10,-100.0
2024,10,Abarth,Private,0,20,-20,-100.0
2024,10,Abarth,RAC,0,0,0,
2024,11,Abarth,Corporate,0,0,0,
2024,11,Abarth,Private,0,5,-5,-100.0
2024,11,Abarth,RAC,0,0,0,
2024,12,Abarth,Corporate,0,0,0,
2024,12,Abarth,Private,0,3,-3,-100.0
2024,12,Abarth,RAC,0,0,0,
2025,02,Abarth,Corporate,0,1,-1,-100.0
2025,02,Abarth,Private,0,0,0,
2025,02,Abarth,RAC,0,0,0,
2025,03,Abarth,Corporate,0,2,-2,-100.0
2025,03,Abarth,Private,0,0,0,
2025,03,Abarth,RAC,0,0,0,
2025,04,Abarth,Corporate,0,0,0,
2025,04,Abarth,Private,0,2,-2,-100.0
2025,04,Abarth,RAC,0,0,0,
2025,05,Abarth,Corporate,0,5,-5,-100.0
2025,05,Abarth,Private,0,1,-1,-100.0
2025,05,Abarth,RAC,0,0,0,
2025,06,Abarth,Corporate,0,4,-4,-100.0
2025,06,Abarth,Private,0,1,-1,-100.0
2025,06,Abarth,RAC,0,0,0,
2025,07,Abarth,Corporate,0,8,-8,-100.0
2025,07,Abarth,Private,0,2,-2,-100.0
2025,07,Abarth,RAC,0,0,0,
2025,08,Abarth,Corporate,0,0,0,
2025,08,Abarth,Private,0,2,-2,-100.0
2025,08,Abarth,RAC,0,0,0,
2025,09,Abarth,Corporate,0,1,-1,-100.0
2025,09,Abarth,Private,0,1,-1,-100.0
2025,09,Abarth,RAC,0,0,0,
2025,10,Abarth,Corporate,0,0,0,
2025,10,Abarth,Private,0,1,-1,-100.0
2025,10,Abarth,RAC,0,0,0,
2025,11,Abarth,Corporate,0,0,0,
2025,11,Abarth,Private,0,1,-1,-100.0
2025,11,Abarth,RAC,0,0,0,
2025,12,Abarth,Corporate,0,0,0,
2025,12,Abarth,Private,0,3,-3,-100.0
2025,12,Abarth,RAC,0,0,0,
2023,01,Aiways,Corporate,0,1,-1,-100.0
2023,01,Aiways,Private,0,2,-2,-100.0
2023,01,Aiways,RAC,0,0,0,
2023,02,Aiways,Corporate,0,2,-2,-100.0
2023,02,Aiways,Private,0,0,0,
2023,02,Aiways,RAC,0,0,0,
2023,03,Aiways,Corporate,0,5,-5,-100.0
2023,03,Aiways,Private,0,1,-1,-100.0
2023,03,Aiways,RAC,0,0,0,
2023,05,Aiways,Corporate,0,0,0,
2023,05,Aiways,Private,0,2,-2,-100.0
2023,05,Aiways,RAC,0,0,0,
2023,10,Aiways,Corporate,0,46,-46,-100.0
2023,10,Aiways,Private,0,0,0,
2023,10,Aiways,RAC,0,0,0,
2023,11,Aiways,Corporate,0,0,0,
2023,11,Aiways,Private,0,1,-1,-100.0
2023,11,Aiways,RAC,0,0,0,
2023,12,Aiways,Corporate,0,0,0,
2023,12,Aiways,Private,0,1,-1,-100.0
2023,12,Aiways,RAC,0,0,0,
2024,06,Aiways,Corporate,0,22,-22,-100.0
2024,06,Aiways,Private,0,1,-1,-100.0
2024,06,Aiways,RAC,0,0,0,
2023,01,Alfa Romeo,Corporate,135,127,8,6.3
2023,01,Alfa Romeo,Private,29,28,1,3.57
2023,01,Alfa Romeo,RAC,2,10,-8,-80.0
2023,02,Alfa Romeo,Corporate,191,192,-1,-0.52
2023,02,Alfa Romeo,Private,21,15,6,40.0
2023,02,Alfa Romeo,RAC,37,42,-5,-11.9
2023,03,Alfa Romeo,Corporate,182,298,-116,-38.93
2023,03,Alfa Romeo,Private,45,40,5,12.5
2023,03,Alfa Romeo,RAC,214,102,112,109.8
2023,04,Alfa Romeo,Corporate,174,164,10,6.1
2023,04,Alfa Romeo,Private,17,14,3,21.43
2023,04,Alfa Romeo,RAC,245,258,-13,-5.04
2023,05,Alfa Romeo,Corporate,106,171,-65,-38.01
2023,05,Alfa Romeo,Private,14,11,3,27.27
2023,05,Alfa Romeo,RAC,123,59,64,108.47
2023,06,Alfa Romeo,Corporate,179,190,-11,-5.79
2023,06,Alfa Romeo,Private,15,12,3,25.0
2023,06,Alfa Romeo,RAC,99,91,8,8.79
2023,07,Alfa Romeo,Corporate,136,140,-4,-2.86
2023,07,Alfa Romeo,Private,20,18,2,11.11
2023,07,Alfa Romeo,RAC,32,30,2,6.67
2023,08,Alfa Romeo,Corporate,54,54,0,0.0
2023,08,Alfa Romeo,Private,11,11,0,0.0
2023,08,Alfa Romeo,RAC,8,8,0,0.0
2023,09,Alfa Romeo,Corporate,111,120,-9,-7.5
2023,09,Alfa Romeo,Private,12,16,-4,-25.0
2023,09,Alfa Romeo,RAC,31,31,0,0.0
2023,10,Alfa Romeo,Corporate,172,163,9,5.52
2023,10,Alfa Romeo,Private,24,20,4,20.0
2023,10,Alfa Romeo,RAC,27,27,0,0.0
2023,11,Alfa Romeo,Corporate,150,150,0,0.0
2023,11,Alfa Romeo,Private,29,29,0,0.0
2023,11,Alfa Romeo,RAC,69,69,0,0.0
2023,12,Alfa Romeo,Corporate,290,290,0,0.0
2023,12,Alfa Romeo,Private,19,19,0,0.0
2023,12,Alfa Romeo,RAC,38,38,0,0.0
2024,01,Alfa Romeo,Corporate,187,187,0,0.0
2024,01,Alfa Romeo,Private,12,13,-1,-7.69
2024,01,Alfa Romeo,RAC,3,3,0,0.0
2024,02,Alfa Romeo,Corporate,123,124,-1,-0.81
2024,02,Alfa Romeo,Private,11,11,0,0.0
2024,02,Alfa Romeo,RAC,88,87,1,1.15
2024,03,Alfa Romeo,Corporate,96,96,0,0.0
2024,03,Alfa Romeo,Private,18,18,0,0.0
2024,03,Alfa Romeo,RAC,468,468,0,0.0
2024,04,Alfa Romeo,Corporate,164,164,0,0.0
2024,04,Alfa Romeo,Private,28,28,0,0.0
2024,04,Alfa Romeo,RAC,133,133,0,0.0
2024,05,Alfa Romeo,Corporate,84,84,0,0.0
2024,05,Alfa Romeo,Private,25,24,1,4.17
2024,05,Alfa Romeo,RAC,221,221,0,0.0
2024,06,Alfa Romeo,Corporate,92,91,1,1.1
2024,06,Alfa Romeo,Private,15,15,0,0.0
2024,06,Alfa Romeo,RAC,82,82,0,0.0
2024,07,Alfa Romeo,Corporate,66,66,0,0.0
2024,07,Alfa Romeo,Private,18,19,-1,-5.26
2024,07,Alfa Romeo,RAC,90,90,0,0.0
2024,08,Alfa Romeo,Corporate,39,39,0,0.0
2024,08,Alfa Romeo,Private,12,12,0,0.0
2024,08,Alfa Romeo,RAC,16,16,0,0.0
2024,09,Alfa Romeo,Corporate,43,43,0,0.0
2024,09,Alfa Romeo,Private,16,16,0,0.0
2024,09,Alfa Romeo,RAC,26,26,0,0.0
2024,10,Alfa Romeo,Corporate,114,114,0,0.0
2024,10,Alfa Romeo,Private,23,23,0,0.0
2024,10,Alfa Romeo,RAC,82,82,0,0.0
2024,11,Alfa Romeo,Corporate,91,92,-1,-1.09
2024,11,Alfa Romeo,Private,30,30,0,0.0
2024,11,Alfa Romeo,RAC,56,56,0,0.0
2024,12,Alfa Romeo,Corporate,154,153,1,0.65
2024,12,Alfa Romeo,Private,22,23,-1,-4.35
2024,12,Alfa Romeo,RAC,108,108,0,0.0
2025,01,Alfa Romeo,Corporate,280,280,0,0.0
2025,01,Alfa Romeo,Private,36,36,0,0.0
2025,01,Alfa Romeo,RAC,19,19,0,0.0
2025,02,Alfa Romeo,Corporate,175,176,-1,-0.57
2025,02,Alfa Romeo,Private,57,56,1,1.79
2025,02,Alfa Romeo,RAC,141,141,0,0.0
2025,03,Alfa Romeo,Corporate,109,109,0,0.0
2025,03,Alfa Romeo,Private,57,57,0,0.0
2025,03,Alfa Romeo,RAC,67,67,0,0.0
2025,04,Alfa Romeo,Corporate,77,77,0,0.0
2025,04,Alfa Romeo,Private,51,50,1,2.0
2025,04,Alfa Romeo,RAC,168,168,0,0.0
2025,05,Alfa Romeo,Corporate,110,110,0,0.0
2025,05,Alfa Romeo,Private,45,45,0,0.0
2025,05,Alfa Romeo,RAC,72,72,0,0.0
2025,06,Alfa Romeo,Corporate,150,150,0,0.0
2025,06,Alfa Romeo,Private,19,19,0,0.0
2025,06,Alfa Romeo,RAC,50,50,0,0.0
2025,07,Alfa Romeo,Corporate,128,128,0,0.0
2025,07,Alfa Romeo,Private,29,29,0,0.0
2025,07,Alfa Romeo,RAC,19,19,0,0.0
2025,08,Alfa Romeo,Corporate,146,147,-1,-0.68
2025,08,Alfa Romeo,Private,27,27,0,0.0
2025,08,Alfa Romeo,RAC,55,54,1,1.85
2025,09,Alfa Romeo,Corporate,244,250,-6,-2.4
2025,09,Alfa Romeo,Private,33,33,0,0.0
2025,09,Alfa Romeo,RAC,29,23,6,26.09
2025,10,Alfa Romeo,Corporate,267,286,-19,-6.64
2025,10,Alfa Romeo,Private,43,43,0,0.0
2025,10,Alfa Romeo,RAC,73,53,20,37.74
2025,11,Alfa Romeo,Corporate,210,216,-6,-2.78
2025,11,Alfa Romeo,Private,31,31,0,0.0
2025,11,Alfa Romeo,RAC,38,32,6,18.75
2025,12,Alfa Romeo,Corporate,198,198,0,0.0
2025,12,Alfa Romeo,Private,33,33,0,0.0
2025,12,Alfa Romeo,RAC,1,1,0,0.0
2023,06,Alke,Corporate,0,1,-1,-100.0
2023,06,Alke,Private,0,0,0,
2023,06,Alke,RAC,0,0,0,
2023,09,Alke,Corporate,0,0,0,
2023,09,Alke,Private,0,0,0,
2023,09,Alke,RAC,0,1,-1,-100.0
2024,05,Alke,Corporate,0,3,-3,-100.0
2024,05,Alke,Private,0,0,0,
2024,05,Alke,RAC,0,0,0,
2024,07,Alke,Corporate,0,2,-2,-100.0
2024,07,Alke,Private,0,0,0,
2024,07,Alke,RAC,0,0,0,
2024,08,Alke,Corporate,0,1,-1,-100.0
2024,08,Alke,Private,0,0,0,
2024,08,Alke,RAC,0,0,0,
2024,11,Alke,Corporate,0,5,-5,-100.0
2024,11,Alke,Private,0,0,0,
2024,11,Alke,RAC,0,0,0,
2024,12,Alke,Corporate,0,4,-4,-100.0
2024,12,Alke,Private,0,0,0,
2024,12,Alke,RAC,0,0,0,
2025,01,Alke,Corporate,0,1,-1,-100.0
2025,01,Alke,Private,0,0,0,
2025,01,Alke,RAC,0,0,0,
2025,06,Alke,Corporate,0,2,-2,-100.0
2025,06,Alke,Private,0,0,0,
2025,06,Alke,RAC,0,0,0,
2025,07,Alke,Corporate,0,1,-1,-100.0
2025,07,Alke,Private,0,0,0,
2025,07,Alke,RAC,0,0,0,
2025,09,Alke,Corporate,0,1,-1,-100.0
2025,09,Alke,Private,0,0,0,
2025,09,Alke,RAC,0,0,0,
2025,12,Alke,Corporate,0,2,-2,-100.0
2025,12,Alke,Private,0,0,0,
2025,12,Alke,RAC,0,0,0,
2023,01,Alpine,Corporate,0,2,-2,-100.0
2023,01,Alpine,Private,0,3,-3,-100.0
2023,01,Alpine,RAC,0,0,0,
2023,02,Alpine,Corporate,0,1,-1,-100.0
2023,02,Alpine,Private,0,3,-3,-100.0
2023,02,Alpine,RAC,0,0,0,
2023,03,Alpine,Corporate,0,2,-2,-100.0
2023,03,Alpine,Private,0,1,-1,-100.0
2023,03,Alpine,RAC,0,0,0,
2023,04,Alpine,Corporate,0,3,-3,-100.0
2023,04,Alpine,Private,0,2,-2,-100.0
2023,04,Alpine,RAC,0,0,0,
2023,05,Alpine,Corporate,0,3,-3,-100.0
2023,05,Alpine,Private,0,0,0,
2023,05,Alpine,RAC,0,0,0,
2023,06,Alpine,Corporate,0,3,-3,-100.0
2023,06,Alpine,Private,0,1,-1,-100.0
2023,06,Alpine,RAC,0,0,0,
2023,07,Alpine,Corporate,0,6,-6,-100.0
2023,07,Alpine,Private,0,4,-4,-100.0
2023,07,Alpine,RAC,0,0,0,
2023,08,Alpine,Corporate,0,1,-1,-100.0
2023,08,Alpine,Private,0,1,-1,-100.0
2023,08,Alpine,RAC,0,0,0,
2023,09,Alpine,Corporate,0,2,-2,-100.0
2023,09,Alpine,Private,0,1,-1,-100.0
2023,09,Alpine,RAC,0,0,0,
2023,10,Alpine,Corporate,0,2,-2,-100.0
2023,10,Alpine,Private,0,6,-6,-100.0
2023,10,Alpine,RAC,0,0,0,
2023,12,Alpine,Corporate,0,4,-4,-100.0
2023,12,Alpine,Private,0,2,-2,-100.0
2023,12,Alpine,RAC,0,0,0,
2024,01,Alpine,Corporate,0,9,-9,-100.0
2024,01,Alpine,Private,0,3,-3,-100.0
2024,01,Alpine,RAC,0,0,0,
2024,02,Alpine,Corporate,0,0,0,
2024,02,Alpine,Private,0,1,-1,-100.0
2024,02,Alpine,RAC,0,0,0,
2024,03,Alpine,Corporate,0,1,-1,-100.0
2024,03,Alpine,Private,0,0,0,
2024,03,Alpine,RAC,0,0,0,
2024,04,Alpine,Corporate,0,2,-2,-100.0
2024,04,Alpine,Private,0,1,-1,-100.0
2024,04,Alpine,RAC,0,0,0,
2024,05,Alpine,Corporate,0,6,-6,-100.0
2024,05,Alpine,Private,0,1,-1,-100.0
2024,05,Alpine,RAC,0,0,0,
2024,06,Alpine,Corporate,0,1,-1,-100.0
2024,06,Alpine,Private,0,1,-1,-100.0
2024,06,Alpine,RAC,0,0,0,
2024,07,Alpine,Corporate,0,2,-2,-100.0
2024,07,Alpine,Private,0,1,-1,-100.0
2024,07,Alpine,RAC,0,0,0,
2024,08,Alpine,Corporate,0,0,0,
2024,08,Alpine,Private,0,2,-2,-100.0
2024,08,Alpine,RAC,0,0,0,
2024,09,Alpine,Corporate,0,0,0,
2024,09,Alpine,Private,0,2,-2,-100.0
2024,09,Alpine,RAC,0,0,0,
2024,10,Alpine,Corporate,0,4,-4,-100.0
2024,10,Alpine,Private,0,2,-2,-100.0
2024,10,Alpine,RAC,0,0,0,
2024,11,Alpine,Corporate,0,1,-1,-100.0
2024,11,Alpine,Private,0,2,-2,-100.0
2024,11,Alpine,RAC,0,0,0,
2024,12,Alpine,Corporate,0,5,-5,-100.0
2024,12,Alpine,Private,0,7,-7,-100.0
2024,12,Alpine,RAC,0,0,0,
2025,01,Alpine,Corporate,0,13,-13,-100.0
2025,01,Alpine,Private,0,2,-2,-100.0
2025,01,Alpine,RAC,0,0,0,
2025,02,Alpine,Corporate,0,7,-7,-100.0
2025,02,Alpine,Private,0,2,-2,-100.0
2025,02,Alpine,RAC,0,0,0,
2025,03,Alpine,Corporate,0,14,-14,-100.0
2025,03,Alpine,Private,0,16,-16,-100.0
2025,03,Alpine,RAC,0,0,0,
2025,04,Alpine,Corporate,0,19,-19,-100.0
2025,04,Alpine,Private,0,17,-17,-100.0
2025,04,Alpine,RAC,0,0,0,
2025,05,Alpine,Corporate,0,27,-27,-100.0
2025,05,Alpine,Private,0,22,-22,-100.0
2025,05,Alpine,RAC,0,0,0,
2025,06,Alpine,Corporate,0,28,-28,-100.0
2025,06,Alpine,Private,0,23,-23,-100.0
2025,06,Alpine,RAC,0,1,-1,-100.0
2025,07,Alpine,Corporate,0,20,-20,-100.0
2025,07,Alpine,Private,0,7,-7,-100.0
2025,07,Alpine,RAC,0,17,-17,-100.0
2025,08,Alpine,Corporate,0,17,-17,-100.0
2025,08,Alpine,Private,0,12,-12,-100.0
2025,08,Alpine,RAC,0,0,0,
2025,09,Alpine,Corporate,0,10,-10,-100.0
2025,09,Alpine,Private,0,16,-16,-100.0
2025,09,Alpine,RAC,0,0,0,
2025,10,Alpine,Corporate,0,27,-27,-100.0
2025,10,Alpine,Private,0,17,-17,-100.0
2025,10,Alpine,RAC,0,0,0,
2025,11,Alpine,Corporate,0,26,-26,-100.0
2025,11,Alpine,Private,0,9,-9,-100.0
2025,11,Alpine,RAC,0,0,0,
2025,12,Alpine,Corporate,0,27,-27,-100.0
2025,12,Alpine,Private,0,22,-22,-100.0
2025,12,Alpine,RAC,0,0,0,
2024,05,Arcfox,Corporate,0,2,-2,-100.0
2024,05,Arcfox,Private,0,0,0,
2024,05,Arcfox,RAC,0,0,0,
2023,01,Aston Martin,Corporate,0,0,0,
2023,01,Aston Martin,Private,0,2,-2,-100.0
2023,01,Aston Martin,RAC,0,0,0,
2023,02,Aston Martin,Corporate,0,5,-5,-100.0
2023,02,Aston Martin,Private,0,0,0,
2023,02,Aston Martin,RAC,0,0,0,
2023,03,Aston Martin,Corporate,0,0,0,
2023,03,Aston Martin,Private,0,1,-1,-100.0
2023,03,Aston Martin,RAC,0,0,0,
2023,04,Aston Martin,Corporate,0,0,0,
2023,04,Aston Martin,Private,0,1,-1,-100.0
2023,04,Aston Martin,RAC,0,0,0,
2023,05,Aston Martin,Corporate,0,1,-1,-100.0
2023,05,Aston Martin,Private,0,1,-1,-100.0
2023,05,Aston Martin,RAC,0,1,-1,-100.0
2023,06,Aston Martin,Corporate,0,5,-5,-100.0
2023,06,Aston Martin,Private,0,1,-1,-100.0
2023,06,Aston Martin,RAC,0,0,0,
2023,07,Aston Martin,Corporate,0,1,-1,-100.0
2023,07,Aston Martin,Private,0,3,-3,-100.0
2023,07,Aston Martin,RAC,0,1,-1,-100.0
2023,09,Aston Martin,Corporate,0,4,-4,-100.0
2023,09,Aston Martin,Private,0,1,-1,-100.0
2023,09,Aston Martin,RAC,0,0,0,
2023,10,Aston Martin,Corporate,0,4,-4,-100.0
2023,10,Aston Martin,Private,0,1,-1,-100.0
2023,10,Aston Martin,RAC,0,0,0,
2023,11,Aston Martin,Corporate,0,1,-1,-100.0
2023,11,Aston Martin,Private,0,0,0,
2023,11,Aston Martin,RAC,0,0,0,
2023,12,Aston Martin,Corporate,0,2,-2,-100.0
2023,12,Aston Martin,Private,0,0,0,
2023,12,Aston Martin,RAC,0,0,0,
2024,01,Aston Martin,Corporate,0,3,-3,-100.0
2024,01,Aston Martin,Private,0,3,-3,-100.0
2024,01,Aston Martin,RAC,0,0,0,
2024,02,Aston Martin,Corporate,0,2,-2,-100.0
2024,02,Aston Martin,Private,0,0,0,
2024,02,Aston Martin,RAC,0,0,0,
2024,03,Aston Martin,Corporate,0,2,-2,-100.0
2024,03,Aston Martin,Private,0,2,-2,-100.0
2024,03,Aston Martin,RAC,0,0,0,
2024,04,Aston Martin,Corporate,0,8,-8,-100.0
2024,04,Aston Martin,Private,0,2,-2,-100.0
2024,04,Aston Martin,RAC,0,0,0,
2024,05,Aston Martin,Corporate,0,0,0,
2024,05,Aston Martin,Private,0,4,-4,-100.0
2024,05,Aston Martin,RAC,0,0,0,
2024,06,Aston Martin,Corporate,0,3,-3,-100.0
2024,06,Aston Martin,Private,0,3,-3,-100.0
2024,06,Aston Martin,RAC,0,0,0,
2024,07,Aston Martin,Corporate,0,4,-4,-100.0
2024,07,Aston Martin,Private,0,1,-1,-100.0
2024,07,Aston Martin,RAC,0,0,0,
2024,08,Aston Martin,Corporate,0,3,-3,-100.0
2024,08,Aston Martin,Private,0,1,-1,-100.0
2024,08,Aston Martin,RAC,0,0,0,
2024,09,Aston Martin,Corporate,0,5,-5,-100.0
2024,09,Aston Martin,Private,0,0,0,
2024,09,Aston Martin,RAC,0,0,0,
2024,10,Aston Martin,Corporate,0,1,-1,-100.0
2024,10,Aston Martin,Private,0,3,-3,-100.0
2024,10,Aston Martin,RAC,0,0,0,
2024,11,Aston Martin,Corporate,0,2,-2,-100.0
2024,11,Aston Martin,Private,0,3,-3,-100.0
2024,11,Aston Martin,RAC,0,1,-1,-100.0
2024,12,Aston Martin,Corporate,0,2,-2,-100.0
2024,12,Aston Martin,Private,0,0,0,
2024,12,Aston Martin,RAC,0,0,0,
2025,01,Aston Martin,Corporate,0,7,-7,-100.0
2025,01,Aston Martin,Private,0,4,-4,-100.0
2025,01,Aston Martin,RAC,0,0,0,
2025,02,Aston Martin,Corporate,0,2,-2,-100.0
2025,02,Aston Martin,Private,0,1,-1,-100.0
2025,02,Aston Martin,RAC,0,0,0,
2025,03,Aston Martin,Corporate,0,4,-4,-100.0
2025,03,Aston Martin,Private,0,0,0,
2025,03,Aston Martin,RAC,0,0,0,
2025,04,Aston Martin,Corporate,0,3,-3,-100.0
2025,04,Aston Martin,Private,0,2,-2,-100.0
2025,04,Aston Martin,RAC,0,1,-1,-100.0
2025,05,Aston Martin,Corporate,0,5,-5,-100.0
2025,05,Aston Martin,Private,0,2,-2,-100.0
2025,05,Aston Martin,RAC,0,0,0,
2025,06,Aston Martin,Corporate,0,2,-2,-100.0
2025,06,Aston Martin,Private,0,3,-3,-100.0
2025,06,Aston Martin,RAC,0,0,0,
2025,07,Aston Martin,Corporate,0,5,-5,-100.0
2025,07,Aston Martin,Private,0,4,-4,-100.0
2025,07,Aston Martin,RAC,0,0,0,
2025,08,Aston Martin,Corporate,0,3,-3,-100.0
2025,08,Aston Martin,Private,0,1,-1,-100.0
2025,08,Aston Martin,RAC,0,5,-5,-100.0
2025,09,Aston Martin,Corporate,0,2,-2,-100.0
2025,09,Aston Martin,Private,0,4,-4,-100.0
2025,09,Aston Martin,RAC,0,0,0,
2025,10,Aston Martin,Corporate,0,1,-1,-100.0
2025,10,Aston Martin,Private,0,2,-2,-100.0
2025,10,Aston Martin,RAC,0,0,0,
2025,11,Aston Martin,Corporate,0,4,-4,-100.0
2025,11,Aston Martin,Private,0,4,-4,-100.0
2025,11,Aston Martin,RAC,0,0,0,
2025,12,Aston Martin,Corporate,0,1,-1,-100.0
2025,12,Aston Martin,Private,0,2,-2,-100.0
2025,12,Aston Martin,RAC,0,0,0,
2023,01,Audi,Corporate,1593,1271,322,25.33
2023,01,Audi,Private,809,800,9,1.12
2023,01,Audi,RAC,58,383,-325,-84.86
2023,02,Audi,Corporate,2100,1676,424,25.3
2023,02,Audi,Private,893,891,2,0.22
2023,02,Audi,RAC,268,693,-425,-61.33
2023,03,Audi,Corporate,2314,1707,607,35.56
2023,03,Audi,Private,1121,1110,11,0.99
2023,03,Audi,RAC,673,1287,-614,-47.71
2023,04,Audi,Corporate,2197,1748,449,25.69
2023,04,Audi,Private,936,929,7,0.75
2023,04,Audi,RAC,505,959,-454,-47.34
2023,05,Audi,Corporate,2239,1969,270,13.71
2023,05,Audi,Private,1099,1094,5,0.46
2023,05,Audi,RAC,813,1084,-271,-25.0
2023,06,Audi,Corporate,2297,2058,239,11.61
2023,06,Audi,Private,1193,1187,6,0.51
2023,06,Audi,RAC,1212,1452,-240,-16.53
2023,07,Audi,Corporate,2414,2021,393,19.45
2023,07,Audi,Private,870,867,3,0.35
2023,07,Audi,RAC,487,882,-395,-44.78
2023,08,Audi,Corporate,1628,1369,259,18.92
2023,08,Audi,Private,769,765,4,0.52
2023,08,Audi,RAC,186,446,-260,-58.3
2023,09,Audi,Corporate,1519,1500,19,1.27
2023,09,Audi,Private,775,835,-60,-7.19
2023,09,Audi,RAC,72,275,-203,-73.82
2023,10,Audi,Corporate,2369,1950,419,21.49
2023,10,Audi,Private,1097,1024,73,7.13
2023,10,Audi,RAC,157,400,-243,-60.75
2023,11,Audi,Corporate,1850,1857,-7,-0.38
2023,11,Audi,Private,797,785,12,1.53
2023,11,Audi,RAC,28,28,0,0.0
2023,12,Audi,Corporate,2265,2274,-9,-0.4
2023,12,Audi,Private,1008,1001,7,0.7
2023,12,Audi,RAC,115,112,3,2.68
2024,01,Audi,Corporate,1294,1683,-389,-23.11
2024,01,Audi,Private,804,794,10,1.26
2024,01,Audi,RAC,390,6,384,6400.0
2024,02,Audi,Corporate,1480,1554,-74,-4.76
2024,02,Audi,Private,1007,999,8,0.8
2024,02,Audi,RAC,873,805,68,8.45
2024,03,Audi,Corporate,1492,1697,-205,-12.08
2024,03,Audi,Private,942,936,6,0.64
2024,03,Audi,RAC,754,551,203,36.84
2024,04,Audi,Corporate,1515,1651,-136,-8.24
2024,04,Audi,Private,843,839,4,0.48
2024,04,Audi,RAC,692,560,132,23.57
2024,05,Audi,Corporate,1297,1298,-1,-0.08
2024,05,Audi,Private,935,932,3,0.32
2024,05,Audi,RAC,1166,1166,0,0.0
2024,06,Audi,Corporate,1727,1732,-5,-0.29
2024,06,Audi,Private,1157,1152,5,0.43
2024,06,Audi,RAC,1291,1291,0,0.0
2024,07,Audi,Corporate,1813,1815,-2,-0.11
2024,07,Audi,Private,1125,1121,4,0.36
2024,07,Audi,RAC,901,902,-1,-0.11
2024,08,Audi,Corporate,1422,1424,-2,-0.14
2024,08,Audi,Private,874,872,2,0.23
2024,08,Audi,RAC,253,253,0,0.0
2024,09,Audi,Corporate,1781,1787,-6,-0.34
2024,09,Audi,Private,904,896,8,0.89
2024,09,Audi,RAC,276,276,0,0.0
2024,10,Audi,Corporate,1978,1982,-4,-0.2
2024,10,Audi,Private,1009,1006,3,0.3
2024,10,Audi,RAC,588,587,1,0.17
