anyo,mes,dia,marca,cod_prov,provincia,canal,fuel_type,count
2026,06,18,CITROEN,01,Álava,Private,ICE,1
2026,06,18,DACIA,01,Álava,Private,ICE,2
2026,06,18,DETHLEFFS,01,Álava,Private,ICE,1
2026,06,18,EBRO,01,Álava,Private,PHEV,1
2026,06,18,FIAT,01,Álava,Corporate,ICE,1
2026,06,18,FORD,01,Álava,Private,ICE,1
2026,06,18,HYUNDAI,01,Álava,Private,BEV,2
2026,06,18,HYUNDAI,01,Álava,Private,ICE,5
2026,06,18,KIA,01,Álava,Private,ICE,2
2026,06,18,MAZDA,01,Álava,Private,ICE,1
2026,06,18,MERCEDES,01,Álava,Corporate,PHEV,1
2026,06,18,MERCEDES,01,Álava,Private,ICE,2
2026,06,18,MINI,01,Álava,Private,BEV,1
2026,06,18,OPEL,01,Álava,Private,ICE,2
2026,06,18,PEUGEOT,01,Álava,Private,ICE,1
2026,06,18,RENAULT,01,Álava,Private,ICE,1
2026,06,18,RENAULT,01,Álava,Private,PHEV,1
2026,06,18,TOYOTA,01,Álava,Private,ICE,1
2026,06,18,TOYOTA,01,Álava,Private,PHEV,1
2026,06,18,VOLKSWAGEN,01,Álava,Private,ICE,1
2026,06,18,BYD,02,Albacete,Private,PHEV,1
2026,06,18,CIRELLI,02,Albacete,Corporate,ICE,1
2026,06,18,CITROEN,02,Albacete,Corporate,ICE,1
2026,06,18,CITROEN,02,Albacete,Private,ICE,1
2026,06,18,DACIA,02,Albacete,Private,ICE,1
2026,06,18,EBRO,02,Albacete,Private,ICE,1
2026,06,18,FORD,02,Albacete,Private,ICE,1
2026,06,18,HYUNDAI,02,Albacete,Corporate,BEV,2
2026,06,18,HYUNDAI,02,Albacete,Private,BEV,1
2026,06,18,IVECO,02,Albacete,Corporate,ICE,1
2026,06,18,LYNK & CO,02,Albacete,Corporate,PHEV,1
2026,06,18,MG,02,Albacete,Private,PHEV,1
2026,06,18,MINI,02,Albacete,Private,ICE,1
2026,06,18,OMODA,02,Albacete,Private,ICE,1
2026,06,18,OMODA,02,Albacete,Private,PHEV,1
2026,06,18,PEUGEOT,02,Albacete,Corporate,ICE,1
2026,06,18,TOYOTA,02,Albacete,Private,BEV,1
2026,06,18,TOYOTA,02,Albacete,Private,ICE,1
2026,06,18,TOYOTA,02,Albacete,Private,PHEV,1
2026,06,18,VOLKSWAGEN,02,Albacete,Private,ICE,1
2026,06,18,ALPINE,03,Alicante,Private,BEV,1
2026,06,18,AUDI,03,Alicante,Private,BEV,1
2026,06,18,BENIMAR,03,Alicante,Private,ICE,1
2026,06,18,BERGADANA,03,Alicante,Corporate,ICE,1
2026,06,18,BMW,03,Alicante,Corporate,ICE,2
2026,06,18,BYD,03,Alicante,Private,BEV,2
2026,06,18,BYD,03,Alicante,RAC,PHEV,40
2026,06,18,CAPRON,03,Alicante,Private,ICE,2
2026,06,18,CARROCERIAS CREVILLENTE,03,Alicante,RAC,ICE,1
2026,06,18,CITROEN,03,Alicante,Corporate,ICE,2
2026,06,18,CITROEN,03,Alicante,Private,BEV,1
2026,06,18,CITROEN,03,Alicante,Private,ICE,4
2026,06,18,CUPRA,03,Alicante,Private,ICE,1
2026,06,18,DACIA,03,Alicante,Private,ICE,23
2026,06,18,FORD,03,Alicante,Corporate,BEV,1
2026,06,18,FORD,03,Alicante,Corporate,ICE,3
2026,06,18,FORD,03,Alicante,Corporate,PHEV,1
2026,06,18,FORD,03,Alicante,Private,BEV,1
2026,06,18,FORD,03,Alicante,Private,ICE,1
2026,06,18,FORD,03,Alicante,Private,PHEV,1
2026,06,18,GEELY,03,Alicante,RAC,PHEV,15
2026,06,18,GIOTTILINE,03,Alicante,Private,ICE,1
2026,06,18,HONDA,03,Alicante,Private,PHEV,1
2026,06,18,HYUNDAI,03,Alicante,Corporate,ICE,2
2026,06,18,HYUNDAI,03,Alicante,Private,BEV,2
2026,06,18,HYUNDAI,03,Alicante,Private,ICE,4
2026,06,18,JAECOO,03,Alicante,Corporate,PHEV,1
2026,06,18,JAECOO,03,Alicante,Private,ICE,1
2026,06,18,KG MOBILITY,03,Alicante,Private,BEV,1
2026,06,18,KIA,03,Alicante,Private,BEV,1
2026,06,18,KIA,03,Alicante,Private,ICE,7
2026,06,18,LEAPMOTOR,03,Alicante,Private,BEV,5
2026,06,18,LEXUS,03,Alicante,Private,ICE,1
2026,06,18,MAZDA,03,Alicante,Private,ICE,1
2026,06,18,MERCEDES,03,Alicante,Corporate,ICE,1
2026,06,18,MERCEDES,03,Alicante,Corporate,PHEV,1
2026,06,18,MERCEDES,03,Alicante,Private,ICE,1
2026,06,18,MG,03,Alicante,Private,ICE,1
2026,06,18,NISSAN,03,Alicante,Private,ICE,4
2026,06,18,OPEL,03,Alicante,Corporate,ICE,1
2026,06,18,PEUGEOT,03,Alicante,Private,BEV,1
2026,06,18,PEUGEOT,03,Alicante,Private,ICE,4
2026,06,18,RENAULT,03,Alicante,Corporate,ICE,2
2026,06,18,RENAULT,03,Alicante,Private,BEV,1
2026,06,18,RENAULT,03,Alicante,Private,ICE,5
2026,06,18,SEAT,03,Alicante,Private,ICE,1
2026,06,18,SKODA,03,Alicante,Corporate,BEV,1
2026,06,18,SKODA,03,Alicante,Corporate,ICE,1
2026,06,18,SKODA,03,Alicante,Private,BEV,1
2026,06,18,SKODA,03,Alicante,Private,ICE,4
2026,06,18,SMART,03,Alicante,Private,BEV,1
2026,06,18,TESLA,03,Alicante,Private,BEV,3
2026,06,18,TOYOTA,03,Alicante,Corporate,ICE,1
2026,06,18,TOYOTA,03,Alicante,Private,BEV,1
2026,06,18,TOYOTA,03,Alicante,Private,ICE,17
2026,06,18,VOLKSWAGEN,03,Alicante,Corporate,PHEV,1
2026,06,18,VOLKSWAGEN,03,Alicante,Private,ICE,5
2026,06,18,212,04,Almería,Private,ICE,1
2026,06,18,BAHIA V.I.,04,Almería,RAC,ICE,1
2026,06,18,BMW,04,Almería,Corporate,ICE,2
2026,06,18,CITROEN,04,Almería,Corporate,ICE,2
2026,06,18,CITROEN,04,Almería,Private,ICE,1
2026,06,18,CUPRA,04,Almería,Private,PHEV,1
2026,06,18,DACIA,04,Almería,Corporate,ICE,1
2026,06,18,DACIA,04,Almería,Private,ICE,4
2026,06,18,FORD,04,Almería,Corporate,ICE,3
2026,06,18,FORD,04,Almería,Corporate,PHEV,1
2026,06,18,FORD,04,Almería,Private,ICE,2
2026,06,18,HYUNDAI,04,Almería,Private,ICE,1
2026,06,18,JAECOO,04,Almería,Private,PHEV,1
2026,06,18,KG MOBILITY,04,Almería,Private,ICE,1
2026,06,18,KIA,04,Almería,Private,ICE,2
2026,06,18,LYNK & CO,04,Almería,Private,PHEV,1
2026,06,18,MAZDA,04,Almería,Private,ICE,1
2026,06,18,MERCEDES-COMMERCIAL,04,Almería,Private,ICE,1
2026,06,18,MERCEDES-V,04,Almería,Corporate,ICE,1
2026,06,18,MG,04,Almería,Private,ICE,2
2026,06,18,MG,04,Almería,Private,PHEV,1
2026,06,18,MINI,04,Almería,Private,ICE,1
2026,06,18,MITSUBISHI,04,Almería,Private,PHEV,1
2026,06,18,OMODA,04,Almería,Corporate,PHEV,2
2026,06,18,OMODA,04,Almería,Private,ICE,3
2026,06,18,OMODA,04,Almería,Private,PHEV,1
2026,06,18,PEUGEOT,04,Almería,Private,ICE,3
2026,06,18,RENAULT,04,Almería,Corporate,ICE,4
2026,06,18,RENAULT,04,Almería,Private,BEV,1
2026,06,18,SANTANA,04,Almería,Corporate,PHEV,1
2026,06,18,SEAT,04,Almería,Private,ICE,2
2026,06,18,SKODA,04,Almería,Corporate,BEV,1
2026,06,18,SKODA,04,Almería,Private,BEV,1
2026,06,18,TOYOTA,04,Almería,Corporate,ICE,2
2026,06,18,TOYOTA,04,Almería,Corporate,PHEV,2
2026,06,18,TOYOTA,04,Almería,Private,ICE,1
2026,06,18,TOYOTA,04,Almería,Private,PHEV,1
2026,06,18,VOLKSWAGEN,04,Almería,Corporate,ICE,1
2026,06,18,BMW,05,Ávila,Corporate,ICE,1
2026,06,18,DACIA,05,Ávila,Private,ICE,1
2026,06,18,FORD,05,Ávila,Private,ICE,1
2026,06,18,MERCEDES,05,Ávila,Private,PHEV,1
2026,06,18,MG,05,Ávila,Private,ICE,1
2026,06,18,SKODA,05,Ávila,Private,ICE,1
2026,06,18,VOLKSWAGEN,05,Ávila,Private,BEV,1
2026,06,18,VOLKSWAGEN,05,Ávila,Private,ICE,1
2026,06,18,BMW,06,Badajoz,Corporate,ICE,1
2026,06,18,BYD,06,Badajoz,Private,BEV,1
2026,06,18,BYD,06,Badajoz,Private,PHEV,1
2026,06,18,DACIA,06,Badajoz,Private,ICE,2
2026,06,18,FORD,06,Badajoz,Corporate,ICE,1
2026,06,18,FORD,06,Badajoz,Corporate,PHEV,1
2026,06,18,HYUNDAI,06,Badajoz,Private,ICE,1
2026,06,18,IGLUVAN,06,Badajoz,Corporate,ICE,2
2026,06,18,KG MOBILITY,06,Badajoz,Corporate,ICE,1
2026,06,18,LAND ROVER,06,Badajoz,Corporate,ICE,1
2026,06,18,LYNK & CO,06,Badajoz,Private,PHEV,1
2026,06,18,MERCEDES,06,Badajoz,Private,BEV,1
2026,06,18,OMODA,06,Badajoz,Private,PHEV,2
2026,06,18,PEUGEOT,06,Badajoz,Private,ICE,1
2026,06,18,SANTANA,06,Badajoz,Corporate,ICE,1
2026,06,18,TESLA,06,Badajoz,Private,BEV,1
2026,06,18,TOYOTA,06,Badajoz,Corporate,ICE,1
2026,06,18,TOYOTA,06,Badajoz,Private,ICE,4
2026,06,18,VOLKSWAGEN,06,Badajoz,Corporate,BEV,1
2026,06,18,VOLKSWAGEN,06,Badajoz,Private,ICE,2
2026,06,18,VOLKSWAGEN,06,Badajoz,Private,PHEV,1
2026,06,18,AUDI,07,Baleares,Private,ICE,1
2026,06,18,AUDI,07,Baleares,RAC,ICE,1
2026,06,18,BMW,07,Baleares,Corporate,ICE,1
2026,06,18,BMW,07,Baleares,Private,ICE,1
2026,06,18,BMW,07,Baleares,RAC,ICE,1
2026,06,18,BYD,07,Baleares,Private,BEV,3
2026,06,18,BYD,07,Baleares,Private,PHEV,2
2026,06,18,CITROEN,07,Baleares,Corporate,ICE,1
2026,06,18,CITROEN,07,Baleares,Private,ICE,2
2026,06,18,DACIA,07,Baleares,Corporate,ICE,1
2026,06,18,DACIA,07,Baleares,Private,ICE,7
2026,06,18,EBRO,07,Baleares,Private,ICE,2
2026,06,18,FIAT,07,Baleares,Private,ICE,2
2026,06,18,FORD,07,Baleares,Corporate,ICE,3
2026,06,18,FORD,07,Baleares,Private,PHEV,1
2026,06,18,HYUNDAI,07,Baleares,Private,BEV,2
2026,06,18,HYUNDAI,07,Baleares,Private,ICE,1
2026,06,18,HYUNDAI,07,Baleares,Private,PHEV,1
2026,06,18,ISUZU,07,Baleares,Corporate,ICE,1
2026,06,18,IVECO,07,Baleares,Corporate,ICE,1
2026,06,18,JAECOO,07,Baleares,Private,PHEV,1
2026,06,18,JEEP,07,Baleares,Private,ICE,3
2026,06,18,KIA,07,Baleares,Private,BEV,1
2026,06,18,KIA,07,Baleares,Private,ICE,1
2026,06,18,LEAPMOTOR,07,Baleares,Private,BEV,2
2026,06,18,LEXUS,07,Baleares,Private,PHEV,1
2026,06,18,MAZDA,07,Baleares,Private,ICE,2
2026,06,18,MERCEDES,07,Baleares,RAC,ICE,3
2026,06,18,MERCEDES-COMMERCIAL,07,Baleares,Private,ICE,1
2026,06,18,MERCEDES-V,07,Baleares,Corporate,ICE,2
2026,06,18,MG,07,Baleares,Private,ICE,1
2026,06,18,MINI,07,Baleares,Private,ICE,2
2026,06,18,OMODA,07,Baleares,Private,ICE,1
2026,06,18,OPEL,07,Baleares,Private,BEV,1
2026,06,18,OPEL,07,Baleares,Private,ICE,4
2026,06,18,PEUGEOT,07,Baleares,Corporate,ICE,1
2026,06,18,PEUGEOT,07,Baleares,Private,ICE,7
2026,06,18,PORSCHE,07,Baleares,Private,BEV,1
2026,06,18,PORSCHE,07,Baleares,Private,ICE,2
2026,06,18,RENAULT,07,Baleares,Private,BEV,2
2026,06,18,RENAULT,07,Baleares,Private,ICE,3
2026,06,18,SEAT,07,Baleares,Private,ICE,2
2026,06,18,SHINERAY,07,Baleares,Private,ICE,1
2026,06,18,SKODA,07,Baleares,Private,ICE,5
2026,06,18,SUZUKI,07,Baleares,RAC,ICE,3
2026,06,18,TECNOVE FIBERGLASS,07,Baleares,Corporate,ICE,4
2026,06,18,TESLA,07,Baleares,Private,BEV,1
2026,06,18,TOYOTA,07,Baleares,Private,BEV,1
2026,06,18,TOYOTA,07,Baleares,Private,ICE,10
2026,06,18,VOLKSWAGEN,07,Baleares,Corporate,ICE,1
2026,06,18,VOLKSWAGEN,07,Baleares,Private,ICE,3
2026,06,18,VOLVO,07,Baleares,Private,ICE,1
2026,06,18,AUDI,08,Barcelona,Corporate,ICE,1
2026,06,18,AUDI,08,Barcelona,Corporate,PHEV,1
2026,06,18,AUDI,08,Barcelona,Private,ICE,5
2026,06,18,AUDI,08,Barcelona,Private,PHEV,1
2026,06,18,BARBANY,08,Barcelona,Corporate,ICE,1
2026,06,18,BMW,08,Barcelona,Corporate,ICE,6
2026,06,18,BMW,08,Barcelona,Corporate,PHEV,2
2026,06,18,BMW,08,Barcelona,Private,BEV,2
2026,06,18,BMW,08,Barcelona,Private,ICE,3
2026,06,18,BMW,08,Barcelona,Private,PHEV,1
2026,06,18,BYD,08,Barcelona,Corporate,BEV,1
2026,06,18,BYD,08,Barcelona,Corporate,PHEV,1
2026,06,18,BYD,08,Barcelona,Private,BEV,4
2026,06,18,BYD,08,Barcelona,Private,PHEV,7
2026,06,18,CAYVOL,08,Barcelona,Private,ICE,1
2026,06,18,CHALLENGER,08,Barcelona,Private,ICE,3
2026,06,18,CITROEN,08,Barcelona,Corporate,BEV,1
2026,06,18,CITROEN,08,Barcelona,Corporate,ICE,4
2026,06,18,CITROEN,08,Barcelona,Private,BEV,5
2026,06,18,CITROEN,08,Barcelona,Private,ICE,8
2026,06,18,CUPRA,08,Barcelona,Corporate,BEV,8
2026,06,18,CUPRA,08,Barcelona,Corporate,ICE,1
2026,06,18,CUPRA,08,Barcelona,Corporate,PHEV,50
2026,06,18,CUPRA,08,Barcelona,Private,BEV,2
2026,06,18,CUPRA,08,Barcelona,Private,ICE,4
2026,06,18,CUPRA,08,Barcelona,Private,PHEV,11
2026,06,18,DACIA,08,Barcelona,Corporate,ICE,1
2026,06,18,DACIA,08,Barcelona,Private,ICE,34
2026,06,18,DEEPAL,08,Barcelona,Private,BEV,2
