anyo,mes,dia,cod_prov,provincia,canal,fuel_type,count
2026,06,02,00,Desconocida,Private,BEV,1
2026,06,02,00,Desconocida,Private,ICE,1
2026,06,02,01,Álava,Corporate,BEV,1
2026,06,02,01,Álava,Corporate,ICE,4
2026,06,02,01,Álava,Private,BEV,1
2026,06,02,01,Álava,Private,ICE,5
2026,06,02,01,Álava,Private,PHEV,1
2026,06,02,02,Albacete,Corporate,ICE,1
2026,06,02,02,Albacete,Private,BEV,2
2026,06,02,02,Albacete,Private,ICE,4
2026,06,02,03,Alicante,Corporate,BEV,3
2026,06,02,03,Alicante,Corporate,ICE,18
2026,06,02,03,Alicante,Corporate,PHEV,3
2026,06,02,03,Alicante,Private,BEV,23
2026,06,02,03,Alicante,Private,ICE,43
2026,06,02,03,Alicante,Private,PHEV,6
2026,06,02,03,Alicante,RAC,BEV,6
2026,06,02,03,Alicante,RAC,ICE,149
2026,06,02,04,Almería,Corporate,ICE,4
2026,06,02,04,Almería,Private,BEV,2
2026,06,02,04,Almería,Private,ICE,9
2026,06,02,04,Almería,Private,PHEV,5
2026,06,02,04,Almería,RAC,ICE,1
2026,06,02,05,Ávila,Corporate,ICE,1
2026,06,02,05,Ávila,Private,BEV,1
2026,06,02,05,Ávila,Private,ICE,2
2026,06,02,06,Badajoz,Corporate,ICE,2
2026,06,02,06,Badajoz,Private,BEV,1
2026,06,02,06,Badajoz,Private,ICE,1
2026,06,02,06,Badajoz,Private,PHEV,2
2026,06,02,07,Baleares,Corporate,BEV,3
2026,06,02,07,Baleares,Corporate,ICE,7
2026,06,02,07,Baleares,Private,BEV,13
2026,06,02,07,Baleares,Private,ICE,23
2026,06,02,07,Baleares,Private,PHEV,4
2026,06,02,07,Baleares,RAC,ICE,236
2026,06,02,08,Barcelona,Corporate,BEV,13
2026,06,02,08,Barcelona,Corporate,ICE,17
2026,06,02,08,Barcelona,Corporate,PHEV,10
2026,06,02,08,Barcelona,Private,BEV,36
2026,06,02,08,Barcelona,Private,ICE,134
2026,06,02,08,Barcelona,Private,PHEV,15
2026,06,02,08,Barcelona,RAC,ICE,2
2026,06,02,09,Burgos,Corporate,BEV,1
2026,06,02,09,Burgos,Corporate,ICE,3
2026,06,02,09,Burgos,Corporate,PHEV,1
2026,06,02,09,Burgos,Private,BEV,2
2026,06,02,09,Burgos,Private,ICE,5
2026,06,02,09,Burgos,RAC,ICE,1
2026,06,02,10,Cáceres,Corporate,ICE,1
2026,06,02,10,Cáceres,Private,ICE,3
2026,06,02,11,Cádiz,Corporate,BEV,3
2026,06,02,11,Cádiz,Corporate,ICE,2
2026,06,02,11,Cádiz,Private,BEV,2
2026,06,02,11,Cádiz,Private,ICE,13
2026,06,02,11,Cádiz,Private,PHEV,2
2026,06,02,12,Castellón,Corporate,BEV,1
2026,06,02,12,Castellón,Corporate,ICE,14
2026,06,02,12,Castellón,Private,BEV,2
2026,06,02,12,Castellón,Private,ICE,10
2026,06,02,12,Castellón,Private,PHEV,1
2026,06,02,12,Castellón,RAC,PHEV,40
2026,06,02,13,Ciudad Real,Corporate,ICE,2
2026,06,02,13,Ciudad Real,Private,BEV,2
2026,06,02,13,Ciudad Real,Private,ICE,6
2026,06,02,14,Córdoba,Corporate,ICE,4
2026,06,02,14,Córdoba,Corporate,PHEV,3
2026,06,02,14,Córdoba,Private,BEV,3
2026,06,02,14,Córdoba,Private,ICE,10
2026,06,02,14,Córdoba,Private,PHEV,1
2026,06,02,15,A Coruña,Corporate,BEV,3
2026,06,02,15,A Coruña,Corporate,ICE,9
2026,06,02,15,A Coruña,Private,BEV,2
2026,06,02,15,A Coruña,Private,ICE,11
2026,06,02,15,A Coruña,RAC,ICE,1
2026,06,02,16,Cuenca,Corporate,BEV,1
2026,06,02,16,Cuenca,Corporate,PHEV,1
2026,06,02,16,Cuenca,Private,ICE,4
2026,06,02,17,Girona,Corporate,ICE,7
2026,06,02,17,Girona,Corporate,PHEV,1
2026,06,02,17,Girona,Private,BEV,7
2026,06,02,17,Girona,Private,ICE,22
2026,06,02,17,Girona,Private,PHEV,3
2026,06,02,18,Granada,Corporate,BEV,2
2026,06,02,18,Granada,Corporate,ICE,2
2026,06,02,18,Granada,Private,ICE,16
2026,06,02,18,Granada,Private,PHEV,1
2026,06,02,18,Granada,RAC,ICE,1
