anyo,mes,marca,modelo,canal,fuel_type,fuel,segmento,subseg,hp,body_type,count
2025,03,3 CARROCEROS,,Corporate,ICE,Diesel,,,,,5
2025,03,3 CARROCEROS,,Corporate,ICE,Gas Licuado con petroleo (GLP),,,,,10
2025,03,3 CARROCEROS,,Private,ICE,Diesel,,,,,1
2025,03,3 CARROCEROS,,RAC,ICE,Diesel,,,,,1
2025,03,A.A. AIRBUS,,RAC,ICE,Diesel,,,,,16
2025,03,ABARTH,500,Corporate,BEV,Electrico,UKL0,REST,Standard,HACH 3P,2
2025,03,ACROSS,,RAC,ICE,Diesel,,,,,1
2025,03,ADRIA,,Private,ICE,Diesel,,,,,15
2025,03,ADRIA,,RAC,ICE,Diesel,,,,,6
2025,03,AGUINAGA,,Corporate,ICE,Diesel,,,,,2
2025,03,ALFA ROMEO,GIULIA,Corporate,ICE,Diesel,KKL,REST,Standard,SEDAN,1
2025,03,ALFA ROMEO,GIULIA,Private,ICE,Diesel,KKL,REST,Standard,SEDAN,2
2025,03,ALFA ROMEO,JUNIOR,Corporate,BEV,Electrico,UKL1,REST,Standard,SAV,7
2025,03,ALFA ROMEO,JUNIOR,Corporate,ICE,Electrico,UKL1,REST,Standard,SAV,61
2025,03,ALFA ROMEO,JUNIOR,Private,ICE,Electrico,UKL1,REST,Standard,SAV,36
2025,03,ALFA ROMEO,JUNIOR,RAC,ICE,Electrico,UKL1,REST,Standard,SAV,38
2025,03,ALFA ROMEO,STELVIO,Corporate,ICE,Diesel,KKL,REST,Standard,SAV,16
2025,03,ALFA ROMEO,STELVIO,Private,ICE,Diesel,KKL,REST,Standard,SAV,2
2025,03,ALFA ROMEO,STELVIO,RAC,ICE,Diesel,KKL,REST,Standard,SAV,3
2025,03,ALFA ROMEO,TONALE,Corporate,ICE,Diesel,UKL2,REST,Standard,SAV,34
2025,03,ALFA ROMEO,TONALE,Corporate,PHEV,Diesel,UKL2,REST,Standard,SAV,3
2025,03,ALFA ROMEO,TONALE,Private,ICE,Diesel,UKL2,REST,Standard,SAV,1
2025,03,ALFA ROMEO,TONALE,Private,PHEV,Diesel,UKL2,REST,Standard,SAV,3
2025,03,ALFA ROMEO,TONALE,RAC,ICE,Diesel,UKL2,REST,Standard,SAV,26
2025,03,ALFABUS,,Corporate,BEV,Electrico,,,,,3
2025,03,ALFABUS,,RAC,BEV,Electrico,,,,,5
2025,03,ALLIED VEHICLES LTD,,Corporate,ICE,Diesel,,,,,1
2025,03,ALLIED VEHICLES LTD,,Private,ICE,Diesel,,,,,2
2025,03,ALPINE,,Corporate,BEV,Electrico,,,,,12
2025,03,ALPINE,,Corporate,ICE,Gasolina,,,,,2
