anyo,mes,marca,canal,count
2024,06,3 CARROCEROS,Corporate,7
2024,06,A.A. AIRBUS,RAC,14
2024,06,ABARTH,Private,1
2024,06,ACROSS,Private,1
2024,06,ACROSS,RAC,1
2024,06,ADRIA,Corporate,2
2024,06,ADRIA,Private,26
2024,06,ADRIA,RAC,3
2024,06,AGUINAGA,Corporate,1
2024,06,AIWAYS,Corporate,22
2024,06,AIWAYS,Private,1
2024,06,ALFA ROMEO,Corporate,96
2024,06,ALFA ROMEO,Private,11
2024,06,ALFA ROMEO,RAC,82
2024,06,ALLIED VEHICLES LTD,Corporate,1
2024,06,ALLIED VEHICLES LTD,Private,1
2024,06,ALMANSA,Corporate,1
2024,06,ALPINE,Corporate,1
2024,06,ALPINE,Private,2
2024,06,ALQUIBER QUALITY,Corporate,24
2024,06,ALQUIBER QUALITY,RAC,3
2024,06,"ALQUIBER QUALITY, S.A.",Corporate,3
2024,06,"ALQUIBER QUALITY, S.A.",RAC,7
2024,06,ANGEL BRUGUERA FONT,Corporate,2
2024,06,ANTONIO JURADO GONZALEZ,Corporate,1
2024,06,ANTONIO JURADO GONZALEZ,Private,1
2024,06,API CZ,Private,1
2024,06,ASTON MARTIN,Corporate,3
2024,06,ASTON MARTIN,Private,3
2024,06,ATALAYA,RAC,2
2024,06,ATIS,Corporate,1
2024,06,AUDI,Corporate,1766
2024,06,AUDI,Private,1145
2024,06,AUDI,RAC,1244
2024,06,AUTOMOBILI LAMBORGHINI S.P.A.,Corporate,4
2024,06,AUTOMOBILI LAMBORGHINI S.P.A.,Private,3
2024,06,AUTOMOBILI LAMBORGHINI S.P.A.,RAC,2
2024,06,BAHIA V.I.,Private,2
2024,06,BALEAR DE CARROSSERIES,RAC,1
2024,06,BARBANY,Corporate,9
2024,06,BARBANY,RAC,7
2024,06,BAW,Corporate,1
2024,06,BAYCAR,Corporate,2
2024,06,BENIMAR,Corporate,3
2024,06,BENIMAR,Private,67
2024,06,BENIMAR,RAC,38
2024,06,BENTLEY,Corporate,1
2024,06,BENTLEY,Private,7
2024,06,BERGADA,Corporate,1
2024,06,BERGADANA,Corporate,2
2024,06,BERGADANA,Private,1
2024,06,BEULAS,Corporate,1
2024,06,BEULAS,RAC,2
2024,06,BLUCAMP,RAC,4
2024,06,BMW,Corporate,2735
2024,06,BMW,Private,1122
2024,06,BMW,RAC,738
2024,06,BOMBARDIER,Corporate,1
2024,06,BOMBARDIER REC PROD INC,Private,1
2024,06,BRP,Corporate,6
2024,06,BRP,Private,1
2024,06,BRP,RAC,8
