anyo,mes,marca,canal,count
2023,11,3 CARROCEROS,Corporate,3
2023,11,3 CARROCEROS,RAC,1
2023,11,ABARTH,Corporate,1
2023,11,ABARTH,Private,3
2023,11,ACROSS,RAC,2
2023,11,ACTIVITY,Corporate,1
2023,11,ACTIVITY,RAC,1
2023,11,ACURA,Corporate,1
2023,11,ADRIA,Corporate,2
2023,11,ADRIA,Private,14
2023,11,ADRIA,RAC,4
2023,11,AIWAYS,Private,1
2023,11,ALFA ROMEO,Corporate,156
2023,11,ALFA ROMEO,Private,23
2023,11,ALFA ROMEO,RAC,69
2023,11,ALFOZ,Corporate,1
2023,11,ALLIED,Corporate,1
2023,11,ALLIED VEHICLES LTD,Private,2
2023,11,ALPINE,Private,1
2023,11,"ALQUIBER QUALITY, S.A.",Corporate,6
2023,11,"ALQUIBER QUALITY, S.A.",Private,1
2023,11,"ALQUIBER QUALITY, S.A.",RAC,16
2023,11,ANGEL BRUGUERA FONT,Corporate,1
2023,11,ARES,Corporate,2
2023,11,ASTON MARTIN,Private,1
2023,11,ATALAYA,Corporate,3
2023,11,ATALAYA,RAC,1
2023,11,AUDI,Corporate,1876
2023,11,AUDI,Private,790
2023,11,AUDI,RAC,27
2023,11,AUTOBALERMA,RAC,1
2023,11,AUTOMOBILI LAMBORGHINI S.P.A.,Corporate,1
2023,11,AUTOMOBILI LAMBORGHINI S.P.A.,Private,1
2023,11,BAHIA V.I.,Corporate,2
2023,11,BALEAR DE CARROSSERIES,Corporate,1
2023,11,BARBANY,Corporate,5
2023,11,BARBANY,Private,2
2023,11,BARBANY,RAC,1
2023,11,BASCULANTES FUSEMUR,Corporate,1
2023,11,BAYCAR,Corporate,1
2023,11,BENIMAR,Corporate,2
2023,11,BENIMAR,Private,34
2023,11,BENIMAR,RAC,4
2023,11,BENTLEY,Corporate,2
2023,11,BENTLEY,Private,3
2023,11,BERGADA,Corporate,1
2023,11,BERGADANA,Corporate,4
2023,11,BERGADANA,Private,35
2023,11,BLUCAMP,Private,1
2023,11,BMW,Corporate,2466
2023,11,BMW,Private,1268
2023,11,BMW,RAC,12
2023,11,BOMBARDIER,Private,2
2023,11,BRAVIA,Private,1
2023,11,BRP,Corporate,3
2023,11,BRP,Private,8
2023,11,BULLFUEGO,Corporate,1
2023,11,BUNKERVAN,Corporate,2
2023,11,BUNKERVAN,Private,1
2023,11,BURSTNER GMBH,Private,1
2023,11,BYD,Corporate,42
2023,11,BYD,Private,120
2023,11,CAETANO,Corporate,2
2023,11,CAFRAN,Corporate,1
2023,11,CAFRISE,Corporate,2
2023,11,CAFRISE,Private,1
2023,11,CAFRISE,RAC,1
2023,11,CAPRON,Private,3
2023,11,CAPRON,RAC,5
2023,11,CAPRON GMBH,Corporate,1
2023,11,CAPRON GMBH,Private,4
2023,11,CAPRON GMBH,RAC,4
2023,11,CAR-BUS.NET,Corporate,1
2023,11,CARROCER.FRIGOR.SEVILLA,Corporate,4
2023,11,CARROCER.FRIGOR.SEVILLA,RAC,2
2023,11,CARROCERIAS CARRAÑACA,Corporate,1
2023,11,CARROCERIAS CITY,Corporate,21
2023,11,CARROCERIAS CITY,RAC,20
2023,11,CARROCERIAS CORRAL,Corporate,1
2023,11,CARROCERIAS CREVILLENTE,Corporate,2
2023,11,CARROCERIAS CREVILLENTE,RAC,2
2023,11,CARROCERIAS DAFER,Corporate,3
2023,11,CARROCERIAS EL GALLO,Corporate,6
2023,11,CARROCERIAS GRANADA,Corporate,7
2023,11,CARROCERIAS JANKAR,Corporate,1
2023,11,CARROCERIAS MINDA,Corporate,6
2023,11,CARROCERIAS MINDA,RAC,5
2023,11,CARROCERIAS OKA,Corporate,1
2023,11,CARROCERIAS REVERTE,Corporate,1
2023,11,CARROCERIAS SANCA,Corporate,3
2023,11,CARROCERIAS SANCA,Private,4
2023,11,CARROCERIAS SANCA,RAC,4
2023,11,CARROCERIAS SANCA SA,Corporate,17
2023,11,CARROCERIAS SANCA SA,Private,1
2023,11,CARROCERIAS SEVILLA,Corporate,20
2023,11,CARROCERIAS YECLA,Corporate,1
2023,11,CARROSSERIES TOLOSA,Corporate,2
2023,11,CARROZADOS TECAI,Corporate,3
2023,11,CARROZADOS TECAI,Private,2
2023,11,CARROZADOS TECAI,RAC,12
2023,11,CARTHAGO,Private,2
2023,11,CASALINI,Private,1
2023,11,CASTROSUA,Corporate,7
2023,11,CAYVOL,Corporate,19
2023,11,CENNTRO,Corporate,1
2023,11,CERRAJERIA AURELIO,Corporate,2
2023,11,CFMOTO,Corporate,3
2023,11,CFMOTO,Private,16
2023,11,CHALLENGER,Corporate,1
2023,11,CHALLENGER,Private,17
2023,11,CHAPISTERIA V.I.,Corporate,1
2023,11,CHAPISTERIA V.I.,RAC,6
2023,11,CHEVROLET,Corporate,3
2023,11,CHT,Corporate,13
2023,11,CITROEN,Corporate,2797
2023,11,CITROEN,Private,1529
2023,11,CITROEN,RAC,467
2023,11,CITROEN/ERKE,Corporate,1
2023,11,COCAR,Corporate,2
2023,11,CODETRANS,Corporate,61
2023,11,CODETRANS,Private,3
2023,11,COINPOL,Corporate,30
2023,11,COINPOL,Private,1
2023,11,COINPOL,RAC,31
2023,11,COLD CAR,RAC,14
2023,11,COMPOSITES REFORZADOS,Corporate,2
2023,11,CONGRUAL,Corporate,1
2023,11,COOLGADES,Corporate,2
2023,11,CORVUS,Corporate,3
2023,11,COVALCA,Corporate,3
2023,11,COVALCA,Private,1
2023,11,CUBY,Corporate,2
2023,11,CUPRA,Corporate,533
2023,11,CUPRA,Private,407
2023,11,CUPRA,RAC,181
2023,11,DACIA,Corporate,803
2023,11,DACIA,Private,3988
2023,11,DACIA,RAC,30
2023,11,DETHLEFFS,Corporate,1
2023,11,DETHLEFFS,Private,2
2023,11,DFSK,Corporate,47
2023,11,DFSK,Private,14
2023,11,DFSK,RAC,30
2023,11,DIGAL,Corporate,3
2023,11,DIGAL,Private,1
2023,11,DIVISEGUR CATALUNYA,Corporate,5
2023,11,DIVISEGUR CATALUNYA,Private,12
2023,11,DIVISEGUR CATALUNYA,RAC,1
2023,11,DODGE,Corporate,1
2023,11,DR,Corporate,15
2023,11,DR,Private,24
2023,11,DR,RAC,13
2023,11,DREAMER,Private,3
2023,11,DS,Corporate,332
2023,11,DS,Private,94
2023,11,DS,RAC,160
