anyo,mes,marca,modelo,canal,fuel_type,fuel,segmento,subseg,hp,body_type,count
2023,05,3 CARROCEROS,,Corporate,ICE,Diesel,,,,,8
2023,05,ACROSS,,Private,ICE,Diesel,,,,,1
2023,05,ACROSS,,RAC,ICE,Diesel,,,,,3
2023,05,ADRIA,,Corporate,ICE,Diesel,,,,,1
2023,05,ADRIA,,Private,ICE,Diesel,,,,,30
2023,05,ADRIA,,RAC,ICE,Diesel,,,,,7
2023,05,AGUINAGA,,Corporate,ICE,Diesel,,,,,1
2023,05,AIWAYS,U5,Private,BEV,Electrico,UKL2,REST,Standard,SAV,2
2023,05,ALFA ROMEO,GIULIA,Corporate,ICE,Diesel,KKL,REST,Standard,SEDAN,9
2023,05,ALFA ROMEO,GIULIA,Private,ICE,Diesel,KKL,REST,Standard,SEDAN,1
2023,05,ALFA ROMEO,STELVIO,Corporate,ICE,Diesel,KKL,REST,Standard,SAV,68
2023,05,ALFA ROMEO,STELVIO,Private,ICE,Diesel,KKL,REST,Standard,SAV,1
2023,05,ALFA ROMEO,STELVIO,RAC,ICE,Diesel,KKL,REST,Standard,SAV,4
2023,05,ALFA ROMEO,TONALE,Corporate,ICE,Diesel,UKL2,REST,Standard,SAV,17
2023,05,ALFA ROMEO,TONALE,Corporate,PHEV,Diesel,UKL2,REST,Standard,SAV,14
2023,05,ALFA ROMEO,TONALE,Private,ICE,Diesel,UKL2,REST,Standard,SAV,4
2023,05,ALFA ROMEO,TONALE,Private,PHEV,Diesel,UKL2,REST,Standard,SAV,6
2023,05,ALFA ROMEO,TONALE,RAC,ICE,Diesel,UKL2,REST,Standard,SAV,103
2023,05,ALFA ROMEO,TONALE,RAC,PHEV,Diesel,UKL2,REST,Standard,SAV,16
2023,05,ALFOZ,,Private,ICE,Diesel,,,,,1
2023,05,ALLIED VEHICLES LTD,,Corporate,ICE,Diesel,,,,,1
2023,05,ALLIED VEHICLES LTD,,Private,ICE,Diesel,,,,,1
2023,05,ALPINE,,Corporate,ICE,Gasolina,,,,,3
2023,05,"ALQUIBER QUALITY, S.A.",,Corporate,ICE,Diesel,,,,,13
2023,05,"ALQUIBER QUALITY, S.A.",,RAC,ICE,Diesel,,,,,23
2023,05,ANTOLI,,Corporate,ICE,Diesel,,,,,1
2023,05,ANTONIO JURADO GONZALEZ,,Corporate,ICE,Diesel,,,,,2
2023,05,ARB ARBUCIES,,Corporate,ICE,Diesel,,,,,1
2023,05,ARB ARBUCIES,,Private,ICE,Diesel,,,,,1
2023,05,ARES,,Corporate,BEV,Electrico,,,,,8
2023,05,ASTON MARTIN,,Corporate,ICE,Gasolina,,,,,1
2023,05,ASTON MARTIN,,RAC,ICE,Gasolina,,,,,1
2023,05,ASTON MARTIN,VANTAGE,Private,ICE,Gasolina,GKL,FOCUS SEGMENT,Standard,COUPE,1
2023,05,AUDI,,Corporate,BEV,Electrico,,,,,4
2023,05,AUDI,,Corporate,ICE,Gasolina,,,,,5
2023,05,AUDI,,Private,BEV,Electrico,,,,,5
2023,05,AUDI,,Private,ICE,Gasolina,,,,,2
2023,05,AUDI,,RAC,BEV,Electrico,,,,,2
2023,05,AUDI,A1,Corporate,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,263
2023,05,AUDI,A1,Private,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,116
2023,05,AUDI,A1,RAC,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,346
2023,05,AUDI,A3,Corporate,ICE,Diesel,UKL2,FOCUS SEGMENT,Standard,HACH 5P,330
2023,05,AUDI,A3,Corporate,PHEV,Diesel,UKL2,FOCUS SEGMENT,Standard,HACH 5P,19
2023,05,AUDI,A3,Private,ICE,Diesel,UKL2,FOCUS SEGMENT,Standard,HACH 5P,188
2023,05,AUDI,A3,Private,PHEV,Diesel,UKL2,FOCUS SEGMENT,Standard,HACH 5P,18
2023,05,AUDI,A3,RAC,ICE,Diesel,UKL2,FOCUS SEGMENT,Standard,HACH 5P,323
2023,05,AUDI,A4,Corporate,ICE,Diesel Mild Hybrid,KKL,FOCUS SEGMENT,Standard,SEDAN,72
2023,05,AUDI,A4,Private,ICE,Diesel Mild Hybrid,KKL,FOCUS SEGMENT,Standard,SEDAN,12
2023,05,AUDI,A4,RAC,ICE,Diesel Mild Hybrid,KKL,FOCUS SEGMENT,Standard,SEDAN,24
2023,05,AUDI,A4 ALLROAD,Corporate,ICE,Diesel Mild Hybrid,KKL,FOCUS SEGMENT,Standard,ESTATE,6
2023,05,AUDI,A4 ALLROAD,Private,ICE,Diesel Mild Hybrid,KKL,FOCUS SEGMENT,Standard,ESTATE,4
2023,05,AUDI,A4 ALLROAD,RAC,ICE,Diesel Mild Hybrid,KKL,FOCUS SEGMENT,Standard,ESTATE,6
2023,05,AUDI,A5,Corporate,ICE,Diesel,KKL,FOCUS SEGMENT,Standard,SEDAN,31
2023,05,AUDI,A5,Private,ICE,Diesel,KKL,FOCUS SEGMENT,Standard,SEDAN,24
2023,05,AUDI,A5,RAC,ICE,Diesel,KKL,FOCUS SEGMENT,Standard,SEDAN,43
2023,05,AUDI,A6,Corporate,ICE,Diesel Mild Hybrid,MKL,FOCUS SEGMENT,Standard,ESTATE,24
2023,05,AUDI,A6,Corporate,PHEV,Diesel Mild Hybrid,MKL,FOCUS SEGMENT,Standard,ESTATE,14
2023,05,AUDI,A6,Private,ICE,Diesel Mild Hybrid,MKL,FOCUS SEGMENT,Standard,ESTATE,5
2023,05,AUDI,A6,Private,PHEV,Diesel Mild Hybrid,MKL,FOCUS SEGMENT,Standard,ESTATE,2
2023,05,AUDI,A6,RAC,ICE,Diesel Mild Hybrid,MKL,FOCUS SEGMENT,Standard,ESTATE,42
2023,05,AUDI,A6 ALLROAD,Corporate,ICE,Diesel Mild Hybrid,MKL,FOCUS SEGMENT,Standard,ESTATE,5
