anyo,mes,marca,cod_prov,provincia,canal,fuel_type,count
2024,01,AUDI,00,Desconocida,Private,ICE,1
2024,01,BMW,00,Desconocida,Private,ICE,1
2024,01,BMW,00,Desconocida,Private,PHEV,2
2024,01,FIAT,00,Desconocida,Private,ICE,2
2024,01,MERCEDES,00,Desconocida,Private,ICE,1
2024,01,MERCEDES-V,00,Desconocida,Corporate,ICE,1
2024,01,RAPIDO,00,Desconocida,Private,ICE,1
2024,01,TOYOTA,00,Desconocida,Corporate,ICE,2
2024,01,TOYOTA,00,Desconocida,Private,ICE,2
2024,01,VOLKSWAGEN,00,Desconocida,Private,ICE,1
2024,01,VOLVO,00,Desconocida,Private,ICE,1
2024,01,VOLVO,00,Desconocida,Private,PHEV,1
2024,01,AUDI,01,Álava,Corporate,ICE,3
2024,01,AUDI,01,Álava,Corporate,PHEV,1
2024,01,AUDI,01,Álava,Private,ICE,6
2024,01,BENIMAR,01,Álava,Private,ICE,1
2024,01,BMW,01,Álava,Corporate,BEV,1
2024,01,BMW,01,Álava,Corporate,ICE,3
2024,01,BMW,01,Álava,Corporate,PHEV,1
2024,01,BMW,01,Álava,Private,ICE,4
2024,01,CAPRON,01,Álava,RAC,ICE,1
2024,01,CITROEN,01,Álava,Corporate,ICE,22
2024,01,CITROEN,01,Álava,Corporate,PHEV,1
2024,01,CITROEN,01,Álava,Private,ICE,9
2024,01,CITROEN,01,Álava,RAC,ICE,1
2024,01,CUPRA,01,Álava,Corporate,BEV,2
2024,01,CUPRA,01,Álava,Corporate,ICE,1
2024,01,CUPRA,01,Álava,Corporate,PHEV,1
2024,01,CUPRA,01,Álava,Private,ICE,2
2024,01,DACIA,01,Álava,Private,ICE,14
2024,01,DR,01,Álava,Private,ICE,2
2024,01,DS,01,Álava,Private,ICE,2
2024,01,DS,01,Álava,Private,PHEV,3
2024,01,FIAT,01,Álava,Corporate,ICE,3
2024,01,FIAT,01,Álava,Private,ICE,2
2024,01,FLOMEYCA,01,Álava,Corporate,ICE,1
2024,01,FORD,01,Álava,Corporate,BEV,1
2024,01,FORD,01,Álava,Corporate,ICE,4
2024,01,FORD,01,Álava,Private,ICE,6
2024,01,GORBEA,01,Álava,Corporate,ICE,3
2024,01,HONDA,01,Álava,Corporate,ICE,2
2024,01,HONDA,01,Álava,Private,ICE,6
2024,01,HONDA,01,Álava,Private,PHEV,1
2024,01,HYUNDAI,01,Álava,Corporate,ICE,2
2024,01,HYUNDAI,01,Álava,Private,ICE,25
2024,01,INEOS,01,Álava,Corporate,ICE,3
2024,01,ITINEO,01,Álava,Private,ICE,1
2024,01,JEEP,01,Álava,Corporate,BEV,1
2024,01,JEEP,01,Álava,Corporate,PHEV,1
