yyyymm,severity,kind,marca,canal,metric,value,threshold,detail
202303,INFO,KM0_FALLBACK,FORD,Corporate,b00d_private_moved_to_corporate,151,100,pool_b00d_private=1608; rate=0.0939
202303,INFO,KM0_FALLBACK,RENAULT,Corporate,b00d_private_moved_to_corporate,156,100,pool_b00d_private=2727; rate=0.0573
202303,INFO,KM0_FALLBACK,CITROEN,Corporate,b00d_private_moved_to_corporate,126,100,pool_b00d_private=1572; rate=0.0802
202303,INFO,KM0_FALLBACK,PEUGEOT,Corporate,b00d_private_moved_to_corporate,114,100,pool_b00d_private=2061; rate=0.0553
202303,INFO,KM0_FALLBACK,OPEL,Corporate,b00d_private_moved_to_corporate,136,100,pool_b00d_private=915; rate=0.1484
