yyyymm,severity,kind,marca,canal,metric,value,threshold,detail
202306,INFO,KM0_FALLBACK,RENAULT,Corporate,b00d_private_moved_to_corporate,178,100,pool_b00d_private=3107; rate=0.0573
202306,INFO,KM0_FALLBACK,FORD,Corporate,b00d_private_moved_to_corporate,124,100,pool_b00d_private=1326; rate=0.0939
