anyo,mes,marca,modelo,canal,fuel_type,fuel,segmento,subseg,hp,body_type,count
2026,02,3 CARROCEROS,,Corporate,ICE,Diesel,,,Standard,,9
2026,02,3 CARROCEROS,,Private,ICE,Diesel,,,Standard,,2
2026,02,A.A. AIRBUS,,Corporate,ICE,Diesel,,,Standard,,34
2026,02,ACROSS,,RAC,ICE,Diesel,,,Standard,,2
2026,02,ACROSS CAR,,Private,ICE,Diesel,,,Standard,,1
2026,02,ADRIA,,Corporate,ICE,Diesel,,,Standard,,2
2026,02,ADRIA,,Private,ICE,Diesel,,,Standard,,23
2026,02,ADRIA,,Private,ICE,Gasolina,,,Standard,,1
2026,02,ADRIA,,RAC,ICE,Diesel,,,Standard,,8
2026,02,ALFA ROMEO,GIULIA,Corporate,ICE,Diesel,KKL,REST,Standard,SEDAN,4
2026,02,ALFA ROMEO,JUNIOR,Corporate,BEV,Electrico,UKL1,REST,Standard,SAV,36
2026,02,ALFA ROMEO,JUNIOR,Corporate,ICE,Electrico,UKL1,REST,Standard,SAV,100
2026,02,ALFA ROMEO,JUNIOR,Private,BEV,Electrico,UKL1,REST,Standard,SAV,1
2026,02,ALFA ROMEO,JUNIOR,Private,ICE,Electrico,UKL1,REST,Standard,SAV,21
2026,02,ALFA ROMEO,JUNIOR,RAC,ICE,Electrico,UKL1,REST,Standard,SAV,15
2026,02,ALFA ROMEO,STELVIO,Corporate,ICE,Diesel,KKL,REST,Standard,SAV,19
2026,02,ALFA ROMEO,TONALE,Corporate,ICE,Diesel,UKL2,REST,Standard,SAV,24
2026,02,ALFA ROMEO,TONALE,Private,ICE,Diesel,UKL2,REST,Standard,SAV,1
2026,02,ALFA ROMEO,TONALE,Private,PHEV,Diesel,UKL2,REST,Standard,SAV,1
2026,02,ALFOZ,,Corporate,ICE,Diesel,,,Standard,,1
2026,02,ALLIED VEHICLES LTD,,Corporate,ICE,Diesel,,,Standard,,10
2026,02,ALLIED VEHICLES LTD,,Corporate,ICE,Gasolina,,,Standard,,7
2026,02,ALLIED VEHICLES LTD,,Private,ICE,Diesel,,,Standard,,1
2026,02,ALLIED VEHICLES LTD,,Private,ICE,Gasolina,,,Standard,,1
2026,02,ALPINE,,Corporate,BEV,Electrico,,,Standard,,25
2026,02,ALPINE,,Corporate,ICE,Gasolina,,,Standard,,1
2026,02,ALPINE,,Private,BEV,Electrico,,,Standard,,16
2026,02,ALPINE,,Private,ICE,Gasolina,,,Standard,,7
2026,02,ALQUIBER QUALITY,,Corporate,ICE,Diesel,,,Standard,,2
2026,02,AMELINE,,Corporate,ICE,Diesel,,,Standard,,1
2026,02,ANTONIO JURADO GONZALEZ,,Corporate,ICE,Diesel,,,Standard,,1
2026,02,ASTON MARTIN,,Private,ICE,Gasolina,,,Standard,,1
2026,02,ASTON MARTIN,DB12,Corporate,ICE,Gasolina,GKL+,FOCUS SEGMENT,Standard,CABRIO,1
2026,02,ASTON MARTIN,DBX,Corporate,ICE,Gasolina,GKL+,FOCUS SEGMENT,Standard,SAV,1
2026,02,ASTON MARTIN,DBX,Private,ICE,Gasolina,GKL+,FOCUS SEGMENT,Standard,SAV,1
2026,02,ASTON MARTIN,VANTAGE,Corporate,ICE,Gasolina,GKL,FOCUS SEGMENT,Standard,COUPE,4
2026,02,ATM,,Corporate,ICE,Diesel,,,Standard,,1
2026,02,AUDI,,Corporate,BEV,Electrico,,,Standard,,2
2026,02,AUDI,,Corporate,ICE,Gasolina,,,Standard,,5
2026,02,AUDI,,Private,ICE,Gasolina,,,Standard,,1
2026,02,AUDI,A1,Corporate,ICE,Gasolina,UKL1,FOCUS SEGMENT,Standard,HACH 5P,191
