anyo,mes,dia,cod_prov,provincia,canal,fuel_type,count
2026,06,22,01,Álava,Corporate,BEV,4
2026,06,22,01,Álava,Corporate,ICE,2
2026,06,22,01,Álava,Corporate,PHEV,2
2026,06,22,01,Álava,Private,ICE,6
2026,06,22,01,Álava,Private,PHEV,1
2026,06,22,02,Albacete,Corporate,BEV,1
2026,06,22,02,Albacete,Corporate,ICE,4
2026,06,22,02,Albacete,Corporate,PHEV,1
2026,06,22,02,Albacete,Private,BEV,2
2026,06,22,02,Albacete,Private,ICE,10
2026,06,22,02,Albacete,Private,PHEV,1
2026,06,22,03,Alicante,Corporate,BEV,1
2026,06,22,03,Alicante,Corporate,ICE,12
2026,06,22,03,Alicante,Corporate,PHEV,9
2026,06,22,03,Alicante,Private,BEV,11
2026,06,22,03,Alicante,Private,ICE,77
2026,06,22,03,Alicante,Private,PHEV,11
2026,06,22,03,Alicante,RAC,ICE,9
2026,06,22,04,Almería,Corporate,ICE,3
2026,06,22,04,Almería,Corporate,PHEV,1
2026,06,22,04,Almería,Private,BEV,7
2026,06,22,04,Almería,Private,ICE,29
2026,06,22,04,Almería,Private,PHEV,2
2026,06,22,05,Ávila,Private,ICE,1
2026,06,22,05,Ávila,Private,PHEV,1
2026,06,22,06,Badajoz,Corporate,ICE,1
2026,06,22,06,Badajoz,Corporate,PHEV,2
2026,06,22,06,Badajoz,Private,BEV,2
2026,06,22,06,Badajoz,Private,ICE,19
2026,06,22,06,Badajoz,Private,PHEV,2
2026,06,22,07,Baleares,Corporate,BEV,7
2026,06,22,07,Baleares,Corporate,ICE,30
2026,06,22,07,Baleares,Corporate,PHEV,6
2026,06,22,07,Baleares,Private,BEV,17
2026,06,22,07,Baleares,Private,ICE,55
2026,06,22,07,Baleares,Private,PHEV,4
2026,06,22,07,Baleares,RAC,BEV,3
2026,06,22,07,Baleares,RAC,ICE,109
2026,06,22,08,Barcelona,Corporate,BEV,27
2026,06,22,08,Barcelona,Corporate,ICE,87
2026,06,22,08,Barcelona,Corporate,PHEV,15
2026,06,22,08,Barcelona,Private,BEV,62
2026,06,22,08,Barcelona,Private,ICE,228
2026,06,22,08,Barcelona,Private,PHEV,45
2026,06,22,08,Barcelona,RAC,ICE,283
2026,06,22,09,Burgos,Corporate,BEV,1
2026,06,22,09,Burgos,Corporate,ICE,2
2026,06,22,09,Burgos,Private,BEV,1
2026,06,22,09,Burgos,Private,ICE,11
2026,06,22,10,Cáceres,Corporate,ICE,1
2026,06,22,10,Cáceres,Private,BEV,1
2026,06,22,10,Cáceres,Private,ICE,8
2026,06,22,11,Cádiz,Corporate,BEV,1
2026,06,22,11,Cádiz,Corporate,ICE,10
2026,06,22,11,Cádiz,Corporate,PHEV,3
2026,06,22,11,Cádiz,Private,BEV,5
2026,06,22,11,Cádiz,Private,ICE,71
2026,06,22,11,Cádiz,Private,PHEV,6
2026,06,22,11,Cádiz,RAC,ICE,1
2026,06,22,12,Castellón,Corporate,ICE,33
2026,06,22,12,Castellón,Corporate,PHEV,3
2026,06,22,12,Castellón,Private,BEV,4
2026,06,22,12,Castellón,Private,ICE,34
2026,06,22,12,Castellón,Private,PHEV,4
2026,06,22,13,Ciudad Real,Corporate,ICE,1
2026,06,22,13,Ciudad Real,Private,BEV,1
2026,06,22,13,Ciudad Real,Private,ICE,21
2026,06,22,13,Ciudad Real,Private,PHEV,2
2026,06,22,14,Córdoba,Corporate,ICE,8
2026,06,22,14,Córdoba,Private,BEV,6
2026,06,22,14,Córdoba,Private,ICE,19
2026,06,22,14,Córdoba,Private,PHEV,5
2026,06,22,15,A Coruña,Corporate,ICE,8
2026,06,22,15,A Coruña,Corporate,PHEV,3
2026,06,22,15,A Coruña,Private,BEV,5
2026,06,22,15,A Coruña,Private,ICE,26
2026,06,22,15,A Coruña,Private,PHEV,4
2026,06,22,16,Cuenca,Corporate,ICE,1
2026,06,22,16,Cuenca,Private,BEV,3
2026,06,22,16,Cuenca,Private,ICE,5
2026,06,22,17,Girona,Corporate,BEV,2
2026,06,22,17,Girona,Corporate,ICE,11
2026,06,22,17,Girona,Corporate,PHEV,2
2026,06,22,17,Girona,Private,BEV,7
2026,06,22,17,Girona,Private,ICE,32
2026,06,22,17,Girona,Private,PHEV,6
2026,06,22,18,Granada,Corporate,ICE,11
2026,06,22,18,Granada,Corporate,PHEV,2
2026,06,22,18,Granada,Private,BEV,8
2026,06,22,18,Granada,Private,ICE,26
2026,06,22,18,Granada,Private,PHEV,1
2026,06,22,19,Guadalajara,Corporate,ICE,1
2026,06,22,19,Guadalajara,Private,BEV,6
2026,06,22,19,Guadalajara,Private,ICE,11
2026,06,22,19,Guadalajara,Private,PHEV,4
2026,06,22,20,Gipuzkoa,Corporate,BEV,2
2026,06,22,20,Gipuzkoa,Corporate,ICE,3
2026,06,22,20,Gipuzkoa,Private,BEV,3
2026,06,22,20,Gipuzkoa,Private,ICE,35
2026,06,22,20,Gipuzkoa,Private,PHEV,5
2026,06,22,21,Huelva,Corporate,BEV,1
2026,06,22,21,Huelva,Corporate,ICE,2
2026,06,22,21,Huelva,Private,ICE,17
2026,06,22,21,Huelva,Private,PHEV,1
2026,06,22,22,Huesca,Corporate,ICE,4
2026,06,22,22,Huesca,Corporate,PHEV,1
2026,06,22,22,Huesca,Private,BEV,1
2026,06,22,22,Huesca,Private,ICE,11
2026,06,22,22,Huesca,Private,PHEV,2
2026,06,22,23,Jaén,Corporate,ICE,15
2026,06,22,23,Jaén,Corporate,PHEV,2
2026,06,22,23,Jaén,Private,ICE,14
2026,06,22,23,Jaén,Private,PHEV,1
2026,06,22,24,León,Corporate,ICE,2
2026,06,22,24,León,Corporate,PHEV,1
2026,06,22,24,León,Private,BEV,2
2026,06,22,24,León,Private,ICE,9
2026,06,22,24,León,Private,PHEV,1
2026,06,22,25,Lleida,Corporate,BEV,3
2026,06,22,25,Lleida,Corporate,ICE,8
2026,06,22,25,Lleida,Corporate,PHEV,4
2026,06,22,25,Lleida,Private,BEV,5
2026,06,22,25,Lleida,Private,ICE,14
2026,06,22,25,Lleida,Private,PHEV,2
2026,06,22,26,La Rioja,Corporate,PHEV,1
2026,06,22,26,La Rioja,Private,BEV,1
2026,06,22,26,La Rioja,Private,ICE,9
2026,06,22,26,La Rioja,Private,PHEV,2
2026,06,22,27,Lugo,Corporate,ICE,5
2026,06,22,27,Lugo,Private,BEV,1
2026,06,22,27,Lugo,Private,ICE,8
