anyo,mes,marca,modelo,canal,fuel_type,segmento,subseg,hp,body_type,count
2023,03,IVECO BUS,,Corporate,ICE,,,,,5
2023,03,JAGUAR,,Corporate,ICE,,,,,17
2023,03,JAGUAR,,Corporate,PHEV,,,,,5
2023,03,JAGUAR,,Private,ICE,,,,,12
2023,03,JAGUAR,,Private,PHEV,,,,,2
2023,03,JAGUAR,,RAC,ICE,,,,,1
2023,03,JAGUAR,F-PACE,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SAV,13
2023,03,JAGUAR,F-PACE,Corporate,PHEV,KKL,FOCUS SEGMENT,Standard,SAV,2
2023,03,JAGUAR,F-PACE,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,6
2023,03,JAGUAR,F-TYPE,Private,ICE,MKL,FOCUS SEGMENT,Standard,COUPE,3
2023,03,JAGUAR,I-PACE,Corporate,BEV,KKL,FOCUS SEGMENT,Standard,SAV,4
2023,03,JAGUAR,XE,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SEDAN,2
2023,03,JAGUAR,XE,Private,ICE,KKL,FOCUS SEGMENT,Standard,SEDAN,1
2023,03,JAP,,Corporate,ICE,,,,,1
2023,03,JEANJE,,Corporate,ICE,,,,,4
2023,03,JEANJE,,RAC,ICE,,,,,23
2023,03,JEEP,AVENGER,Corporate,ICE,UKL1,REST,Standard,SAV,204
2023,03,JEEP,AVENGER,Private,ICE,UKL1,REST,Standard,SAV,16
2023,03,JEEP,COMPASS,Corporate,ICE,UKL2,REST,Standard,SAV,153
2023,03,JEEP,COMPASS,Corporate,PHEV,UKL2,REST,Standard,SAV,85
2023,03,JEEP,COMPASS,Private,ICE,UKL2,REST,Standard,SAV,23
2023,03,JEEP,COMPASS,Private,PHEV,UKL2,REST,Standard,SAV,11
2023,03,JEEP,COMPASS,RAC,ICE,UKL2,REST,Standard,SAV,81
2023,03,JEEP,GLADIATOR,Corporate,ICE,SKL,REST,Standard,PICKUP,7
2023,03,JEEP,GRAND CHEROKEE,Corporate,ICE,MKL,REST,Standard,SUV,1
2023,03,JEEP,GRAND CHEROKEE,Private,PHEV,MKL,REST,Standard,SUV,1
2023,03,JEEP,RENEGADE,Corporate,ICE,UKL1,REST,Standard,SAV,102
2023,03,JEEP,RENEGADE,Corporate,PHEV,UKL1,REST,Standard,SAV,61
2023,03,JEEP,RENEGADE,Private,ICE,UKL1,REST,Standard,SAV,17
2023,03,JEEP,RENEGADE,Private,PHEV,UKL1,REST,Standard,SAV,9
2023,03,JEEP,RENEGADE,RAC,ICE,UKL1,REST,Standard,SAV,59
2023,03,JEEP,RENEGADE,RAC,PHEV,UKL1,REST,Standard,SAV,1
2023,03,JEEP,WRANGLER,Corporate,PHEV,UKL2,REST,Standard,SUV,22
2023,03,JEEP,WRANGLER,Private,ICE,UKL2,REST,Standard,SUV,1
2023,03,JEEP,WRANGLER,Private,PHEV,UKL2,REST,Standard,SUV,6
2023,03,JIMECA,,Corporate,ICE,,,,,2
2023,03,JOHN DEERE,,Corporate,ICE,,,,,1
2023,03,JOMAN,,Corporate,ICE,,,,,2
2023,03,JOSE MARIA GLEZ DIAZ,,Corporate,ICE,,,,,1
2023,03,JOSE REYES CARROCERO,,Corporate,ICE,,,,,1
2023,03,JUAN SUAREZ,,Corporate,ICE,,,,,1
2023,03,JUAN SUAREZ,,Private,ICE,,,,,2
2023,03,KARMANN-MOBIL,,RAC,ICE,,,,,2
2023,03,KARSAN,,Corporate,BEV,,,,,2
2023,03,KIA,,Corporate,ICE,,,,,1
2023,03,KIA,,Private,ICE,,,,,8
2023,03,KIA,CEED,Corporate,ICE,UKL2,REST,Standard,HACH 5P,255
2023,03,KIA,CEED,Corporate,PHEV,UKL2,REST,Standard,HACH 5P,11
2023,03,KIA,CEED,Private,ICE,UKL2,REST,Standard,HACH 5P,284
2023,03,KIA,CEED,Private,PHEV,UKL2,REST,Standard,HACH 5P,16
2023,03,KIA,CEED,RAC,ICE,UKL2,REST,Standard,HACH 5P,68
2023,03,KIA,EV6,Corporate,BEV,KKL,REST,Standard,SAV,54
2023,03,KIA,EV6,Private,BEV,KKL,REST,Standard,SAV,38
2023,03,KIA,NIRO,Corporate,BEV,UKL2,REST,Standard,SAV,39
2023,03,KIA,NIRO,Corporate,ICE,UKL2,REST,Standard,SAV,120
2023,03,KIA,NIRO,Corporate,PHEV,UKL2,REST,Standard,SAV,86
2023,03,KIA,NIRO,Private,BEV,UKL2,REST,Standard,SAV,88
2023,03,KIA,NIRO,Private,ICE,UKL2,REST,Standard,SAV,378
2023,03,KIA,NIRO,Private,PHEV,UKL2,REST,Standard,SAV,60
2023,03,KIA,PICANTO,Corporate,ICE,UKL0,REST,Standard,HACH 5P,76
2023,03,KIA,PICANTO,Private,ICE,UKL0,REST,Standard,HACH 5P,161
2023,03,KIA,PICANTO,RAC,ICE,UKL0,REST,Standard,HACH 5P,347
2023,03,KIA,RIO,Corporate,ICE,UKL1,REST,Standard,HACH 5P,49
2023,03,KIA,RIO,Private,ICE,UKL1,REST,Standard,HACH 5P,289
2023,03,KIA,RIO,RAC,ICE,UKL1,REST,Standard,HACH 5P,41
2023,03,KIA,SORENTO,Corporate,ICE,KKL,REST,Standard,SAV,24
2023,03,KIA,SORENTO,Corporate,PHEV,KKL,REST,Standard,SAV,9
2023,03,KIA,SORENTO,Private,ICE,KKL,REST,Standard,SAV,37
2023,03,KIA,SORENTO,Private,PHEV,KKL,REST,Standard,SAV,6
2023,03,KIA,SPORTAGE,Corporate,ICE,UKL2,REST,Standard,SAV,420
2023,03,KIA,SPORTAGE,Corporate,PHEV,UKL2,REST,Standard,SAV,89
2023,03,KIA,SPORTAGE,Private,ICE,UKL2,REST,Standard,SAV,1007
2023,03,KIA,SPORTAGE,Private,PHEV,UKL2,REST,Standard,SAV,121
2023,03,KIA,SPORTAGE,RAC,ICE,UKL2,REST,Standard,SAV,299
2023,03,KIA,STINGER,Corporate,ICE,KKL,REST,Standard,SEDAN,1
2023,03,KIA,STONIC,Corporate,ICE,UKL1,REST,Standard,SAV,410
2023,03,KIA,STONIC,Private,ICE,UKL1,REST,Standard,SAV,514
2023,03,KIA,STONIC,RAC,ICE,UKL1,REST,Standard,SAV,512
2023,03,KIA,XCEED,Corporate,ICE,UKL2,REST,Standard,HACH 5P,103
2023,03,KIA,XCEED,Corporate,PHEV,UKL2,REST,Standard,HACH 5P,238
2023,03,KIA,XCEED,Private,ICE,UKL2,REST,Standard,HACH 5P,502
2023,03,KIA,XCEED,Private,PHEV,UKL2,REST,Standard,HACH 5P,39
2023,03,KIA,XCEED,RAC,ICE,UKL2,REST,Standard,HACH 5P,50
2023,03,KIOTI,,Corporate,ICE,,,,,1
2023,03,KIOTI,,Private,ICE,,,,,1
2023,03,KNAUS,,Private,ICE,,,,,15
2023,03,KNAUS,,RAC,ICE,,,,,1
2023,03,KUBOTA,,Corporate,ICE,,,,,3
2023,03,LAIKA,,RAC,ICE,,,,,1
2023,03,LAIKA CARAVANS SPA,,Corporate,ICE,,,,,1
2023,03,LAIKA CARAVANS SPA,,Private,ICE,,,,,7
2023,03,LAIKA CARAVANS SPA,,RAC,ICE,,,,,3
2023,03,LAMBERET,,Corporate,ICE,,,,,2
2023,03,LAMBORGHINI,HURACAN,RAC,ICE,GKL+,FOCUS SEGMENT,Standard,COUPE,1
2023,03,LANCIA,,Corporate,ICE,,,,,1
2023,03,LAND  ROVER,,Corporate,ICE,,,,,1
2023,03,LAND ROVER,DEFENDER,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SUV,37
2023,03,LAND ROVER,DEFENDER,Corporate,PHEV,MKL,FOCUS SEGMENT,Standard,SUV,6
2023,03,LAND ROVER,DEFENDER,Private,ICE,MKL,FOCUS SEGMENT,Standard,SUV,14
2023,03,LAND ROVER,DEFENDER,Private,PHEV,MKL,FOCUS SEGMENT,Standard,SUV,3
2023,03,LAND ROVER,DEFENDER,RAC,ICE,MKL,FOCUS SEGMENT,Standard,SUV,3
2023,03,LAND ROVER,DISCOVERY,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SUV,34
2023,03,LAND ROVER,DISCOVERY,Corporate,PHEV,MKL,FOCUS SEGMENT,Standard,SUV,2
2023,03,LAND ROVER,DISCOVERY,Private,ICE,MKL,FOCUS SEGMENT,Standard,SUV,7
2023,03,LAND ROVER,DISCOVERY,Private,PHEV,MKL,FOCUS SEGMENT,Standard,SUV,5
2023,03,LAND ROVER,RANGE ROVER,Corporate,ICE,GKL,FOCUS SEGMENT,Standard,SAV,3
2023,03,LAND ROVER,RANGE ROVER,Corporate,PHEV,GKL,FOCUS SEGMENT,Standard,SAV,9
2023,03,LAND ROVER,RANGE ROVER,Private,ICE,GKL,FOCUS SEGMENT,Standard,SAV,7
2023,03,LAND ROVER,RANGE ROVER,Private,PHEV,GKL,FOCUS SEGMENT,Standard,SAV,2
2023,03,LAND ROVER,RANGE ROVER,RAC,PHEV,GKL,FOCUS SEGMENT,Standard,SAV,1
2023,03,LAND ROVER,RANGE ROVER EVOQUE,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,45
2023,03,LAND ROVER,RANGE ROVER EVOQUE,Corporate,PHEV,UKL2,FOCUS SEGMENT,Standard,SAV,18
2023,03,LAND ROVER,RANGE ROVER EVOQUE,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,24
2023,03,LAND ROVER,RANGE ROVER EVOQUE,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,SAV,7
2023,03,LAND ROVER,RANGE ROVER EVOQUE,RAC,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,9
2023,03,LAND ROVER,RANGE ROVER EVOQUE,RAC,PHEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,03,LAND ROVER,RANGE ROVER SPORT,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SAV,15
2023,03,LAND ROVER,RANGE ROVER SPORT,Corporate,PHEV,MKL,FOCUS SEGMENT,Standard,SAV,17
2023,03,LAND ROVER,RANGE ROVER SPORT,Private,ICE,MKL,FOCUS SEGMENT,Standard,SAV,5
2023,03,LAND ROVER,RANGE ROVER SPORT,Private,PHEV,MKL,FOCUS SEGMENT,Standard,SAV,5
2023,03,LAND ROVER,RANGE ROVER SPORT,RAC,ICE,MKL,FOCUS SEGMENT,Standard,SAV,1
2023,03,LAND ROVER,RANGE ROVER SPORT,RAC,PHEV,MKL,FOCUS SEGMENT,Standard,SAV,4
2023,03,LAND ROVER,RANGE ROVER VELAR,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SAV,20
2023,03,LAND ROVER,RANGE ROVER VELAR,Corporate,PHEV,MKL,FOCUS SEGMENT,Standard,SAV,16
2023,03,LAND ROVER,RANGE ROVER VELAR,Private,ICE,MKL,FOCUS SEGMENT,Standard,SAV,1
2023,03,LAND ROVER,RANGE ROVER VELAR,Private,PHEV,MKL,FOCUS SEGMENT,Standard,SAV,2
2023,03,LEXUS,ES,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SEDAN,12
2023,03,LEXUS,ES,Private,ICE,MKL,FOCUS SEGMENT,Standard,SEDAN,11
2023,03,LEXUS,LS,Corporate,ICE,GKL,FOCUS SEGMENT,Standard,SEDAN,2
2023,03,LEXUS,NX,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SAV,60
2023,03,LEXUS,NX,Corporate,PHEV,KKL,FOCUS SEGMENT,Standard,SAV,45
2023,03,LEXUS,NX,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,69
2023,03,LEXUS,NX,Private,PHEV,KKL,FOCUS SEGMENT,Standard,SAV,36
2023,03,LEXUS,RX,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SAV,5
2023,03,LEXUS,RX,Corporate,PHEV,MKL,FOCUS SEGMENT,Standard,SAV,8
2023,03,LEXUS,RX,Private,ICE,MKL,FOCUS SEGMENT,Standard,SAV,4
2023,03,LEXUS,RX,Private,PHEV,MKL,FOCUS SEGMENT,Standard,SAV,2
2023,03,LEXUS,RZ,Corporate,BEV,KKL,FOCUS SEGMENT,Standard,SAT,1
2023,03,LEXUS,UX,Corporate,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,03,LEXUS,UX,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,104
2023,03,LEXUS,UX,Private,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,03,LEXUS,UX,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,109
2023,03,LIDERKIT,,Corporate,ICE,,,,,1
2023,03,LIDERKIT,,RAC,ICE,,,,,4
2023,03,LIGIER,,Corporate,ICE,,,,,9
2023,03,LIGIER,,Private,ICE,,,,,48
2023,03,LOTUS,EMIRA,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,COUPE,2
2023,03,LOTUS,EMIRA,Private,ICE,MKL,FOCUS SEGMENT,Standard,COUPE,1
2023,03,LYNK & CO,LYNK&CO 01,Corporate,PHEV,UKL2,REST,Standard,SAV,5
2023,03,LYNK & CO,LYNK&CO 01,Private,PHEV,UKL2,REST,Standard,SAV,4
2023,03,LYNK & CO,LYNK&CO 01,RAC,PHEV,UKL2,REST,Standard,SAV,440
2023,03,M TORRE,,Corporate,ICE,,,,,2
2023,03,MAD CARROCEROS,,Corporate,ICE,,,,,1
2023,03,MAGICAR,,Corporate,ICE,,,,,1
2023,03,MAN,,Corporate,BEV,,,,,39
2023,03,MAN,,Corporate,ICE,,,,,6
2023,03,MAN,TGE,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,67
2023,03,MAN,TGE,Private,ICE,SKL,REST,Standard,TRANSPORTER,23
2023,03,MAN,TGE,RAC,ICE,SKL,REST,Standard,TRANSPORTER,21
2023,03,MASERATI,GHIBLI,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SEDAN,3
2023,03,MASERATI,GRANTURISMO,Corporate,ICE,GKL,FOCUS SEGMENT,Standard,COUPE,1
2023,03,MASERATI,GRECALE,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SAV,36
2023,03,MASERATI,GRECALE,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,6
2023,03,MASERATI,LEVANTE,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SAV,8
2023,03,MASERATI,LEVANTE,Private,ICE,MKL,FOCUS SEGMENT,Standard,SAV,1
2023,03,MASERATI,MC20,Corporate,ICE,GKL+,FOCUS SEGMENT,Standard,COUPE,3
2023,03,MATURANA,,Private,ICE,,,,,1
2023,03,MAXUS,DELIVER 3,Corporate,BEV,SKL,REST,Standard,TRANSPORTER,86
2023,03,MAXUS,DELIVER 3,Private,BEV,SKL,REST,Standard,TRANSPORTER,1
2023,03,MAXUS,DELIVER 3,RAC,BEV,SKL,REST,Standard,TRANSPORTER,1
2023,03,MAXUS,DELIVER 9,Corporate,BEV,SKL,REST,Standard,TRANSPORTER,10
2023,03,MAXUS,DELIVER 9,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,1
2023,03,MAXUS,DELIVER 9,Private,ICE,SKL,REST,Standard,TRANSPORTER,2
2023,03,MAXUS,DELIVER 9,RAC,BEV,SKL,REST,Standard,TRANSPORTER,5
2023,03,MAXUS,DELIVER 9,RAC,ICE,SKL,REST,Standard,TRANSPORTER,2
2023,03,MAXUS,EUNIQ 5,Corporate,BEV,MKL,REST,Standard,MPV,1
2023,03,MAZDA,,Corporate,ICE,,,,,28
2023,03,MAZDA,,Private,ICE,,,,,75
2023,03,MAZDA,,RAC,ICE,,,,,3
2023,03,MAZDA,CX30,Corporate,ICE,UKL2,REST,Standard,SAV,36
2023,03,MAZDA,CX30,Private,ICE,UKL2,REST,Standard,SAV,284
2023,03,MAZDA,CX30,RAC,ICE,UKL2,REST,Standard,SAV,90
2023,03,MAZDA,CX5,Corporate,ICE,UKL2,REST,Standard,SAV,146
2023,03,MAZDA,CX5,Private,ICE,UKL2,REST,Standard,SAV,329
2023,03,MAZDA,CX5,RAC,ICE,UKL2,REST,Standard,SAV,62
2023,03,MAZDA,CX60,Corporate,ICE,KKL,REST,Standard,SAV,21
2023,03,MAZDA,CX60,Corporate,PHEV,KKL,REST,Standard,SAV,39
2023,03,MAZDA,CX60,Private,ICE,KKL,REST,Standard,SAV,16
2023,03,MAZDA,CX60,Private,PHEV,KKL,REST,Standard,SAV,56
2023,03,MAZDA,CX60,RAC,ICE,KKL,REST,Standard,SAV,1
2023,03,MAZDA,CX60,RAC,PHEV,KKL,REST,Standard,SAV,1
2023,03,MAZDA,MAZDA 2,Corporate,ICE,UKL1,REST,Standard,HACH 5P,32
2023,03,MAZDA,MAZDA 2,Private,ICE,UKL1,REST,Standard,HACH 5P,62
2023,03,MAZDA,MAZDA 2,RAC,ICE,UKL1,REST,Standard,HACH 5P,44
2023,03,MAZDA,MAZDA 3,Corporate,ICE,UKL2,REST,Standard,SEDAN,68
2023,03,MAZDA,MAZDA 3,Private,ICE,UKL2,REST,Standard,SEDAN,234
2023,03,MAZDA,MAZDA 3,RAC,ICE,UKL2,REST,Standard,SEDAN,95
2023,03,MAZDA,MAZDA 6,Corporate,ICE,KKL,REST,Standard,SEDAN,23
2023,03,MAZDA,MAZDA 6,Private,ICE,KKL,REST,Standard,SEDAN,17
2023,03,MAZDA,MAZDA 6,RAC,ICE,KKL,REST,Standard,SEDAN,50
2023,03,MAZDA,MX-30,Corporate,BEV,UKL2,REST,Standard,HACH 5P,7
2023,03,MAZDA,MX-30,Private,BEV,UKL2,REST,Standard,HACH 5P,2
2023,03,MAZDA,MX-5,Corporate,ICE,UKL2,REST,Standard,ROADSTER,19
2023,03,MAZDA,MX-5,Private,ICE,UKL2,REST,Standard,ROADSTER,9
2023,03,MAZDA,MX-5,RAC,ICE,UKL2,REST,Standard,ROADSTER,7
2023,03,MC LOUIS,,Private,ICE,,,,,11
2023,03,MC LOUIS,,RAC,ICE,,,,,25
2023,03,MCLOUIS,,Corporate,ICE,,,,,1
2023,03,MCLOUIS,,Private,ICE,,,,,5
2023,03,MCLOUIS,,RAC,ICE,,,,,10
2023,03,MEBAUTO,,Corporate,ICE,,,,,17
2023,03,MEBAUTO,,Private,ICE,,,,,2
2023,03,MEBAUTO,,RAC,ICE,,,,,23
2023,03,MELEX,,Corporate,BEV,,,,,1
2023,03,MERCEDES,,Corporate,ICE,,,,,3
2023,03,MERCEDES,,Private,ICE,,,,,1
2023,03,MERCEDES,CLASE CLA,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,ESTATE,1
2023,03,MERCEDES IDILIS,,Corporate,ICE,,,,,1
2023,03,MERCEDES-AMG,,Corporate,ICE,,,,,8
2023,03,MERCEDES-AMG,,Private,ICE,,,,,2
2023,03,MERCEDES-BENZ,,Corporate,BEV,,,,,2
2023,03,MERCEDES-BENZ,,Corporate,ICE,,,,,222
2023,03,MERCEDES-BENZ,,Private,BEV,,,,,4
2023,03,MERCEDES-BENZ,,Private,ICE,,,,,50
2023,03,MERCEDES-BENZ,,RAC,BEV,,,,,1
2023,03,MERCEDES-BENZ,,RAC,ICE,,,,,50
2023,03,MERCEDES-BENZ,CITAN,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,180
2023,03,MERCEDES-BENZ,CITAN,Private,ICE,SKL,REST,Standard,TRANSPORTER,28
2023,03,MERCEDES-BENZ,CITAN,RAC,ICE,SKL,REST,Standard,TRANSPORTER,76
2023,03,MERCEDES-BENZ,CLASE A,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SEDAN,183
2023,03,MERCEDES-BENZ,CLASE A,Corporate,PHEV,UKL2,FOCUS SEGMENT,Standard,SEDAN,123
2023,03,MERCEDES-BENZ,CLASE A,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SEDAN,84
2023,03,MERCEDES-BENZ,CLASE A,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,SEDAN,26
2023,03,MERCEDES-BENZ,CLASE A,RAC,ICE,UKL2,FOCUS SEGMENT,Standard,SEDAN,47
2023,03,MERCEDES-BENZ,CLASE A,RAC,PHEV,UKL2,FOCUS SEGMENT,Standard,SEDAN,8
2023,03,MERCEDES-BENZ,CLASE B,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAT,43
2023,03,MERCEDES-BENZ,CLASE B,Corporate,PHEV,UKL2,FOCUS SEGMENT,Standard,SAT,1
2023,03,MERCEDES-BENZ,CLASE B,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAT,21
2023,03,MERCEDES-BENZ,CLASE B,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,SAT,1
2023,03,MERCEDES-BENZ,CLASE B,RAC,ICE,UKL2,FOCUS SEGMENT,Standard,SAT,49
2023,03,MERCEDES-BENZ,CLASE C,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,CABRIO,176
2023,03,MERCEDES-BENZ,CLASE C,Corporate,PHEV,KKL,FOCUS SEGMENT,Standard,CABRIO,42
2023,03,MERCEDES-BENZ,CLASE C,Private,ICE,KKL,FOCUS SEGMENT,Standard,CABRIO,78
2023,03,MERCEDES-BENZ,CLASE C,Private,PHEV,KKL,FOCUS SEGMENT,Standard,CABRIO,4
2023,03,MERCEDES-BENZ,CLASE C,RAC,ICE,KKL,FOCUS SEGMENT,Standard,CABRIO,43
2023,03,MERCEDES-BENZ,CLASE CLA,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,ESTATE,168
2023,03,MERCEDES-BENZ,CLASE CLA,Corporate,PHEV,UKL2,FOCUS SEGMENT,Standard,ESTATE,102
2023,03,MERCEDES-BENZ,CLASE CLA,Private,ICE,UKL2,FOCUS SEGMENT,Standard,ESTATE,139
2023,03,MERCEDES-BENZ,CLASE CLA,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,ESTATE,22
2023,03,MERCEDES-BENZ,CLASE CLA,RAC,ICE,UKL2,FOCUS SEGMENT,Standard,ESTATE,21
2023,03,MERCEDES-BENZ,CLASE CLA,RAC,PHEV,UKL2,FOCUS SEGMENT,Standard,ESTATE,2
2023,03,MERCEDES-BENZ,CLASE CLS,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SEDAN,7
2023,03,MERCEDES-BENZ,CLASE CLS,Private,ICE,MKL,FOCUS SEGMENT,Standard,SEDAN,2
2023,03,MERCEDES-BENZ,CLASE E,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SEDAN,55
2023,03,MERCEDES-BENZ,CLASE E,Corporate,PHEV,MKL,FOCUS SEGMENT,Standard,SEDAN,5
2023,03,MERCEDES-BENZ,CLASE E,Private,ICE,MKL,FOCUS SEGMENT,Standard,SEDAN,18
2023,03,MERCEDES-BENZ,CLASE E,Private,PHEV,MKL,FOCUS SEGMENT,Standard,SEDAN,1
2023,03,MERCEDES-BENZ,CLASE E,RAC,ICE,MKL,FOCUS SEGMENT,Standard,SEDAN,1
2023,03,MERCEDES-BENZ,CLASE G,Private,ICE,GKL,FOCUS SEGMENT,Standard,SAV,3
2023,03,MERCEDES-BENZ,CLASE GLA,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,304
2023,03,MERCEDES-BENZ,CLASE GLA,Corporate,PHEV,UKL2,FOCUS SEGMENT,Standard,SAV,154
2023,03,MERCEDES-BENZ,CLASE GLA,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,205
2023,03,MERCEDES-BENZ,CLASE GLA,Private,PHEV,UKL2,FOCUS SEGMENT,Standard,SAV,58
2023,03,MERCEDES-BENZ,CLASE GLA,RAC,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,5
2023,03,MERCEDES-BENZ,CLASE GLA,RAC,PHEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,03,MERCEDES-BENZ,CLASE GLB,Corporate,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,200
2023,03,MERCEDES-BENZ,CLASE GLB,Private,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,89
2023,03,MERCEDES-BENZ,CLASE GLB,RAC,ICE,UKL2,FOCUS SEGMENT,Standard,SAV,6
2023,03,MERCEDES-BENZ,CLASE GLC,Corporate,ICE,KKL,FOCUS SEGMENT,Standard,SAV,512
2023,03,MERCEDES-BENZ,CLASE GLC,Corporate,PHEV,KKL,FOCUS SEGMENT,Standard,SAV,108
2023,03,MERCEDES-BENZ,CLASE GLC,Private,ICE,KKL,FOCUS SEGMENT,Standard,SAV,257
2023,03,MERCEDES-BENZ,CLASE GLC,Private,PHEV,KKL,FOCUS SEGMENT,Standard,SAV,20
2023,03,MERCEDES-BENZ,CLASE GLC,RAC,ICE,KKL,FOCUS SEGMENT,Standard,SAV,13
2023,03,MERCEDES-BENZ,CLASE GLC,RAC,PHEV,KKL,FOCUS SEGMENT,Standard,SAV,3
2023,03,MERCEDES-BENZ,CLASE GLE,Corporate,ICE,MKL,FOCUS SEGMENT,Standard,SAV,112
2023,03,MERCEDES-BENZ,CLASE GLE,Corporate,PHEV,MKL,FOCUS SEGMENT,Standard,SAV,112
2023,03,MERCEDES-BENZ,CLASE GLE,Private,ICE,MKL,FOCUS SEGMENT,Standard,SAV,25
2023,03,MERCEDES-BENZ,CLASE GLE,Private,PHEV,MKL,FOCUS SEGMENT,Standard,SAV,16
2023,03,MERCEDES-BENZ,CLASE GLE,RAC,ICE,MKL,FOCUS SEGMENT,Standard,SAV,1
2023,03,MERCEDES-BENZ,CLASE GLS,Corporate,ICE,GKL,FOCUS SEGMENT,Standard,SAV,3
2023,03,MERCEDES-BENZ,CLASE GLS,Private,ICE,GKL,FOCUS SEGMENT,Standard,SAV,3
2023,03,MERCEDES-BENZ,CLASE S,Corporate,ICE,GKL,FOCUS SEGMENT,Standard,SEDAN,17
2023,03,MERCEDES-BENZ,CLASE S,Corporate,PHEV,GKL,FOCUS SEGMENT,Standard,SEDAN,6
2023,03,MERCEDES-BENZ,CLASE S,Private,ICE,GKL,FOCUS SEGMENT,Standard,SEDAN,2
2023,03,MERCEDES-BENZ,CLASE T,Corporate,ICE,SKL,REST,Standard,TRANSPORTER,23
2023,03,MERCEDES-BENZ,CLASE T,Private,ICE,SKL,REST,Standard,TRANSPORTER,19
2023,03,MERCEDES-BENZ,CLASE T,RAC,ICE,SKL,REST,Standard,TRANSPORTER,105
2023,03,MERCEDES-BENZ,CLASE V,Corporate,ICE,MKL,REST,Standard,MPV,60
2023,03,MERCEDES-BENZ,CLASE V,Private,ICE,MKL,REST,Standard,MPV,15
2023,03,MERCEDES-BENZ,CLASE V,RAC,ICE,MKL,REST,Standard,MPV,117
2023,03,MERCEDES-BENZ,EQA,Corporate,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,45
2023,03,MERCEDES-BENZ,EQA,Private,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,16
2023,03,MERCEDES-BENZ,EQA,RAC,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,03,MERCEDES-BENZ,EQB,Corporate,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,39
2023,03,MERCEDES-BENZ,EQB,Private,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,8
2023,03,MERCEDES-BENZ,EQB,RAC,BEV,UKL2,FOCUS SEGMENT,Standard,SAV,1
2023,03,MERCEDES-BENZ,EQC,Corporate,BEV,KKL,FOCUS SEGMENT,Standard,SAV,10
2023,03,MERCEDES-BENZ,EQC,Private,BEV,KKL,FOCUS SEGMENT,Standard,SAV,1
2023,03,MERCEDES-BENZ,EQE,Corporate,BEV,MKL,FOCUS SEGMENT,Standard,SEDAN,27
2023,03,MERCEDES-BENZ,EQE,Private,BEV,MKL,FOCUS SEGMENT,Standard,SEDAN,4
