anyo,mes,marca,canal,count
2024,03,3 CARROCEROS,Corporate,4
2024,03,ABARTH,Corporate,1
2024,03,ABARTH,Private,3
2024,03,ACROSS,RAC,2
2024,03,ACTIVITY,RAC,1
2024,03,ACURA,Corporate,2
2024,03,ADRIA,Corporate,1
2024,03,ADRIA,Private,15
2024,03,ADRIA,RAC,8
2024,03,ALFA ROMEO,Corporate,100
2024,03,ALFA ROMEO,Private,14
2024,03,ALFA ROMEO,RAC,468
2024,03,ALPINE,Corporate,1
2024,03,ALPINE,Private,2
2024,03,ALQUIBER QUALITY,Corporate,8
2024,03,ALQUIBER QUALITY,RAC,5
2024,03,"ALQUIBER QUALITY, S.A.",Corporate,5
2024,03,"ALQUIBER QUALITY, S.A.",RAC,1
2024,03,AMELINE,Private,2
2024,03,ANTOLI,Corporate,1
2024,03,ANTONIO JURADO GONZALEZ,Corporate,1
2024,03,ARES,Corporate,1
2024,03,ASTON MARTIN,Corporate,2
2024,03,ASTON MARTIN,Private,2
2024,03,ATALAYA,RAC,1
2024,03,AUDI,Corporate,1522
2024,03,AUDI,Private,934
2024,03,AUDI,RAC,727
2024,03,AUTOMOBILI LAMBORGHINI S.P.A.,Corporate,3
2024,03,AUTOMOBILI LAMBORGHINI S.P.A.,RAC,2
2024,03,BAHIA V.I.,Corporate,3
2024,03,BALEAR DE CARROSSERIES,Corporate,1
2024,03,BARBANY,Corporate,9
2024,03,BARBANY,Private,1
2024,03,BARBANY,RAC,3
2024,03,BAYCAR,Corporate,1
2024,03,BEMAR,Corporate,5
2024,03,BENIMAR,Corporate,4
2024,03,BENIMAR,Private,41
2024,03,BENIMAR,RAC,34
2024,03,BENTLEY,Corporate,2
2024,03,BENTLEY,Private,3
2024,03,BERGADANA,Corporate,14
2024,03,BERGADANA,Private,38
2024,03,BLUCAMP,RAC,1
2024,03,BMW,Corporate,2189
2024,03,BMW,Private,996
2024,03,BMW,RAC,738
2024,03,BRP,Corporate,8
2024,03,BRP,Private,4
2024,03,BRP,RAC,11
2024,03,BUCHER,Corporate,1
2024,03,BUNKERVAN,Private,3
2024,03,BURSTNER GMBH,Private,2
2024,03,BURSTNER GMBH,RAC,3
2024,03,BYD,Corporate,11
2024,03,BYD,Private,94
2024,03,CADILLAC,Corporate,3
2024,03,CAFRISE,Corporate,3
2024,03,CAJISA,Corporate,1
2024,03,CAPRON,Private,5
