anyo,mes,dia,marca,canal,fuel_type,count
2026,06,17,FIAT,Corporate,BEV,7
2026,06,17,FIAT,Corporate,ICE,62
2026,06,17,FIAT,Private,BEV,5
2026,06,17,FIAT,Private,ICE,8
2026,06,17,FIAT,RAC,ICE,14
2026,06,17,FLEURETTE,Private,ICE,1
2026,06,17,FORD,Corporate,BEV,13
2026,06,17,FORD,Corporate,ICE,77
2026,06,17,FORD,Corporate,PHEV,17
2026,06,17,FORD,Private,BEV,5
2026,06,17,FORD,Private,ICE,33
2026,06,17,FORD,Private,PHEV,13
2026,06,17,FORD,RAC,ICE,6
2026,06,17,FORD,RAC,PHEV,3
2026,06,17,FOTON,Corporate,ICE,2
2026,06,17,FUSO,Corporate,ICE,1
2026,06,17,GEELY,Corporate,PHEV,2
2026,06,17,GEELY,Private,BEV,2
2026,06,17,GEELY,Private,PHEV,8
2026,06,17,GOES,Private,ICE,1
2026,06,17,GOUPIL,Corporate,BEV,1
2026,06,17,GRAU,Corporate,BEV,8
2026,06,17,HARLEY-DAVIDSON,Private,ICE,1
2026,06,17,HONDA,Corporate,ICE,3
2026,06,17,HONDA,Corporate,PHEV,1
2026,06,17,HONDA,Private,ICE,9
2026,06,17,HYUNDAI,Corporate,BEV,6
2026,06,17,HYUNDAI,Corporate,ICE,41
2026,06,17,HYUNDAI,Corporate,PHEV,1
2026,06,17,HYUNDAI,Private,BEV,2
2026,06,17,HYUNDAI,Private,ICE,86
2026,06,17,HYUNDAI,Private,PHEV,6
2026,06,17,HYUNDAI,RAC,ICE,248
2026,06,17,IGLUVAN,Corporate,ICE,8
2026,06,17,IGLUVAN,Private,ICE,1
2026,06,17,IRIZAR E-MOBILITY,Corporate,BEV,1
2026,06,17,ISUZU,Corporate,ICE,7
2026,06,17,ISUZU,RAC,ICE,1
2026,06,17,IVECO,Corporate,ICE,20
2026,06,17,IVECO,RAC,ICE,8
2026,06,17,IVECO BUS,Corporate,ICE,1
2026,06,17,JAECOO,Corporate,ICE,5
2026,06,17,JAECOO,Corporate,PHEV,4
2026,06,17,JAECOO,Private,BEV,2
2026,06,17,JAECOO,Private,ICE,21
2026,06,17,JAECOO,Private,PHEV,9
2026,06,17,JAECOO,RAC,ICE,50
2026,06,17,JAECOO,RAC,PHEV,9
2026,06,17,JEANJE,RAC,ICE,2
2026,06,17,JEEP,Corporate,ICE,8
2026,06,17,JEEP,Corporate,PHEV,2
2026,06,17,JEEP,Private,BEV,2
2026,06,17,JEEP,Private,ICE,6
2026,06,17,JEEP,Private,PHEV,1
2026,06,17,JUAN SUAREZ,Corporate,ICE,1
2026,06,17,KARCHER,Corporate,ICE,1
2026,06,17,KG MOBILITY,Private,BEV,4
2026,06,17,KG MOBILITY,Private,ICE,8
2026,06,17,KIA,Corporate,BEV,6
2026,06,17,KIA,Corporate,ICE,48
2026,06,17,KIA,Private,BEV,54
2026,06,17,KIA,Private,ICE,160
2026,06,17,KIA,RAC,ICE,1
2026,06,17,LANCIA,Corporate,ICE,2
2026,06,17,LANCIA,Private,ICE,1
2026,06,17,LAND ROVER,Corporate,PHEV,3
2026,06,17,LAND ROVER,Private,ICE,1
2026,06,17,LAND ROVER,RAC,ICE,2
2026,06,17,LEAPMOTOR,Corporate,BEV,2
2026,06,17,LEAPMOTOR,Private,BEV,20
2026,06,17,LEXUS,Corporate,BEV,4
2026,06,17,LEXUS,Corporate,ICE,3
2026,06,17,LEXUS,Corporate,PHEV,7
2026,06,17,LEXUS,Private,ICE,17
2026,06,17,LEXUS,Private,PHEV,10
2026,06,17,LEXUS,RAC,ICE,3
2026,06,17,LIDERKIT,RAC,ICE,1
2026,06,17,LIGIER,Corporate,ICE,1
2026,06,17,LIGIER,Private,ICE,2
2026,06,17,LONCIN,Corporate,ICE,1
2026,06,17,LYNK & CO,Corporate,BEV,2
2026,06,17,LYNK & CO,Corporate,PHEV,9
2026,06,17,LYNK & CO,Private,PHEV,3
2026,06,17,LYNK & CO,RAC,PHEV,6
2026,06,17,MAN,Corporate,ICE,2
2026,06,17,MAN,Private,ICE,2
2026,06,17,MAN,RAC,ICE,3
2026,06,17,MAXUS,Corporate,ICE,3
2026,06,17,MAXUS,Private,ICE,5
2026,06,17,MAXUS,RAC,ICE,1
2026,06,17,MAZDA,Corporate,BEV,3
2026,06,17,MAZDA,Corporate,ICE,26
2026,06,17,MAZDA,Corporate,PHEV,1
2026,06,17,MAZDA,Private,BEV,3
2026,06,17,MAZDA,Private,ICE,58
2026,06,17,MAZDA,Private,PHEV,1
2026,06,17,MC LOUIS,Private,ICE,3
2026,06,17,MC LOUIS,RAC,ICE,1
2026,06,17,MCLOUIS,Private,ICE,2
2026,06,17,MCLOUIS,RAC,ICE,1
2026,06,17,MEBAUTO,RAC,ICE,25
2026,06,17,MERCEDES IDILIS,Corporate,ICE,1
2026,06,17,MERCEDES-BENZ,Corporate,BEV,20
2026,06,17,MERCEDES-BENZ,Corporate,ICE,77
2026,06,17,MERCEDES-BENZ,Corporate,PHEV,35
2026,06,17,MERCEDES-BENZ,Private,BEV,18
2026,06,17,MERCEDES-BENZ,Private,ICE,35
2026,06,17,MERCEDES-BENZ,Private,PHEV,15
2026,06,17,MERCEDES-BENZ,RAC,BEV,1
2026,06,17,MERCEDES-BENZ,RAC,ICE,11
2026,06,17,MERCEDES-BENZ,RAC,PHEV,12
2026,06,17,MERCEDES-V,Corporate,BEV,1
2026,06,17,MERCEDES-V,Corporate,ICE,5
2026,06,17,MERCEDES-V,Private,ICE,1
2026,06,17,MERCEDES-V,RAC,ICE,9
2026,06,17,MG,Corporate,ICE,4
2026,06,17,MG,Corporate,PHEV,2
2026,06,17,MG,Private,BEV,7
2026,06,17,MG,Private,ICE,76
2026,06,17,MG,Private,PHEV,14
2026,06,17,MINI,Corporate,BEV,9
2026,06,17,MINI,Corporate,ICE,18
2026,06,17,MINI,Private,BEV,4
2026,06,17,MINI,Private,ICE,19
2026,06,17,MINI,RAC,ICE,2
2026,06,17,MITSUBISHI,Private,ICE,7
2026,06,17,MITSUBISHI,Private,PHEV,6
2026,06,17,NISSAN,Corporate,BEV,1
2026,06,17,NISSAN,Corporate,ICE,28
2026,06,17,NISSAN,Private,BEV,3
2026,06,17,NISSAN,Private,ICE,35
2026,06,17,NISSAN,RAC,ICE,7
2026,06,17,OMODA,Corporate,ICE,3
2026,06,17,OMODA,Corporate,PHEV,4
2026,06,17,OMODA,Private,BEV,2
2026,06,17,OMODA,Private,ICE,16
2026,06,17,OMODA,Private,PHEV,11
2026,06,17,OMODA,RAC,PHEV,1
2026,06,17,OPEL,Corporate,BEV,2
2026,06,17,OPEL,Corporate,ICE,31
2026,06,17,OPEL,Private,BEV,7
2026,06,17,OPEL,Private,ICE,17
2026,06,17,OPEL,RAC,BEV,1
2026,06,17,OPEL,RAC,ICE,34
2026,06,17,PEUGEOT,Corporate,BEV,4
2026,06,17,PEUGEOT,Corporate,ICE,94
2026,06,17,PEUGEOT,Corporate,PHEV,2
2026,06,17,PEUGEOT,Private,BEV,7
2026,06,17,PEUGEOT,Private,ICE,83
2026,06,17,PEUGEOT,Private,PHEV,2
2026,06,17,PEUGEOT,RAC,BEV,1
2026,06,17,PEUGEOT,RAC,ICE,149
2026,06,17,PIQUERSA,Corporate,ICE,1
2026,06,17,POLARIS,Private,BEV,1
2026,06,17,POLESTAR,Corporate,BEV,1
2026,06,17,POLESTAR,Private,BEV,2
2026,06,17,PORSCHE,Corporate,BEV,1
2026,06,17,PORSCHE,Corporate,PHEV,4
2026,06,17,PORSCHE,Private,BEV,5
2026,06,17,PORSCHE,Private,PHEV,2
2026,06,17,PUJOL,Corporate,ICE,1
2026,06,17,RAPID,Private,ICE,1
2026,06,17,RECAPOL,Corporate,ICE,1
2026,06,17,RENAULT,Corporate,BEV,3
2026,06,17,RENAULT,Corporate,ICE,252
2026,06,17,RENAULT,Corporate,PHEV,4
2026,06,17,RENAULT,Private,BEV,28
2026,06,17,RENAULT,Private,ICE,109
2026,06,17,RENAULT,Private,PHEV,7
2026,06,17,RENAULT,RAC,ICE,3
2026,06,17,ROLLER TEAM,RAC,ICE,1
2026,06,17,ROMU,Corporate,ICE,1
2026,06,17,ROMU,RAC,ICE,1
2026,06,17,SCORA,Corporate,ICE,2
2026,06,17,SEAT,Corporate,ICE,218
2026,06,17,SEAT,Corporate,PHEV,2
2026,06,17,SEAT,Private,ICE,95
2026,06,17,SEAT,RAC,ICE,69
2026,06,17,"SEMICARFRAN,S.L",Corporate,ICE,1
2026,06,17,SILENCE,Corporate,BEV,3
2026,06,17,SILENCE,Private,BEV,2
2026,06,17,SIN MARCA,Private,ICE,1
2026,06,17,SIN MARCA,RAC,ICE,17
2026,06,17,SKODA,Corporate,BEV,5
2026,06,17,SKODA,Corporate,ICE,41
2026,06,17,SKODA,Corporate,PHEV,2
2026,06,17,SKODA,Private,BEV,4
2026,06,17,SKODA,Private,ICE,60
2026,06,17,SKODA,Private,PHEV,3
2026,06,17,SKODA,RAC,ICE,58
2026,06,17,SMART,Private,BEV,3
2026,06,17,SORTIMO,Corporate,ICE,7
2026,06,17,SORTIMO,Corporate,PHEV,1
2026,06,17,STIL CONVERSION,Private,ICE,1
2026,06,17,SUBARU,Private,ICE,1
2026,06,17,SUBIELA,Corporate,ICE,6
2026,06,17,SUZUKI,Corporate,ICE,1
2026,06,17,SUZUKI,Private,ICE,12
2026,06,17,SWM,Private,ICE,1
2026,06,17,SWM,Private,PHEV,1
2026,06,17,TECNOVE,Corporate,ICE,19
2026,06,17,TECNOVE FIBERGLASS,Corporate,ICE,1
2026,06,17,TERRADAS,Corporate,ICE,3
2026,06,17,TESLA,Corporate,BEV,19
2026,06,17,TESLA,Private,BEV,102
2026,06,17,TOYOTA,Corporate,BEV,11
2026,06,17,TOYOTA,Corporate,ICE,114
2026,06,17,TOYOTA,Corporate,PHEV,15
2026,06,17,TOYOTA,Private,BEV,33
2026,06,17,TOYOTA,Private,ICE,223
2026,06,17,TOYOTA,Private,PHEV,39
2026,06,17,TOYOTA,RAC,ICE,147
2026,06,17,ULTRAND,Corporate,BEV,3
2026,06,17,VALLOR,RAC,ICE,3
2026,06,17,VITALE,Private,BEV,1
2026,06,17,VOLKSWAGEN,Corporate,BEV,7
2026,06,17,VOLKSWAGEN,Corporate,ICE,162
2026,06,17,VOLKSWAGEN,Corporate,PHEV,18
2026,06,17,VOLKSWAGEN,Private,BEV,16
2026,06,17,VOLKSWAGEN,Private,ICE,159
2026,06,17,VOLKSWAGEN,Private,PHEV,17
2026,06,17,VOLKSWAGEN,RAC,ICE,41
2026,06,17,VOLQUETES GONZALVEZ,Corporate,ICE,2
2026,06,17,VOLVO,Corporate,ICE,16
2026,06,17,VOLVO,Corporate,PHEV,8
2026,06,17,VOLVO,Private,BEV,3
2026,06,17,VOLVO,Private,ICE,22
2026,06,17,VOLVO,Private,PHEV,2
2026,06,17,WEINSBERG,Private,ICE,2
2026,06,17,WXEVERBRIGHT,Corporate,BEV,1
2026,06,17,XPENG,Corporate,BEV,2
2026,06,17,XPENG,Private,BEV,10
