anyo,mes,dia,cod_prov,provincia,canal,fuel_type,count
2026,06,11,01,Álava,Corporate,BEV,9
2026,06,11,01,Álava,Corporate,ICE,2
2026,06,11,01,Álava,Corporate,PHEV,1
2026,06,11,01,Álava,Private,BEV,2
2026,06,11,01,Álava,Private,ICE,15
2026,06,11,02,Albacete,Corporate,ICE,5
2026,06,11,02,Albacete,Corporate,PHEV,2
2026,06,11,02,Albacete,Private,BEV,3
2026,06,11,02,Albacete,Private,ICE,9
2026,06,11,02,Albacete,Private,PHEV,1
2026,06,11,03,Alicante,Corporate,BEV,3
2026,06,11,03,Alicante,Corporate,ICE,14
2026,06,11,03,Alicante,Corporate,PHEV,2
2026,06,11,03,Alicante,Private,BEV,25
2026,06,11,03,Alicante,Private,ICE,59
2026,06,11,03,Alicante,Private,PHEV,10
2026,06,11,03,Alicante,RAC,ICE,43
2026,06,11,03,Alicante,RAC,PHEV,3
2026,06,11,04,Almería,Corporate,BEV,1
2026,06,11,04,Almería,Corporate,ICE,8
2026,06,11,04,Almería,Private,BEV,6
2026,06,11,04,Almería,Private,ICE,28
2026,06,11,04,Almería,Private,PHEV,1
2026,06,11,05,Ávila,Private,BEV,2
2026,06,11,05,Ávila,Private,ICE,4
2026,06,11,05,Ávila,Private,PHEV,1
2026,06,11,06,Badajoz,Corporate,ICE,3
2026,06,11,06,Badajoz,Private,BEV,2
2026,06,11,06,Badajoz,Private,ICE,14
2026,06,11,06,Badajoz,Private,PHEV,3
2026,06,11,07,Baleares,Corporate,ICE,8
2026,06,11,07,Baleares,Private,BEV,17
2026,06,11,07,Baleares,Private,ICE,68
2026,06,11,07,Baleares,Private,PHEV,3
2026,06,11,07,Baleares,RAC,ICE,25
2026,06,11,07,Baleares,RAC,PHEV,60
2026,06,11,08,Barcelona,Corporate,BEV,30
2026,06,11,08,Barcelona,Corporate,ICE,45
2026,06,11,08,Barcelona,Corporate,PHEV,18
2026,06,11,08,Barcelona,Private,BEV,51
2026,06,11,08,Barcelona,Private,ICE,216
2026,06,11,08,Barcelona,Private,PHEV,31
2026,06,11,08,Barcelona,RAC,ICE,11
2026,06,11,09,Burgos,Corporate,ICE,3
2026,06,11,09,Burgos,Corporate,PHEV,1
2026,06,11,09,Burgos,Private,BEV,1
2026,06,11,09,Burgos,Private,ICE,12
2026,06,11,10,Cáceres,Corporate,ICE,1
2026,06,11,10,Cáceres,Private,BEV,4
2026,06,11,10,Cáceres,Private,ICE,6
2026,06,11,10,Cáceres,Private,PHEV,1
2026,06,11,11,Cádiz,Corporate,BEV,1
2026,06,11,11,Cádiz,Corporate,ICE,19
2026,06,11,11,Cádiz,Corporate,PHEV,1
2026,06,11,11,Cádiz,Private,BEV,6
2026,06,11,11,Cádiz,Private,ICE,53
2026,06,11,11,Cádiz,Private,PHEV,9
2026,06,11,12,Castellón,Corporate,ICE,18
2026,06,11,12,Castellón,Corporate,PHEV,2
2026,06,11,12,Castellón,Private,BEV,7
2026,06,11,12,Castellón,Private,ICE,22
2026,06,11,12,Castellón,Private,PHEV,3
2026,06,11,13,Ciudad Real,Corporate,BEV,2
2026,06,11,13,Ciudad Real,Corporate,ICE,2
2026,06,11,13,Ciudad Real,Corporate,PHEV,1
2026,06,11,13,Ciudad Real,Private,BEV,3
2026,06,11,13,Ciudad Real,Private,ICE,12
2026,06,11,13,Ciudad Real,Private,PHEV,1
2026,06,11,14,Córdoba,Corporate,ICE,5
2026,06,11,14,Córdoba,Corporate,PHEV,1
2026,06,11,14,Córdoba,Private,BEV,2
2026,06,11,14,Córdoba,Private,ICE,9
2026,06,11,14,Córdoba,Private,PHEV,3
2026,06,11,15,A Coruña,Corporate,BEV,1
2026,06,11,15,A Coruña,Corporate,ICE,3
2026,06,11,15,A Coruña,Corporate,PHEV,2
2026,06,11,15,A Coruña,Private,BEV,7
2026,06,11,15,A Coruña,Private,ICE,25
2026,06,11,15,A Coruña,Private,PHEV,3
2026,06,11,16,Cuenca,Corporate,ICE,1
2026,06,11,16,Cuenca,Private,ICE,2
2026,06,11,17,Girona,Corporate,BEV,1
2026,06,11,17,Girona,Corporate,ICE,14
2026,06,11,17,Girona,Corporate,PHEV,1
2026,06,11,17,Girona,Private,BEV,11
2026,06,11,17,Girona,Private,ICE,22
2026,06,11,17,Girona,Private,PHEV,3
2026,06,11,18,Granada,Corporate,BEV,1
2026,06,11,18,Granada,Corporate,ICE,5
2026,06,11,18,Granada,Corporate,PHEV,1
2026,06,11,18,Granada,Private,BEV,12
2026,06,11,18,Granada,Private,ICE,19
2026,06,11,18,Granada,Private,PHEV,7
2026,06,11,19,Guadalajara,Corporate,PHEV,1
2026,06,11,19,Guadalajara,Private,BEV,3
2026,06,11,19,Guadalajara,Private,ICE,6
2026,06,11,19,Guadalajara,Private,PHEV,1
2026,06,11,20,Gipuzkoa,Corporate,BEV,1
2026,06,11,20,Gipuzkoa,Corporate,ICE,6
2026,06,11,20,Gipuzkoa,Corporate,PHEV,2
2026,06,11,20,Gipuzkoa,Private,BEV,3
2026,06,11,20,Gipuzkoa,Private,ICE,18
2026,06,11,20,Gipuzkoa,Private,PHEV,2
2026,06,11,21,Huelva,Corporate,BEV,1
2026,06,11,21,Huelva,Corporate,ICE,1
2026,06,11,21,Huelva,Private,BEV,2
2026,06,11,21,Huelva,Private,ICE,9
2026,06,11,21,Huelva,Private,PHEV,1
2026,06,11,22,Huesca,Corporate,BEV,1
2026,06,11,22,Huesca,Corporate,ICE,3
2026,06,11,22,Huesca,Private,BEV,2
2026,06,11,22,Huesca,Private,ICE,4
2026,06,11,23,Jaén,Corporate,ICE,2
2026,06,11,23,Jaén,Private,BEV,1
2026,06,11,23,Jaén,Private,ICE,5
2026,06,11,24,León,Corporate,ICE,3
2026,06,11,24,León,Corporate,PHEV,2
2026,06,11,24,León,Private,BEV,2
2026,06,11,24,León,Private,ICE,19
2026,06,11,24,León,Private,PHEV,5
2026,06,11,25,Lleida,Corporate,ICE,1
2026,06,11,25,Lleida,Private,BEV,1
2026,06,11,25,Lleida,Private,ICE,16
2026,06,11,25,Lleida,Private,PHEV,2
2026,06,11,26,La Rioja,Private,BEV,1
2026,06,11,26,La Rioja,Private,ICE,2
2026,06,11,27,Lugo,Corporate,BEV,16
2026,06,11,27,Lugo,Corporate,ICE,1
2026,06,11,27,Lugo,Private,BEV,2
2026,06,11,27,Lugo,Private,ICE,6
2026,06,11,27,Lugo,Private,PHEV,2
2026,06,11,27,Lugo,RAC,ICE,1
2026,06,11,28,Madrid,Corporate,BEV,78
2026,06,11,28,Madrid,Corporate,ICE,921
2026,06,11,28,Madrid,Corporate,PHEV,143
2026,06,11,28,Madrid,Private,BEV,99
2026,06,11,28,Madrid,Private,ICE,315
2026,06,11,28,Madrid,Private,PHEV,65
2026,06,11,28,Madrid,RAC,BEV,12
2026,06,11,28,Madrid,RAC,ICE,304
2026,06,11,28,Madrid,RAC,PHEV,20
2026,06,11,29,Málaga,Corporate,BEV,2
2026,06,11,29,Málaga,Corporate,ICE,8
2026,06,11,29,Málaga,Corporate,PHEV,2
2026,06,11,29,Málaga,Private,BEV,17
2026,06,11,29,Málaga,Private,ICE,53
2026,06,11,29,Málaga,Private,PHEV,8
2026,06,11,29,Málaga,RAC,ICE,8
2026,06,11,30,Murcia,Corporate,BEV,2
2026,06,11,30,Murcia,Corporate,ICE,30
2026,06,11,30,Murcia,Corporate,PHEV,2
2026,06,11,30,Murcia,Private,BEV,16
2026,06,11,30,Murcia,Private,ICE,36
2026,06,11,30,Murcia,Private,PHEV,9
2026,06,11,31,Navarra,Corporate,BEV,1
2026,06,11,31,Navarra,Corporate,ICE,11
2026,06,11,31,Navarra,Corporate,PHEV,2
2026,06,11,31,Navarra,Private,BEV,8
