anyo,mes,dia,cod_prov,provincia,canal,fuel_type,count
2026,06,16,01,Álava,Corporate,BEV,1
2026,06,16,01,Álava,Corporate,ICE,9
2026,06,16,01,Álava,Private,BEV,3
2026,06,16,01,Álava,Private,ICE,16
2026,06,16,01,Álava,Private,PHEV,2
2026,06,16,02,Albacete,Corporate,ICE,4
2026,06,16,02,Albacete,Corporate,PHEV,1
2026,06,16,02,Albacete,Private,BEV,3
2026,06,16,02,Albacete,Private,ICE,12
2026,06,16,03,Alicante,Corporate,BEV,8
2026,06,16,03,Alicante,Corporate,ICE,15
2026,06,16,03,Alicante,Private,BEV,15
2026,06,16,03,Alicante,Private,ICE,64
2026,06,16,03,Alicante,Private,PHEV,12
2026,06,16,03,Alicante,RAC,ICE,257
2026,06,16,04,Almería,Corporate,BEV,5
2026,06,16,04,Almería,Corporate,ICE,15
2026,06,16,04,Almería,Private,BEV,2
2026,06,16,04,Almería,Private,ICE,31
2026,06,16,04,Almería,Private,PHEV,6
2026,06,16,05,Ávila,Corporate,BEV,1
2026,06,16,05,Ávila,Corporate,ICE,1
2026,06,16,05,Ávila,Corporate,PHEV,1
2026,06,16,05,Ávila,Private,ICE,3
2026,06,16,06,Badajoz,Corporate,ICE,3
2026,06,16,06,Badajoz,Private,BEV,3
2026,06,16,06,Badajoz,Private,ICE,13
2026,06,16,06,Badajoz,Private,PHEV,2
2026,06,16,07,Baleares,Corporate,BEV,2
2026,06,16,07,Baleares,Corporate,ICE,16
2026,06,16,07,Baleares,Corporate,PHEV,1
2026,06,16,07,Baleares,Private,BEV,13
2026,06,16,07,Baleares,Private,ICE,55
2026,06,16,07,Baleares,Private,PHEV,7
2026,06,16,07,Baleares,RAC,BEV,1
2026,06,16,07,Baleares,RAC,ICE,12
2026,06,16,08,Barcelona,Corporate,BEV,19
2026,06,16,08,Barcelona,Corporate,ICE,47
2026,06,16,08,Barcelona,Corporate,PHEV,17
2026,06,16,08,Barcelona,Private,BEV,53
2026,06,16,08,Barcelona,Private,ICE,234
2026,06,16,08,Barcelona,Private,PHEV,36
2026,06,16,08,Barcelona,RAC,ICE,197
2026,06,16,09,Burgos,Corporate,BEV,2
2026,06,16,09,Burgos,Corporate,ICE,3
2026,06,16,09,Burgos,Private,BEV,4
2026,06,16,09,Burgos,Private,ICE,12
2026,06,16,09,Burgos,Private,PHEV,2
2026,06,16,10,Cáceres,Corporate,ICE,3
2026,06,16,10,Cáceres,Private,ICE,13
2026,06,16,10,Cáceres,Private,PHEV,1
2026,06,16,11,Cádiz,Corporate,BEV,1
2026,06,16,11,Cádiz,Corporate,ICE,12
2026,06,16,11,Cádiz,Corporate,PHEV,2
2026,06,16,11,Cádiz,Private,BEV,3
2026,06,16,11,Cádiz,Private,ICE,63
2026,06,16,11,Cádiz,Private,PHEV,3
2026,06,16,11,Cádiz,RAC,ICE,1
2026,06,16,12,Castellón,Corporate,BEV,1
2026,06,16,12,Castellón,Corporate,ICE,31
2026,06,16,12,Castellón,Private,BEV,3
2026,06,16,12,Castellón,Private,ICE,18
2026,06,16,12,Castellón,Private,PHEV,1
2026,06,16,13,Ciudad Real,Corporate,BEV,2
2026,06,16,13,Ciudad Real,Corporate,ICE,3
2026,06,16,13,Ciudad Real,Private,ICE,19
2026,06,16,13,Ciudad Real,Private,PHEV,2
2026,06,16,14,Córdoba,Corporate,ICE,5
2026,06,16,14,Córdoba,Private,BEV,2
2026,06,16,14,Córdoba,Private,ICE,23
2026,06,16,14,Córdoba,Private,PHEV,5
2026,06,16,14,Córdoba,RAC,ICE,1
2026,06,16,15,A Coruña,Corporate,BEV,1
2026,06,16,15,A Coruña,Corporate,ICE,7
2026,06,16,15,A Coruña,Private,BEV,8
2026,06,16,15,A Coruña,Private,ICE,26
2026,06,16,15,A Coruña,Private,PHEV,6
2026,06,16,15,A Coruña,RAC,ICE,2
2026,06,16,16,Cuenca,Corporate,ICE,1
2026,06,16,16,Cuenca,Private,ICE,8
2026,06,16,17,Girona,Corporate,BEV,3
2026,06,16,17,Girona,Corporate,ICE,10
2026,06,16,17,Girona,Corporate,PHEV,2
2026,06,16,17,Girona,Private,BEV,5
2026,06,16,17,Girona,Private,ICE,35
2026,06,16,17,Girona,Private,PHEV,1
2026,06,16,17,Girona,RAC,ICE,2
2026,06,16,18,Granada,Corporate,BEV,4
2026,06,16,18,Granada,Corporate,ICE,8
2026,06,16,18,Granada,Corporate,PHEV,3
2026,06,16,18,Granada,Private,BEV,9
2026,06,16,18,Granada,Private,ICE,39
2026,06,16,18,Granada,Private,PHEV,3
2026,06,16,18,Granada,RAC,ICE,1
2026,06,16,19,Guadalajara,Corporate,BEV,2
2026,06,16,19,Guadalajara,Private,BEV,4
2026,06,16,19,Guadalajara,Private,ICE,9
2026,06,16,19,Guadalajara,Private,PHEV,3
2026,06,16,20,Gipuzkoa,Corporate,BEV,1
2026,06,16,20,Gipuzkoa,Corporate,ICE,3
2026,06,16,20,Gipuzkoa,Private,BEV,3
2026,06,16,20,Gipuzkoa,Private,ICE,22
2026,06,16,20,Gipuzkoa,RAC,ICE,1
2026,06,16,21,Huelva,Corporate,ICE,5
2026,06,16,21,Huelva,Corporate,PHEV,1
2026,06,16,21,Huelva,Private,BEV,2
2026,06,16,21,Huelva,Private,ICE,23
2026,06,16,21,Huelva,Private,PHEV,2
2026,06,16,22,Huesca,Corporate,ICE,3
2026,06,16,22,Huesca,Private,BEV,1
2026,06,16,22,Huesca,Private,ICE,12
2026,06,16,23,Jaén,Corporate,BEV,1
2026,06,16,23,Jaén,Corporate,ICE,3
2026,06,16,23,Jaén,Private,BEV,4
2026,06,16,23,Jaén,Private,ICE,15
2026,06,16,23,Jaén,Private,PHEV,2
2026,06,16,24,León,Corporate,BEV,1
2026,06,16,24,León,Corporate,ICE,3
2026,06,16,24,León,Private,BEV,1
2026,06,16,24,León,Private,ICE,12
2026,06,16,24,León,Private,PHEV,3
2026,06,16,24,León,RAC,ICE,1
2026,06,16,25,Lleida,Corporate,BEV,5
2026,06,16,25,Lleida,Corporate,ICE,8
2026,06,16,25,Lleida,Corporate,PHEV,3
2026,06,16,25,Lleida,Private,BEV,3
2026,06,16,25,Lleida,Private,ICE,18
2026,06,16,25,Lleida,Private,PHEV,2
2026,06,16,25,Lleida,RAC,ICE,2
2026,06,16,26,La Rioja,Corporate,BEV,1
2026,06,16,26,La Rioja,Corporate,ICE,1
2026,06,16,26,La Rioja,Private,BEV,2
2026,06,16,26,La Rioja,Private,ICE,10
2026,06,16,26,La Rioja,Private,PHEV,2
2026,06,16,27,Lugo,Corporate,BEV,2
2026,06,16,27,Lugo,Corporate,ICE,1
2026,06,16,27,Lugo,Private,BEV,3
2026,06,16,27,Lugo,Private,ICE,9
2026,06,16,27,Lugo,Private,PHEV,1
2026,06,16,27,Lugo,RAC,ICE,1
2026,06,16,28,Madrid,Corporate,BEV,82
2026,06,16,28,Madrid,Corporate,ICE,1176
2026,06,16,28,Madrid,Corporate,PHEV,119
2026,06,16,28,Madrid,Private,BEV,87
2026,06,16,28,Madrid,Private,ICE,309
2026,06,16,28,Madrid,Private,PHEV,55
2026,06,16,28,Madrid,RAC,BEV,13
2026,06,16,28,Madrid,RAC,ICE,729
2026,06,16,28,Madrid,RAC,PHEV,66
2026,06,16,29,Málaga,Corporate,BEV,2
2026,06,16,29,Málaga,Corporate,ICE,20
2026,06,16,29,Málaga,Corporate,PHEV,3
2026,06,16,29,Málaga,Private,BEV,21
2026,06,16,29,Málaga,Private,ICE,63
2026,06,16,29,Málaga,Private,PHEV,5
2026,06,16,29,Málaga,RAC,ICE,18
2026,06,16,30,Murcia,Corporate,BEV,1
2026,06,16,30,Murcia,Corporate,ICE,4
2026,06,16,30,Murcia,Corporate,PHEV,6
2026,06,16,30,Murcia,Private,BEV,10
2026,06,16,30,Murcia,Private,ICE,66
2026,06,16,30,Murcia,Private,PHEV,11
2026,06,16,30,Murcia,RAC,ICE,4
2026,06,16,31,Navarra,Corporate,BEV,1
2026,06,16,31,Navarra,Corporate,ICE,12
2026,06,16,31,Navarra,Corporate,PHEV,1
2026,06,16,31,Navarra,Private,BEV,13
2026,06,16,31,Navarra,Private,ICE,20
2026,06,16,31,Navarra,Private,PHEV,1
2026,06,16,31,Navarra,RAC,ICE,1
2026,06,16,32,Ourense,Corporate,BEV,1
2026,06,16,32,Ourense,Corporate,PHEV,1
2026,06,16,32,Ourense,Private,BEV,1
2026,06,16,32,Ourense,Private,ICE,10
2026,06,16,32,Ourense,Private,PHEV,1
2026,06,16,33,Asturias,Corporate,ICE,6
2026,06,16,33,Asturias,Corporate,PHEV,2
2026,06,16,33,Asturias,Private,BEV,8
2026,06,16,33,Asturias,Private,ICE,18
2026,06,16,33,Asturias,Private,PHEV,3
2026,06,16,33,Asturias,RAC,ICE,36
2026,06,16,34,Palencia,Corporate,PHEV,1
2026,06,16,34,Palencia,Private,ICE,3
2026,06,16,34,Palencia,Private,PHEV,2
2026,06,16,34,Palencia,RAC,ICE,1
2026,06,16,35,Las Palmas,Corporate,ICE,19
2026,06,16,35,Las Palmas,Corporate,PHEV,2
2026,06,16,35,Las Palmas,Private,BEV,8
2026,06,16,35,Las Palmas,Private,ICE,46
2026,06,16,35,Las Palmas,Private,PHEV,4
2026,06,16,35,Las Palmas,RAC,ICE,7
2026,06,16,36,Pontevedra,Corporate,BEV,1
2026,06,16,36,Pontevedra,Corporate,ICE,22
2026,06,16,36,Pontevedra,Corporate,PHEV,1
2026,06,16,36,Pontevedra,Private,BEV,6
2026,06,16,36,Pontevedra,Private,ICE,29
2026,06,16,36,Pontevedra,Private,PHEV,3
2026,06,16,37,Salamanca,Corporate,BEV,1
2026,06,16,37,Salamanca,Private,BEV,1
2026,06,16,37,Salamanca,Private,ICE,12
2026,06,16,38,S.C. Tenerife,Corporate,BEV,3
2026,06,16,38,S.C. Tenerife,Corporate,ICE,4
2026,06,16,38,S.C. Tenerife,Private,BEV,6
2026,06,16,38,S.C. Tenerife,Private,ICE,47
2026,06,16,38,S.C. Tenerife,Private,PHEV,4
2026,06,16,38,S.C. Tenerife,RAC,ICE,23
2026,06,16,39,Cantabria,Corporate,ICE,6
2026,06,16,39,Cantabria,Private,BEV,9
2026,06,16,39,Cantabria,Private,ICE,23
2026,06,16,39,Cantabria,Private,PHEV,2
2026,06,16,40,Segovia,Corporate,BEV,3
2026,06,16,40,Segovia,Private,BEV,1
2026,06,16,40,Segovia,Private,ICE,4
2026,06,16,41,Sevilla,Corporate,ICE,16
2026,06,16,41,Sevilla,Corporate,PHEV,4
2026,06,16,41,Sevilla,Private,BEV,12
2026,06,16,41,Sevilla,Private,ICE,101
2026,06,16,41,Sevilla,Private,PHEV,8
2026,06,16,42,Soria,Corporate,ICE,1
2026,06,16,42,Soria,Private,BEV,4
2026,06,16,42,Soria,Private,ICE,9
2026,06,16,42,Soria,Private,PHEV,1
2026,06,16,43,Tarragona,Corporate,BEV,3
2026,06,16,43,Tarragona,Corporate,ICE,6
2026,06,16,43,Tarragona,Corporate,PHEV,1
2026,06,16,43,Tarragona,Private,BEV,7
2026,06,16,43,Tarragona,Private,ICE,34
2026,06,16,43,Tarragona,Private,PHEV,5
2026,06,16,43,Tarragona,RAC,ICE,60
2026,06,16,44,Teruel,Corporate,ICE,2
2026,06,16,44,Teruel,Private,BEV,1
2026,06,16,44,Teruel,Private,ICE,7
2026,06,16,44,Teruel,RAC,ICE,1
2026,06,16,45,Toledo,Corporate,BEV,2
2026,06,16,45,Toledo,Corporate,ICE,9
2026,06,16,45,Toledo,Corporate,PHEV,1
2026,06,16,45,Toledo,Private,BEV,8
2026,06,16,45,Toledo,Private,ICE,19
2026,06,16,45,Toledo,Private,PHEV,3
2026,06,16,46,Valencia,Corporate,BEV,1
2026,06,16,46,Valencia,Corporate,ICE,37
2026,06,16,46,Valencia,Corporate,PHEV,9
2026,06,16,46,Valencia,Private,BEV,26
2026,06,16,46,Valencia,Private,ICE,126
2026,06,16,46,Valencia,Private,PHEV,18
2026,06,16,46,Valencia,RAC,ICE,1
2026,06,16,47,Valladolid,Corporate,ICE,1
2026,06,16,47,Valladolid,Private,BEV,1
2026,06,16,47,Valladolid,Private,ICE,22
2026,06,16,47,Valladolid,Private,PHEV,7
2026,06,16,48,Bizkaia,Corporate,BEV,2
2026,06,16,48,Bizkaia,Corporate,ICE,8
2026,06,16,48,Bizkaia,Private,BEV,6
2026,06,16,48,Bizkaia,Private,ICE,43
2026,06,16,48,Bizkaia,Private,PHEV,2
2026,06,16,48,Bizkaia,RAC,ICE,1
2026,06,16,49,Zamora,Corporate,ICE,2
2026,06,16,49,Zamora,Private,ICE,5
2026,06,16,49,Zamora,Private,PHEV,1
2026,06,16,50,Zaragoza,Corporate,BEV,2
2026,06,16,50,Zaragoza,Corporate,ICE,8
2026,06,16,50,Zaragoza,Corporate,PHEV,1
2026,06,16,50,Zaragoza,Private,BEV,8
2026,06,16,50,Zaragoza,Private,ICE,38
2026,06,16,50,Zaragoza,Private,PHEV,4
2026,06,16,51,Ceuta,Private,BEV,1
2026,06,16,51,Ceuta,Private,ICE,6
2026,06,16,51,Ceuta,Private,PHEV,4
2026,06,16,52,Melilla,Private,ICE,3
