anyo,mes,marca,canal,count
2023,06,3 CARROCEROS,Corporate,13
2023,06,ACROSS,Private,1
2023,06,ACTIVITY,RAC,1
2023,06,ADRIA,Corporate,1
2023,06,ADRIA,Private,24
2023,06,ADRIA,RAC,10
2023,06,AGUINAGA,Corporate,5
2023,06,ALFA ROMEO,Corporate,183
2023,06,ALFA ROMEO,Private,11
2023,06,ALFA ROMEO,RAC,99
2023,06,ALKE',Corporate,1
2023,06,ALLIED VEHICLES LTD,Private,1
2023,06,ALPINE,Corporate,5
2023,06,"ALQUIBER QUALITY, S.A.",Corporate,8
2023,06,"ALQUIBER QUALITY, S.A.",RAC,23
2023,06,ANTONIO JURADO GONZALEZ,Corporate,1
2023,06,ARES,Corporate,13
2023,06,ASTON MARTIN,Corporate,5
2023,06,ASTON MARTIN,Private,1
2023,06,ATALAYA,RAC,1
2023,06,ATIS,Corporate,1
2023,06,AUDI,Corporate,2073
2023,06,AUDI,Private,1187
2023,06,AUDI,RAC,1417
2023,06,AUTOMOBILES PEUGEOT,Private,1
2023,06,AUTOMOBILI LAMBORGHINI S.P.A.,Private,2
2023,06,AVEURO,Private,1
2023,06,BAHIA V.I.,Corporate,2
2023,06,BAHIA V.I.,Private,1
2023,06,BALLESTAS REUS,Corporate,1
2023,06,BARBANY,Corporate,3
2023,06,BAW,Corporate,1
2023,06,BEMAR,Corporate,2
2023,06,BENIMAR,Corporate,1
2023,06,BENIMAR,Private,32
2023,06,BENIMAR,RAC,29
2023,06,BENTLEY,Corporate,5
2023,06,BENTLEY,Private,3
2023,06,BERGADANA,Corporate,2
2023,06,BERGADANA,Private,36
2023,06,BEULAS,RAC,1
2023,06,BLUCAMP,Private,1
2023,06,BLUCAMP,RAC,1
2023,06,BMW,Corporate,2676
2023,06,BMW,Private,710
2023,06,BMW,RAC,212
2023,06,BOMBARDIER,Corporate,3
2023,06,BOMBARDIER REC PROD INC,Private,1
2023,06,BRETCHA,Corporate,1
2023,06,BRP,Corporate,12
2023,06,BRP,Private,3
2023,06,BRP,RAC,6
2023,06,BUNKERVAN,Private,3
2023,06,BURSTNER GMBH,Private,4
2023,06,BURSTNER GMBH,RAC,1
2023,06,BYD,Corporate,32
