anyo,mes,marca,modelo,canal,fuel_type,fuel,segmento,subseg,hp,body_type,count
2026,07,3 CARROCEROS,,Corporate,ICE,Diesel,,REST,Standard,,1
2026,07,A.A. AIRBUS,,Corporate,ICE,Diesel,,REST,Standard,,4
2026,07,ADRIA,,Private,ICE,Diesel,,REST,Standard,,2
2026,07,ALFA ROMEO,JUNIOR,Corporate,ICE,Gasolina Mild Hybrid,2.UKL1,REST,Standard,SAV,7
2026,07,ALFA ROMEO,TONALE,Corporate,ICE,Gasolina/Electrico Enchufable,3.UKL2,REST,Standard,SAV,1
2026,07,ASTON MARTIN,DB12,Private,ICE,Gasolina,7.GKL++1,FOCUS SEGMENT,Standard,CABRIO,1
2026,07,AUDI,A1,Corporate,ICE,Gasolina,2.UKL1,FOCUS SEGMENT,Standard,HACH 5P,1
2026,07,AUDI,A1,Private,ICE,Gasolina,2.UKL1,FOCUS SEGMENT,Standard,HACH 5P,2
2026,07,AUDI,A1,RAC,ICE,Gasolina,2.UKL1,FOCUS SEGMENT,Standard,HACH 5P,10
2026,07,AUDI,A3,Corporate,ICE,Gasolina/Electrico Enchufable,3.UKL2,FOCUS SEGMENT,M,HACH 5P,1
2026,07,AUDI,A3,Corporate,PHEV,Gasolina/Electrico Enchufable,3.UKL2,FOCUS SEGMENT,Standard,HACH 5P,3
2026,07,AUDI,A3,Private,ICE,Gasolina/Electrico Enchufable,3.UKL2,FOCUS SEGMENT,Standard,HACH 5P,2
2026,07,AUDI,A3,RAC,ICE,Gasolina/Electrico Enchufable,3.UKL2,FOCUS SEGMENT,Standard,HACH 5P,26
2026,07,AUDI,A3,RAC,PHEV,Gasolina/Electrico Enchufable,3.UKL2,FOCUS SEGMENT,Standard,HACH 5P,47
2026,07,AUDI,A5,Corporate,ICE,Gasolina/Electrico Enchufable,4.KKL,FOCUS SEGMENT,Standard,SEDAN,1
2026,07,AUDI,A5,Private,PHEV,Gasolina/Electrico Enchufable,4.KKL,FOCUS SEGMENT,M,SEDAN,1
2026,07,AUDI,A5,RAC,PHEV,Gasolina/Electrico Enchufable,4.KKL,FOCUS SEGMENT,Standard,SEDAN,37
2026,07,AUDI,A6,RAC,PHEV,Gasolina/Electrico Enchufable,5.MKL,FOCUS SEGMENT,Standard,SEDAN,1
2026,07,AUDI,Q2,Private,ICE,Gasolina,3.UKL2,FOCUS SEGMENT,Standard,SAV,5
2026,07,AUDI,Q2,RAC,ICE,Gasolina,3.UKL2,FOCUS SEGMENT,Standard,SAV,60
2026,07,AUDI,Q3,Corporate,ICE,Gasolina/Electrico Enchufable,3.UKL2,FOCUS SEGMENT,Standard,SAV,5
2026,07,AUDI,Q3,Corporate,PHEV,Gasolina/Electrico Enchufable,3.UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,07,AUDI,Q3,Private,PHEV,Gasolina/Electrico Enchufable,3.UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,07,AUDI,Q3 SPORTBACK,Corporate,ICE,Gasolina/Electrico Enchufable,3.UKL2,FOCUS SEGMENT,Standard,SAV,5
2026,07,AUDI,Q3 SPORTBACK,Corporate,PHEV,Gasolina/Electrico Enchufable,3.UKL2,FOCUS SEGMENT,Standard,SAV,2
2026,07,AUDI,Q4 E-TRON,Corporate,BEV,Electrico,3.UKL2,FOCUS SEGMENT,Standard,SAV,2
2026,07,AUDI,Q4 E-TRON,Private,BEV,Electrico,3.UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,07,AUDI,Q4 SPORTBACK E-TRON,Corporate,BEV,Electrico,3.UKL2,FOCUS SEGMENT,Standard,SAV,1
2026,07,AUDI,Q5,Corporate,PHEV,Gasolina/Electrico Enchufable,4.KKL,FOCUS SEGMENT,Standard,SAV,3
2026,07,AUDI,Q5,Private,ICE,Gasolina/Electrico Enchufable,4.KKL,FOCUS SEGMENT,Standard,SAV,2
2026,07,AUDI,Q5 SPORTBACK,Corporate,ICE,Gasolina/Electrico Enchufable,4.KKL,FOCUS SEGMENT,Standard,SAV,2
2026,07,AUDI,Q5 SPORTBACK,Corporate,PHEV,Gasolina/Electrico Enchufable,4.KKL,FOCUS SEGMENT,Standard,SAV,1
2026,07,AUDI,Q5 SPORTBACK,Private,ICE,Gasolina/Electrico Enchufable,4.KKL,FOCUS SEGMENT,M Performance,SAV,1
2026,07,AUDI,Q5 SPORTBACK,Private,ICE,Gasolina/Electrico Enchufable,4.KKL,FOCUS SEGMENT,Standard,SAV,1
2026,07,AUDI,Q5 SPORTBACK,Private,PHEV,Gasolina/Electrico Enchufable,4.KKL,FOCUS SEGMENT,Standard,SAV,1
2026,07,AUDI,Q6 E-TRON SPORTBACK,Corporate,BEV,Electrico,4.KKL,FOCUS SEGMENT,Standard,SAV,1
2026,07,AUDI,Q8,Corporate,PHEV,Gasolina/Electrico Enchufable,5.MKL,FOCUS SEGMENT,Standard,SAV,1
2026,07,AUTOMOBILES PEUGEOT,,Corporate,ICE,Diesel,,REST,Standard,,1
2026,07,BASREAL,,Corporate,ICE,Diesel,,REST,Standard,,1
2026,07,BAW,,Corporate,ICE,Diesel,,REST,Standard,,1
2026,07,BENIMAR,,Private,ICE,Diesel,,REST,Standard,,6
2026,07,BENIMAR,,RAC,ICE,Diesel,,REST,Standard,,1
2026,07,BENTLEY,CONTINENTAL,Private,PHEV,Gasolina/Electrico Enchufable,8.GKL++2,FOCUS SEGMENT,Standard,CABRIO,1
2026,07,BMW,IX1,Corporate,BEV,Electrico,3.UKL2,FOCUS SEGMENT,Standard,SAV,3
2026,07,BMW,IX3,Private,BEV,Electrico,4.KKL,FOCUS SEGMENT,Standard,SAV,2
2026,07,BMW,SERIE 1,Corporate,ICE,Gasolina,3.UKL2,FOCUS SEGMENT,Standard,HACH 5P,5
