anyo,mes,dia,cod_prov,provincia,canal,fuel_type,count
2026,06,29,01,Álava,Corporate,BEV,2
2026,06,29,01,Álava,Corporate,ICE,37
2026,06,29,01,Álava,Corporate,PHEV,1
2026,06,29,01,Álava,Private,BEV,9
2026,06,29,01,Álava,Private,ICE,31
2026,06,29,01,Álava,Private,PHEV,1
2026,06,29,02,Albacete,Corporate,BEV,2
2026,06,29,02,Albacete,Corporate,ICE,15
2026,06,29,02,Albacete,Corporate,PHEV,4
2026,06,29,02,Albacete,Private,BEV,1
2026,06,29,02,Albacete,Private,ICE,30
2026,06,29,02,Albacete,Private,PHEV,2
2026,06,29,03,Alicante,Corporate,BEV,8
2026,06,29,03,Alicante,Corporate,ICE,135
2026,06,29,03,Alicante,Corporate,PHEV,5
2026,06,29,03,Alicante,Private,BEV,32
2026,06,29,03,Alicante,Private,ICE,163
2026,06,29,03,Alicante,Private,PHEV,13
2026,06,29,03,Alicante,RAC,ICE,94
2026,06,29,04,Almería,Corporate,BEV,2
2026,06,29,04,Almería,Corporate,ICE,15
2026,06,29,04,Almería,Corporate,PHEV,2
2026,06,29,04,Almería,Private,BEV,3
2026,06,29,04,Almería,Private,ICE,70
2026,06,29,04,Almería,Private,PHEV,8
2026,06,29,05,Ávila,Corporate,ICE,5
2026,06,29,05,Ávila,Corporate,PHEV,1
2026,06,29,05,Ávila,Private,BEV,4
2026,06,29,05,Ávila,Private,ICE,12
2026,06,29,05,Ávila,Private,PHEV,1
2026,06,29,06,Badajoz,Corporate,BEV,3
2026,06,29,06,Badajoz,Corporate,ICE,15
2026,06,29,06,Badajoz,Private,BEV,4
2026,06,29,06,Badajoz,Private,ICE,33
2026,06,29,06,Badajoz,Private,PHEV,4
2026,06,29,07,Baleares,Corporate,BEV,11
2026,06,29,07,Baleares,Corporate,ICE,61
2026,06,29,07,Baleares,Corporate,PHEV,10
2026,06,29,07,Baleares,Private,BEV,26
2026,06,29,07,Baleares,Private,ICE,120
2026,06,29,07,Baleares,Private,PHEV,9
2026,06,29,07,Baleares,RAC,ICE,36
2026,06,29,07,Baleares,RAC,PHEV,15
2026,06,29,08,Barcelona,Corporate,BEV,37
2026,06,29,08,Barcelona,Corporate,ICE,220
2026,06,29,08,Barcelona,Corporate,PHEV,38
2026,06,29,08,Barcelona,Private,BEV,81
2026,06,29,08,Barcelona,Private,ICE,588
2026,06,29,08,Barcelona,Private,PHEV,55
2026,06,29,08,Barcelona,RAC,ICE,579
2026,06,29,08,Barcelona,RAC,PHEV,77
2026,06,29,09,Burgos,Corporate,PHEV,1
2026,06,29,09,Burgos,Private,BEV,1
2026,06,29,09,Burgos,Private,ICE,3
2026,06,29,09,Burgos,Private,PHEV,2
2026,06,29,10,Cáceres,Corporate,BEV,1
2026,06,29,10,Cáceres,Corporate,ICE,36
2026,06,29,10,Cáceres,Corporate,PHEV,13
2026,06,29,10,Cáceres,Private,BEV,2
2026,06,29,10,Cáceres,Private,ICE,28
2026,06,29,10,Cáceres,Private,PHEV,3
2026,06,29,11,Cádiz,Corporate,BEV,1
2026,06,29,11,Cádiz,Corporate,ICE,26
2026,06,29,11,Cádiz,Corporate,PHEV,3
2026,06,29,11,Cádiz,Private,BEV,9
2026,06,29,11,Cádiz,Private,ICE,117
2026,06,29,11,Cádiz,Private,PHEV,16
2026,06,29,11,Cádiz,RAC,BEV,4
2026,06,29,12,Castellón,Corporate,ICE,7
2026,06,29,12,Castellón,Corporate,PHEV,1
2026,06,29,12,Castellón,Private,BEV,2
2026,06,29,12,Castellón,Private,ICE,11
2026,06,29,12,Castellón,Private,PHEV,9
2026,06,29,13,Ciudad Real,Corporate,BEV,1
2026,06,29,13,Ciudad Real,Corporate,ICE,17
2026,06,29,13,Ciudad Real,Corporate,PHEV,1
2026,06,29,13,Ciudad Real,Private,BEV,4
2026,06,29,13,Ciudad Real,Private,ICE,37
2026,06,29,13,Ciudad Real,Private,PHEV,3
2026,06,29,14,Córdoba,Corporate,BEV,1
2026,06,29,14,Córdoba,Corporate,ICE,30
2026,06,29,14,Córdoba,Corporate,PHEV,2
2026,06,29,14,Córdoba,Private,BEV,5
2026,06,29,14,Córdoba,Private,ICE,53
2026,06,29,14,Córdoba,Private,PHEV,3
2026,06,29,15,A Coruña,Corporate,BEV,2
2026,06,29,15,A Coruña,Corporate,ICE,20
2026,06,29,15,A Coruña,Corporate,PHEV,1
2026,06,29,15,A Coruña,Private,BEV,10
2026,06,29,15,A Coruña,Private,ICE,75
2026,06,29,15,A Coruña,Private,PHEV,7
2026,06,29,15,A Coruña,RAC,ICE,1
2026,06,29,16,Cuenca,Corporate,BEV,1
2026,06,29,16,Cuenca,Corporate,ICE,1
2026,06,29,16,Cuenca,Corporate,PHEV,1
2026,06,29,16,Cuenca,Private,BEV,2
2026,06,29,16,Cuenca,Private,ICE,12
2026,06,29,16,Cuenca,Private,PHEV,1
2026,06,29,17,Girona,Corporate,BEV,6
2026,06,29,17,Girona,Corporate,ICE,58
2026,06,29,17,Girona,Corporate,PHEV,3
2026,06,29,17,Girona,Private,BEV,12
2026,06,29,17,Girona,Private,ICE,71
