anyo,mes,marca,canal,fuel_type,count
2025,01,STIL CONVERSION,Private,ICE,3
2025,01,SUBARU,Corporate,ICE,50
2025,01,SUBARU,Private,ICE,54
2025,01,SUBIELA,Corporate,ICE,39
2025,01,SUN LIVING,Corporate,ICE,1
2025,01,SUN LIVING,RAC,ICE,1
2025,01,SUNSUNDEGUI,Corporate,ICE,1
2025,01,SURTRUCK,Corporate,ICE,2
2025,01,SUZUKI,Corporate,ICE,49
2025,01,SUZUKI,Private,ICE,280
2025,01,SUZUKI,RAC,ICE,87
2025,01,SUZUKI SANTANA,Private,ICE,1
2025,01,SWITCH,Corporate,BEV,2
2025,01,SWM,Corporate,ICE,4
2025,01,SWM,Private,ICE,70
2025,01,TAGASA,Private,ICE,1
2025,01,TAILON,Corporate,ICE,1
2025,01,TALLERES AGUILAR,Corporate,ICE,1
2025,01,TALLERES AGUILAR,Private,ICE,1
2025,01,TALLERES PRAT,RAC,ICE,1
2025,01,TALLERES PRAT RUSIÑOL,Corporate,ICE,8
2025,01,TALLERES PRAT RUSIÑOL,Private,ICE,1
2025,01,TAMAME,Corporate,ICE,2
2025,01,TECNO TRAILER MURCIA,Corporate,ICE,1
2025,01,TECNOCARROCERA,Corporate,ICE,9
2025,01,TECNOCARROCERA,RAC,ICE,4
2025,01,TECNOCARSA,Corporate,ICE,7
2025,01,TECNOCARSA,Private,ICE,1
2025,01,TECNOCARSA SLL,Corporate,ICE,1
2025,01,TECNOVE,Private,ICE,2
2025,01,TECNOVE FIBERGLASS,Corporate,ICE,4
2025,01,TECNOVE FIBERGLASS,Private,ICE,1
2025,01,TECNOVE FIBERGLASS,RAC,ICE,17
2025,01,TEMSA,Corporate,ICE,1
2025,01,TENAX,Corporate,BEV,9
2025,01,TERRADAS,Corporate,ICE,1
2025,01,TESLA,Corporate,BEV,76
2025,01,TESLA,Private,BEV,190
2025,01,TOQUERO,Corporate,ICE,2
2025,01,TORO,Corporate,ICE,1
2025,01,TOTH ES FIAI,Private,ICE,3
2025,01,TOTH ES FIAI,RAC,ICE,1
2025,01,TOYOTA,Corporate,BEV,170
2025,01,TOYOTA,Corporate,ICE,2135
2025,01,TOYOTA,Corporate,PHEV,159
2025,01,TOYOTA,Private,BEV,28
2025,01,TOYOTA,Private,ICE,5416
2025,01,TOYOTA,Private,PHEV,491
2025,01,TOYOTA,RAC,BEV,1
2025,01,TOYOTA,RAC,ICE,137
2025,01,TOYOTA,RAC,PHEV,7
2025,01,TRANSPOL,Corporate,ICE,1
2025,01,TRANSPOL,Private,ICE,1
2025,01,TRIPOD,Private,ICE,1
2025,01,TVI,Corporate,ICE,1
2025,01,TVI,RAC,ICE,1
2025,01,ULTRAND,Corporate,ICE,3
2025,01,UNVI,Corporate,BEV,9
2025,01,URBAN TRUCKS,Corporate,ICE,2
2025,01,UREÑA,Corporate,ICE,1
2025,01,VALLEJO,Corporate,BEV,1
2025,01,VDL,Corporate,ICE,2
2025,01,VEBLINTER,Corporate,ICE,11
2025,01,VEMASUR,Corporate,ICE,2
2025,01,VEMASUR,RAC,ICE,5
2025,01,VLOCON,Corporate,ICE,1
2025,01,VOLKSWAGEN,Corporate,BEV,158
2025,01,VOLKSWAGEN,Corporate,ICE,2125
2025,01,VOLKSWAGEN,Corporate,PHEV,155
2025,01,VOLKSWAGEN,Private,BEV,45
2025,01,VOLKSWAGEN,Private,ICE,2011
2025,01,VOLKSWAGEN,Private,PHEV,79
2025,01,VOLKSWAGEN,RAC,ICE,283
2025,01,VOLKSWAGEN,RAC,PHEV,1
2025,01,VOLKSWAGEN V W,Private,ICE,2
2025,01,VOLQUETES GONZALVEZ,Corporate,ICE,2
2025,01,VOLQUETES GONZALVEZ,RAC,ICE,1
2025,01,VOLVO,Corporate,BEV,46
2025,01,VOLVO,Corporate,ICE,228
2025,01,VOLVO,Corporate,PHEV,120
2025,01,VOLVO,Private,BEV,47
2025,01,VOLVO,Private,ICE,174
2025,01,VOLVO,Private,PHEV,34
2025,01,VOYAH,Corporate,BEV,1
2025,01,VPS,Corporate,ICE,2
2025,01,VPS,RAC,ICE,1
2025,01,VSVE,Corporate,ICE,12
2025,01,VSVE,RAC,ICE,4
2025,01,WEINSBERG,Private,ICE,4
2025,01,WEINSBERG,RAC,ICE,4
2025,01,XPENG,Corporate,BEV,10
2025,01,XPENG,Private,BEV,11
2025,01,YAGUE,Corporate,BEV,4
2025,01,YAGUE,Corporate,ICE,1
2025,01,YAGUE,Private,ICE,1
2025,01,YAGUE,RAC,ICE,1
2025,01,"YATIAN, GDYATIAN",Private,BEV,1
2025,01,YOLDI,Corporate,ICE,2
2025,01,YOLDI,Private,ICE,1
2025,01,YUDO,Private,BEV,1
2025,01,YUTONG,Corporate,BEV,3
2025,01,ZAGO AUTOMOTIVE,Corporate,ICE,16
