anyo,mes,marca,canal,fuel_type,count
2025,01,JAGUAR,Private,PHEV,2
2025,01,JAGUAR,RAC,ICE,1
2025,01,JAP,Corporate,ICE,3
2025,01,JEANJE,Corporate,ICE,1
2025,01,JEANJE,RAC,ICE,8
2025,01,JEEP,Corporate,BEV,19
2025,01,JEEP,Corporate,ICE,312
2025,01,JEEP,Corporate,PHEV,25
2025,01,JEEP,Private,BEV,8
2025,01,JEEP,Private,ICE,219
2025,01,JEEP,Private,PHEV,26
2025,01,JEEP,RAC,BEV,9
2025,01,JEEP,RAC,ICE,131
2025,01,JIMECA,Corporate,ICE,3
2025,01,JIMECA,Private,ICE,3
2025,01,JOA CAMP,Private,ICE,1
2025,01,JOHN DEERE,Corporate,ICE,1
2025,01,JOSE REYES CARROCERO,Corporate,ICE,6
2025,01,JUAN SUAREZ,Corporate,ICE,5
2025,01,JULIA CAMPER,Private,ICE,1
2025,01,JULIA CAMPER,RAC,ICE,1
2025,01,KG MOBILITY,Corporate,BEV,1
2025,01,KG MOBILITY,Corporate,ICE,18
2025,01,KG MOBILITY,Private,ICE,146
2025,01,KIA,Corporate,BEV,97
2025,01,KIA,Corporate,ICE,912
2025,01,KIA,Corporate,PHEV,110
2025,01,KIA,Private,BEV,401
2025,01,KIA,Private,ICE,2906
2025,01,KIA,Private,PHEV,55
2025,01,KIA,RAC,ICE,373
2025,01,KNAUS,Private,ICE,1
2025,01,KNAUS,RAC,ICE,1
2025,01,KUBOTA,Corporate,ICE,1
2025,01,LA JUNQUERA,Corporate,ICE,1
2025,01,LANCIA,Corporate,BEV,2
2025,01,LANCIA,Corporate,ICE,30
2025,01,LANCIA,Private,ICE,1
2025,01,LAND ROVER,Corporate,ICE,119
2025,01,LAND ROVER,Corporate,PHEV,109
2025,01,LAND ROVER,Private,ICE,41
2025,01,LAND ROVER,Private,PHEV,21
2025,01,LAND ROVER,RAC,ICE,9
2025,01,LAND ROVER,RAC,PHEV,1
2025,01,LEAPMOTOR,Corporate,BEV,17
2025,01,LEAPMOTOR,Private,BEV,41
2025,01,LEXUS,Corporate,BEV,23
2025,01,LEXUS,Corporate,ICE,263
2025,01,LEXUS,Corporate,PHEV,97
2025,01,LEXUS,Private,BEV,1
2025,01,LEXUS,Private,ICE,379
2025,01,LEXUS,Private,PHEV,76
2025,01,LEXUS,RAC,ICE,14
2025,01,LEXUS,RAC,PHEV,1
2025,01,LIDERKIT,RAC,ICE,3
2025,01,LIGIER,Corporate,ICE,12
2025,01,LIGIER,Private,ICE,54
2025,01,LIGIER,RAC,ICE,1
