yyyymm,severity,kind,marca,canal,metric,value,threshold,detail
202410,INFO,KM0_FALLBACK,FORD,Corporate,b00d_private_moved_to_corporate,108,100,pool_b00d_private=1151; rate=0.0939
202410,INFO,KM0_FALLBACK,RENAULT,Corporate,b00d_private_moved_to_corporate,162,100,pool_b00d_private=2826; rate=0.0573
