anyo,mes,marca,canal,count
2023,04,3 CARROCEROS,Corporate,1
2023,04,3 CARROCEROS,RAC,1
2023,04,A.E.M SCOUT,Private,1
2023,04,ACROSS,Private,3
2023,04,ACTIVITY,RAC,2
2023,04,ADRIA,Corporate,1
2023,04,ADRIA,Private,20
2023,04,ADRIA,RAC,5
2023,04,ADRIA MOBIL,Private,1
2023,04,ALFA ROMEO,Corporate,178
2023,04,ALFA ROMEO,Private,13
2023,04,ALFA ROMEO,RAC,245
2023,04,ALFOZ,Corporate,1
2023,04,ALLIED VEHICLES LTD,Corporate,1
2023,04,ALLIED VEHICLES LTD,Private,2
2023,04,ALPINE,Corporate,3
2023,04,ALPINE,Private,2
2023,04,"ALQUIBER QUALITY, S.A.",Corporate,22
2023,04,"ALQUIBER QUALITY, S.A.",RAC,16
2023,04,ANTOLI,Corporate,1
2023,04,ANTONIO JURADO GONZALEZ,Corporate,1
2023,04,ARES,Corporate,7
2023,04,ASTON MARTIN,Private,1
2023,04,ATALAYA,RAC,1
2023,04,ATL,Corporate,2
2023,04,AUCAR-TRAILER,Private,1
2023,04,AUDI,Corporate,1771
2023,04,AUDI,Private,931
2023,04,AUDI,RAC,923
2023,04,AUTOMOBILI LAMBORGHINI S.P.A.,Corporate,2
2023,04,AUTOMOBILI LAMBORGHINI S.P.A.,Private,3
2023,04,BAHIA V.I.,Corporate,1
2023,04,BAHIA V.I.,RAC,1
2023,04,BALEAR DE CARROSSERIES,Corporate,1
2023,04,BARBANY,Corporate,5
2023,04,BARBANY,Private,4
2023,04,BARBANY,RAC,2
2023,04,BAVARIA,Private,1
2023,04,BAYCAR,Corporate,1
2023,04,BENIMAR,Private,28
2023,04,BENIMAR,RAC,7
2023,04,BENTLEY,Corporate,5
2023,04,BENTLEY,Private,2
2023,04,BERGADA,Private,1
2023,04,BERGADANA,Corporate,6
2023,04,BERGADANA,Private,35
2023,04,BEULAS,RAC,2
2023,04,BLUCAMP,RAC,2
2023,04,BMW,Corporate,1576
2023,04,BMW,Private,712
2023,04,BMW,RAC,275
2023,04,BOMBARDIER REC PROD INC,Corporate,3
2023,04,BOMBARDIER REC PROD INC,Private,2
2023,04,BOSCHUNG,Corporate,4
2023,04,BRAVIA,Private,1
2023,04,BRAVO,Corporate,1
2023,04,BRP,Corporate,14
2023,04,BRP,Private,9
2023,04,BRP,RAC,6
2023,04,BUNKERVAN,Corporate,1
2023,04,BUNKERVAN,Private,1
2023,04,BURSTNER,RAC,1
2023,04,BURSTNER GMBH,Corporate,1
2023,04,BURSTNER GMBH,Private,1
2023,04,BYD,Corporate,5
2023,04,CAFRISE,Corporate,1
2023,04,CAPRON,Private,11
2023,04,CAPRON,RAC,3
2023,04,CAPRON GMBH,Private,3
2023,04,CAPRON GMBH,RAC,1
2023,04,CARGAN,RAC,1
2023,04,CARROCER.FRIGOR.SEVILLA,Corporate,4
2023,04,CARROCERA CASTROSUA SA,Corporate,1
2023,04,CARROCERIAS CITY,RAC,1
2023,04,CARROCERIAS CONRADO,Corporate,2
2023,04,CARROCERIAS CONRADO,Private,1
2023,04,CARROCERIAS CREVILLENTE,Corporate,3
2023,04,CARROCERIAS CREVILLENTE,RAC,3
2023,04,CARROCERIAS EL GALLO,Corporate,4
2023,04,CARROCERIAS JANKAR,Corporate,1
2023,04,CARROCERIAS JEREZ,Corporate,1
2023,04,CARROCERIAS MINDA,Corporate,9
2023,04,CARROCERIAS MINDA,RAC,2
2023,04,CARROCERIAS MR,Corporate,1
2023,04,CARROCERIAS SALAMANCA,Corporate,2
2023,04,CARROCERIAS SANCA,Corporate,3
2023,04,CARROCERIAS SANCA SA,Corporate,15
2023,04,CARROCERIAS SANCA SA,Private,2
2023,04,CARROCERIAS SANCA SA,RAC,1
2023,04,CARROCERIAS SEVILLA,Corporate,6
2023,04,CARROCERIAS SEVILLA,RAC,1
2023,04,CARROZADOS TECAI,Corporate,2
2023,04,CARROZADOS TECAI,RAC,2
2023,04,CASALINI,Private,1
2023,04,CASTROSUA,Corporate,3
2023,04,CAYVOL,Corporate,18
2023,04,CENNTRO,RAC,1
2023,04,CFMOTO,Corporate,12
2023,04,CFMOTO,Private,24
2023,04,CHALLENGER,Private,21
2023,04,CHALLENGER,RAC,7
2023,04,CHAPINSA,RAC,1
2023,04,CHAPISTERIA V.I.,Corporate,2
2023,04,CHRYSLER,Corporate,1
2023,04,CHT,Corporate,4
2023,04,CI,Private,1
2023,04,CI,RAC,1
2023,04,CITROEN,Corporate,2055
2023,04,CITROEN,Private,884
2023,04,CITROEN,RAC,1409
2023,04,COCAR,Corporate,2
2023,04,CODETRANS,Corporate,8
2023,04,CODETRANS,Private,1
2023,04,COINPOL,Corporate,2
2023,04,COLD CAR,Corporate,2
2023,04,COLD CAR,RAC,2
2023,04,COMPOSITES REFORZADOS,Corporate,4
2023,04,CONGRUAL,RAC,1
2023,04,CONSA,Corporate,1
2023,04,CONSA,Private,1
2023,04,COOLGADES,Corporate,1
2023,04,CORVUS,Corporate,2
2023,04,CORVUS,Private,2
2023,04,COSMEA ESPINEDO,Corporate,1
2023,04,COVALCA,Corporate,2
2023,04,COVALCA,RAC,1
2023,04,CRASTIR,Corporate,1
2023,04,CRASTIR,RAC,1
2023,04,CUBY,Corporate,1
2023,04,CUPRA,Corporate,916
2023,04,CUPRA,Private,494
2023,04,CUPRA,RAC,378
2023,04,DACIA,Corporate,578
2023,04,DACIA,Private,2558
2023,04,DACIA,RAC,127
2023,04,DEL VALLE,Corporate,1
2023,04,DETHLEFFS,Private,6
2023,04,DETHLEFFS,RAC,2
2023,04,DFSK,Corporate,75
2023,04,DFSK,Private,10
2023,04,DFSK,RAC,10
2023,04,DIGAL,Corporate,1
2023,04,DODGE,Private,1
2023,04,DONOSO,Corporate,1
2023,04,DR,Private,2
2023,04,DREAMER,Private,3
2023,04,DS,Corporate,361
2023,04,DS,Private,49
2023,04,DS,RAC,170
2023,04,DULEVO,Corporate,1
2023,04,E-TUK FACTORY,Corporate,4
2023,04,ECOINDUSTRY,Corporate,1
2023,04,EGA,Corporate,3
2023,04,EGA,Private,2
2023,04,ELNAGH,Private,1
2023,04,ELNAGH,RAC,10
2023,04,EQUIPFRED,Corporate,8
2023,04,EQUIPFRED,Private,2
2023,04,ERJOMA,Corporate,1
2023,04,ERKE,Corporate,115
2023,04,ERKE,Private,1
2023,04,ERROBITRAK,Corporate,1
2023,04,ESCALANTE,RAC,1
2023,04,ESMI,Corporate,1
2023,04,ETRUSCO,Private,2
2023,04,ETRUSCO,RAC,6
2023,04,EUROGAZA,Corporate,1
2023,04,EUROGAZA,Private,2
2023,04,EVUM MOTORS,Corporate,1
2023,04,FCA ITALY S.P.A.,Private,1
2023,04,FENIKS,Corporate,1
2023,04,FERQUI,Corporate,1
2023,04,FERRARI,Corporate,1
2023,04,FIAT,Corporate,1329
2023,04,FIAT,Private,238
2023,04,FIAT,RAC,964
2023,04,FIAT DETHLEFFS,RAC,1
2023,04,FIREMAR,Private,1
2023,04,FOIMA,Corporate,5
2023,04,FORD,Corporate,2893
2023,04,FORD,Private,1180
2023,04,FORD,RAC,213
2023,04,FURCAR,Corporate,4
2023,04,FURCAR,Private,2
2023,04,FURGOKARAVANING,Private,1
2023,04,FUSO,Corporate,9
2023,04,GARIA,Private,2
2023,04,GIOTTILINE,Corporate,1
2023,04,GIOTTILINE,Private,17
2023,04,GIOTTILINE,RAC,18
2023,04,GIOTTLINE,RAC,1
2023,04,GOMEZ,Corporate,2
2023,04,GORBEA,Corporate,1
2023,04,GOUPIL,Corporate,12
2023,04,GRAU,Corporate,16
2023,04,GRUAUTO,Corporate,1
2023,04,GRUIVOL,Corporate,1
2023,04,HARLEY-DAVIDSON,Private,1
2023,04,HENALES ALVAREZ,Corporate,3
2023,04,HERCOV,Corporate,1
2023,04,HERMONT,Corporate,1
2023,04,HERMONT,RAC,7
2023,04,HIDROMAYORAL,Corporate,3
2023,04,HOBBY,Private,1
2023,04,HOBBY,RAC,1
2023,04,HONDA,Corporate,23
2023,04,HONDA,Private,111
2023,04,HYMER,Private,4
2023,04,HYUNDAI,Corporate,989
2023,04,HYUNDAI,Private,2794
2023,04,HYUNDAI,RAC,182
2023,04,IBERICA DE ISOTERMIZ,Corporate,1
2023,04,IGLUVAN,Corporate,7
2023,04,IGLUVAN,Private,3
2023,04,IGLUVAN,RAC,1
2023,04,ILUSION,RAC,2
2023,04,INCASE,Corporate,1
2023,04,INDUSAUTO,Corporate,1
