yyyymm,severity,kind,marca,canal,metric,value,threshold,detail
202404,INFO,KM0_FALLBACK,RENAULT,Corporate,b00d_private_moved_to_corporate,161,100,pool_b00d_private=2815; rate=0.0573
202404,INFO,KM0_FALLBACK,FORD,Corporate,b00d_private_moved_to_corporate,134,100,pool_b00d_private=1428; rate=0.0939
202404,INFO,KM0_FALLBACK,OPEL,Corporate,b00d_private_moved_to_corporate,105,100,pool_b00d_private=710; rate=0.1484
